# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2010-05-16T00:00:00.0/2010-05-17T00:00:00.0;6456.1113;5068.1172;4485.8120;582.3052;8869.0059;1546.1270;49.2534;1496.8735;85.3622;0.9861
2010-05-17T00:00:00.0/2010-05-18T00:00:00.0;6418.4111;5083.8096;4391.1714;692.6381;8670.8242;4129.0449;3141.8296;987.2153;5060.3364;0.9861
2010-05-18T00:00:00.0/2010-05-19T00:00:00.0;6381.4795;5316.6548;4843.1426;473.5122;9826.7207;5193.0713;4671.9111;521.1603;8918.3408;0.9865
2010-05-19T00:00:00.0/2010-05-20T00:00:00.0;6345.5317;5099.4292;4314.0933;785.3362;8508.2842;4122.8750;2262.3708;1860.5043;4008.5818;0.9865
2010-05-20T00:00:00.0/2010-05-21T00:00:00.0;6310.4219;5046.4780;4453.9985;592.4797;8933.0674;4862.3481;4150.5889;711.7595;7583.2705;0.9868
2010-05-21T00:00:00.0/2010-05-22T00:00:00.0;6276.2451;5011.6118;4303.2432;708.3688;8595.0547;4627.8286;3604.9807;1022.8477;6650.0952;0.9872
2010-05-22T00:00:00.0/2010-05-23T00:00:00.0;6242.9844;4998.0444;4362.2383;635.8058;8794.1143;4547.3062;3453.9463;1093.3597;6410.0283;0.9875
2010-05-23T00:00:00.0/2010-05-24T00:00:00.0;6210.6597;5011.0889;4424.7935;586.2953;9005.7148;4814.2207;4235.5815;578.6392;7854.3320;0.9878
2010-05-24T00:00:00.0/2010-05-25T00:00:00.0;6179.3022;4870.4155;4189.7373;680.6780;8471.4492;4697.2021;3929.8699;767.3323;7248.5605;0.9830
2010-05-25T00:00:00.0/2010-05-26T00:00:00.0;6148.9395;4890.2241;4209.2720;680.9525;8509.4385;4736.6851;3958.7031;777.9818;7525.5415;0.9830
2010-05-26T00:00:00.0/2010-05-27T00:00:00.0;6119.5107;4948.1245;4279.7144;668.4103;8723.5566;4411.9893;2938.8591;1473.1301;5337.4824;0.9781
2010-05-27T00:00:00.0/2010-05-28T00:00:00.0;6091.0835;4709.2363;3739.4668;969.7697;7431.4531;3016.1628;1185.2808;1830.8820;2063.9312;0.9837
2010-05-28T00:00:00.0/2010-05-29T00:00:00.0;6063.6543;4729.6313;3926.0178;803.6136;7931.4082;3077.9407;627.1790;2450.7617;1117.2667;0.9840
2010-05-29T00:00:00.0/2010-05-30T00:00:00.0;6037.2686;4754.8374;4013.9619;740.8758;8136.0229;4556.1255;3761.4202;794.7054;6899.3311;0.9788
2010-05-30T00:00:00.0/2010-05-31T00:00:00.0;6011.8638;4688.1743;3933.0293;755.1447;8012.3320;4507.5474;3660.1985;847.3489;6865.7505;0.9792
2010-05-31T00:00:00.0/2010-06-01T00:00:00.0;5987.4966;4633.9590;3781.4021;852.5568;7645.8706;3407.6543;1539.4172;1868.2371;2660.9980;0.9795
2010-06-01T00:00:00.0/2010-06-02T00:00:00.0;5964.1714;4489.3584;3384.2520;1105.1063;6720.5527;4149.8242;2873.8579;1275.9662;5159.3667;0.9799
2010-06-02T00:00:00.0/2010-06-03T00:00:00.0;5941.9380;4685.0176;3891.9941;793.0234;7959.6792;4195.5723;2773.1836;1422.3884;4902.4331;0.9799
2010-06-03T00:00:00.0/2010-06-04T00:00:00.0;5920.7163;4750.0747;4099.2661;650.8088;8520.3613;3148.5984;848.9883;2299.6101;1536.9202;0.9802
2010-06-04T00:00:00.0/2010-06-05T00:00:00.0;5900.6108;4599.5039;3800.5759;798.9279;7782.3955;4250.5479;3012.0483;1238.4996;5506.1860;0.9802
2010-06-05T00:00:00.0/2010-06-06T00:00:00.0;5881.5669;4611.4580;3861.1687;750.2893;8015.9663;4275.3496;3124.5737;1150.7756;6007.8970;0.9802
2010-06-06T00:00:00.0/2010-06-07T00:00:00.0;5863.5869;4623.8213;3749.1946;874.6266;7689.4165;4547.6201;3664.6528;882.9673;7186.3384;0.9597
2010-06-07T00:00:00.0/2010-06-08T00:00:00.0;5846.7354;4635.9521;3919.2026;716.7493;8166.0215;4524.3945;3752.2466;772.1480;7348.8750;0.9806
2010-06-08T00:00:00.0/2010-06-09T00:00:00.0;5830.9395;4632.8438;3989.3933;643.4507;8363.7402;3759.7097;1997.8885;1761.8210;3671.7629;0.9809
2010-06-09T00:00:00.0/2010-06-10T00:00:00.0;5816.2871;4618.3848;3965.5000;652.8845;8304.4932;2549.8655;658.8683;1890.9971;1161.7732;0.9809
2010-06-10T00:00:00.0/2010-06-11T00:00:00.0;5802.6987;4558.4785;3859.6943;698.7843;8076.4326;1647.9502;66.2416;1581.7085;104.6391;0.9812
2010-06-11T00:00:00.0/2010-06-12T00:00:00.0;5790.2812;4582.7915;3939.8977;642.8938;8289.2178;3432.9614;1178.4999;2254.4617;2157.2568;0.9812
2010-06-12T00:00:00.0/2010-06-13T00:00:00.0;5778.9751;4613.2148;4112.9458;500.2690;8780.9854;3162.9309;992.6625;2170.2683;1688.0709;0.9812
2010-06-13T00:00:00.0/2010-06-14T00:00:00.0;5768.7549;4598.4404;4032.1187;566.3219;8578.7764;3743.7551;2076.1174;1667.6377;3769.9988;0.9816
2010-06-14T00:00:00.0/2010-06-15T00:00:00.0;5759.7109;4741.5112;4247.5918;493.9197;9145.8115;4000.7158;2918.0530;1082.6627;5632.1875;0.9816
2010-06-15T00:00:00.0/2010-06-16T00:00:00.0;5751.7900;4673.5977;4095.9998;577.5980;8754.4482;4201.2061;3052.1519;1149.0541;5970.5737;0.9816
2010-06-16T00:00:00.0/2010-06-17T00:00:00.0;5744.9629;4652.0859;4089.6321;562.4538;8785.3467;4620.6348;4064.0032;556.6317;8524.2031;0.9819
2010-06-17T00:00:00.0/2010-06-18T00:00:00.0;5739.3188;4679.3608;4160.5029;518.8580;8978.1787;4382.3071;3598.3953;783.9119;7220.5767;0.9819
2010-06-18T00:00:00.0/2010-06-19T00:00:00.0;5734.8462;4690.4702;4158.2930;532.1771;8976.7598;4346.5615;3615.0432;731.5184;6806.0127;0.9816
2010-06-19T00:00:00.0/2010-06-20T00:00:00.0;5731.4766;4621.8950;4056.5085;565.3862;8684.2773;3866.0137;2540.5332;1325.4803;4897.4565;0.9816
2010-06-20T00:00:00.0/2010-06-21T00:00:00.0;5729.2114;4576.4517;3949.9026;626.5491;8392.3750;2349.2073;316.3719;2032.8353;517.2380;0.9819
2010-06-21T00:00:00.0/2010-06-22T00:00:00.0;5728.1235;4601.0347;4053.0005;548.0340;8695.8506;2173.7148;219.8237;1953.8912;378.4631;0.9819
2010-06-22T00:00:00.0/2010-06-23T00:00:00.0;5728.1655;4663.4014;4092.2427;571.1588;8784.3594;4304.9297;3391.4355;913.4943;6460.4863;0.9819
2010-06-23T00:00:00.0/2010-06-24T00:00:00.0;5729.3843;4600.7803;4011.9331;588.8472;8577.7744;3663.6550;1622.0684;2041.5868;3612.8857;0.9816
2010-06-24T00:00:00.0/2010-06-25T00:00:00.0;5731.7026;4531.0757;3905.8389;625.2369;8277.1436;4387.5630;3646.6226;740.9405;7298.5503;0.9816
2010-06-25T00:00:00.0/2010-06-26T00:00:00.0;5735.1162;4457.1143;3701.7419;755.3722;7746.6299;3348.3296;1524.7495;1823.5801;2659.4299;0.9819
2010-06-26T00:00:00.0/2010-06-27T00:00:00.0;5739.6943;4600.4150;3964.4119;636.0032;8426.3857;4378.9678;3578.6902;800.2773;7126.4868;0.9767
2010-06-27T00:00:00.0/2010-06-28T00:00:00.0;5745.4487;4507.0903;3790.9116;716.1788;7959.5957;3284.0251;875.5425;2408.4827;1865.4712;0.9816
2010-06-28T00:00:00.0/2010-06-29T00:00:00.0;5752.2847;4511.4624;3926.7520;584.7104;8312.1875;3838.8413;2367.4082;1471.4330;4535.1553;0.9816
2010-06-29T00:00:00.0/2010-06-30T00:00:00.0;5760.2324;4569.3789;3912.9436;656.4351;8283.7402;4423.8789;3659.9944;763.8846;7082.1992;0.9816
2010-06-30T00:00:00.0/2010-07-01T00:00:00.0;5769.3428;4737.0581;4221.5264;515.5319;9072.7949;4696.1792;4165.4004;530.7789;8601.5654;0.9812
2010-07-01T00:00:00.0/2010-07-02T00:00:00.0;5779.5259;4710.7627;3966.0466;744.7161;8322.7686;4647.5986;3887.6099;759.9888;7809.7090;0.9812
2010-07-02T00:00:00.0/2010-07-03T00:00:00.0;5790.8052;4770.1616;4208.1016;562.0602;8983.5928;4705.8662;4112.9829;592.8832;8338.5586;0.9812
2010-07-03T00:00:00.0/2010-07-04T00:00:00.0;5803.2378;4780.1655;4210.8457;569.3201;8964.6162;4736.8828;4158.7476;578.1352;8534.2100;0.9812
2010-07-04T00:00:00.0/2010-07-05T00:00:00.0;5816.7197;4787.1982;4235.3101;551.8881;9012.4414;4764.7168;4211.2773;553.4394;8751.2471;0.9812
2010-07-05T00:00:00.0/2010-07-06T00:00:00.0;5831.3242;4692.2041;4134.0630;558.1412;8745.0654;4208.3110;2904.4070;1303.9039;5754.9600;0.9806
2010-07-06T00:00:00.0/2010-07-07T00:00:00.0;5846.9814;4744.8325;4192.1289;552.7040;8873.4355;3905.6821;1874.0199;2031.6621;3873.8223;0.9806
2010-07-07T00:00:00.0/2010-07-08T00:00:00.0;5863.7109;4657.6191;4072.8486;584.7707;8520.2988;3801.2183;2447.7068;1353.5115;4434.0591;0.9806
2010-07-08T00:00:00.0/2010-07-09T00:00:00.0;5881.5439;4594.9624;3944.4490;650.5135;8201.3906;4441.9126;3657.7883;784.1245;7229.1860;0.9802
2010-07-09T00:00:00.0/2010-07-10T00:00:00.0;5900.3853;4589.7017;3859.0217;730.6800;7932.9878;4531.6045;3762.8728;768.7316;7468.1094;0.9802
2010-07-10T00:00:00.0/2010-07-11T00:00:00.0;5920.3125;4623.7607;3808.9709;814.7897;7796.5845;4493.0225;3578.5537;914.4688;7037.3599;0.9799
2010-07-11T00:00:00.0/2010-07-12T00:00:00.0;5941.2827;4992.7773;4433.7139;559.0637;9337.2510;4936.5220;4337.0303;599.4915;8695.2402;0.9795
2010-07-12T00:00:00.0/2010-07-13T00:00:00.0;5963.2783;4765.1172;4196.5239;568.5933;8714.2158;3526.8762;1494.0908;2032.7855;2713.6958;0.9792
2010-07-13T00:00:00.0/2010-07-14T00:00:00.0;5986.2588;4710.9917;3867.0251;843.9662;7892.9038;4424.9761;3344.3977;1080.5781;6343.3809;0.9792
2010-07-14T00:00:00.0/2010-07-15T00:00:00.0;6010.2656;4811.2241;4207.6553;603.5689;8655.5371;4444.9653;3544.6528;900.3125;6271.8188;0.9736
2010-07-15T00:00:00.0/2010-07-16T00:00:00.0;6035.2393;4803.7192;4146.6831;657.0361;8505.5059;2346.6118;524.4949;1822.1171;807.2427;0.9788
2010-07-16T00:00:00.0/2010-07-17T00:00:00.0;6061.2275;4929.2144;4425.3643;503.8503;9157.6035;2295.6895;363.5404;1932.1489;561.0001;0.9681
2010-07-17T00:00:00.0/2010-07-18T00:00:00.0;6088.2002;4970.7373;4448.4976;522.2396;9169.5586;1905.5803;93.6245;1811.9559;143.6059;0.9833
2010-07-18T00:00:00.0/2010-07-19T00:00:00.0;6116.0669;4877.1841;4184.2163;692.9677;8493.5459;3198.6709;1159.7251;2038.9459;2112.4919;0.9833
2010-07-19T00:00:00.0/2010-07-20T00:00:00.0;6144.9746;5200.7510;4682.7783;517.9726;9636.8945;4987.1514;4305.9116;681.2399;7968.9390;0.9826
2010-07-20T00:00:00.0/2010-07-21T00:00:00.0;6174.7256;5234.3364;4637.0825;597.2539;9470.9072;4620.3647;3608.5764;1011.7885;6208.8052;0.9826
2010-07-21T00:00:00.0/2010-07-22T00:00:00.0;6205.4326;5110.0376;4573.5107;536.5265;9287.8643;4821.9814;4035.1960;786.7855;7356.2964;0.9823
2010-07-22T00:00:00.0/2010-07-23T00:00:00.0;6237.0469;5192.0537;4623.4243;568.6293;9341.3730;4959.8672;4233.9565;725.9108;7528.1362;0.9767
2010-07-23T00:00:00.0/2010-07-24T00:00:00.0;6269.5522;5312.4697;4787.1245;525.3450;9746.1406;5175.3892;4571.6655;603.7239;8380.0322;0.9868
2010-07-24T00:00:00.0/2010-07-25T00:00:00.0;6302.9263;5211.1523;4536.8169;674.3354;9059.7061;5058.7896;4334.6562;724.1333;7877.7583;0.9865
2010-07-25T00:00:00.0/2010-07-26T00:00:00.0;6337.1729;5141.6465;4570.7461;570.9003;9150.6270;4876.3003;4124.4678;751.8325;7178.2954;0.9861
2010-07-26T00:00:00.0/2010-07-27T00:00:00.0;6372.2544;5142.8643;4416.4326;726.4315;8663.5684;4998.7495;4186.5664;812.1830;7653.5244;0.9806
2010-07-27T00:00:00.0/2010-07-28T00:00:00.0;6408.1821;5232.5288;4487.5537;744.9752;8819.0850;5108.2388;4277.1689;831.0699;7902.0410;0.9858
2010-07-28T00:00:00.0/2010-07-29T00:00:00.0;6444.9170;5139.6196;4410.6807;728.9386;8596.7295;4969.3389;4137.1499;832.1892;7398.8882;0.9854
2010-07-29T00:00:00.0/2010-07-30T00:00:00.0;6482.4639;5224.0039;4510.8726;713.1310;8785.3945;4893.9722;3894.4460;999.5259;6719.3242;0.9847
2010-07-30T00:00:00.0/2010-07-31T00:00:00.0;6520.7944;5387.3848;4810.9194;576.4656;9460.5420;5188.6064;4617.6479;570.9581;8293.5742;0.9844
2010-07-31T00:00:00.0/2010-08-01T00:00:00.0;6559.8960;5284.2852;4594.8442;689.4411;8868.1826;4153.8511;2370.2676;1783.5836;4203.3594;0.9840
2010-08-01T00:00:00.0/2010-08-02T00:00:00.0;6599.7617;5309.3916;4652.2627;657.1291;8961.8428;4560.7773;3176.2349;1384.5426;5167.6797;0.9837
2010-08-02T00:00:00.0/2010-08-03T00:00:00.0;6640.3979;5313.7192;4544.3833;769.3358;8636.2295;4799.8896;3653.0144;1146.8751;5955.7632;0.9830
2010-08-03T00:00:00.0/2010-08-04T00:00:00.0;6681.6870;5210.7700;4201.3633;1009.4067;7848.9663;1679.8059;54.7556;1625.0503;77.7819;0.9830
2010-08-04T00:00:00.0/2010-08-05T00:00:00.0;6723.7612;5424.6836;4733.2969;691.3870;8956.3398;4149.4541;2215.9966;1933.4575;3445.0618;0.9823
2010-08-05T00:00:00.0/2010-08-06T00:00:00.0;6766.4785;5447.4600;4685.8818;761.5780;8828.9580;4782.7310;2960.5601;1822.1710;4806.2695;0.9819
2010-08-06T00:00:00.0/2010-08-07T00:00:00.0;6809.8838;5671.4409;5085.4692;585.9717;9727.2686;5105.8960;4187.8286;918.0677;6638.1870;0.9816
2010-08-07T00:00:00.0/2010-08-08T00:00:00.0;6853.9380;5564.4072;4907.2520;657.1548;9273.1074;5143.6211;4036.0015;1107.6195;6898.1689;0.9812
2010-08-08T00:00:00.0/2010-08-09T00:00:00.0;6898.6562;5068.0547;3760.7507;1307.3037;6749.5645;3549.1763;1073.3524;2475.8240;1604.9381;0.9806
2010-08-09T00:00:00.0/2010-08-10T00:00:00.0;6943.9150;5431.8843;4543.1460;888.7384;8305.8467;5124.7671;4047.5657;1077.2014;6528.5830;0.9806
2010-08-10T00:00:00.0/2010-08-11T00:00:00.0;6989.8569;5473.0098;4616.8774;856.1320;8430.6055;4302.7656;2341.4788;1961.2869;3618.3406;0.9799
2010-08-11T00:00:00.0/2010-08-12T00:00:00.0;7036.3447;5469.1113;4383.9438;1085.1676;7868.4502;4786.0356;3397.6086;1388.4270;5132.2710;0.9795
2010-08-12T00:00:00.0/2010-08-13T00:00:00.0;7083.4150;5816.8838;5168.6621;648.2216;9572.4639;5392.2773;4518.9019;873.3752;7452.1401;0.9840
2010-08-13T00:00:00.0/2010-08-14T00:00:00.0;7131.0000;5691.2393;4847.3584;843.8807;8747.8311;4508.7300;2607.7996;1900.9305;3930.6321;0.9785
2010-08-14T00:00:00.0/2010-08-15T00:00:00.0;7179.0493;5760.5542;4915.1914;845.3627;8860.3525;5328.3086;4196.4487;1131.8597;6524.2124;0.9837
2010-08-15T00:00:00.0/2010-08-16T00:00:00.0;7227.7085;5918.6504;5209.8027;708.8475;9458.4561;4951.5664;2852.7607;2098.8059;4357.5376;0.9830
2010-08-16T00:00:00.0/2010-08-17T00:00:00.0;7276.7930;6117.4077;5512.8638;604.5439;10037.2266;5830.2695;4889.5801;940.6892;8225.4590;0.9722
2010-08-17T00:00:00.0/2010-08-18T00:00:00.0;7326.3916;6122.5874;5376.4941;746.0931;9679.8799;6080.1875;5337.9033;742.2844;9337.0029;0.9872
2010-08-18T00:00:00.0/2010-08-19T00:00:00.0;7376.3857;6004.1553;5173.6982;830.4570;9186.2305;5962.4146;5136.3125;826.1020;8862.6221;0.9868
2010-08-19T00:00:00.0/2010-08-20T00:00:00.0;7426.8477;5052.9365;3147.7361;1905.2006;5118.6392;4484.1094;2613.4717;1870.6378;3802.3613;0.9656
2010-08-20T00:00:00.0/2010-08-21T00:00:00.0;7477.6777;5732.3149;4742.4341;989.8806;8138.9395;5362.3228;4298.4526;1063.8701;6583.8413;0.9861
2010-08-21T00:00:00.0/2010-08-22T00:00:00.0;7528.9292;5843.5342;4692.2271;1151.3073;7940.8726;5753.4902;4566.4478;1187.0424;7364.0552;0.9851
2010-08-22T00:00:00.0/2010-08-23T00:00:00.0;7580.5215;6242.9087;5359.6450;883.2637;9346.7305;6158.0439;5240.4053;917.6384;8710.3535;0.9795
2010-08-23T00:00:00.0/2010-08-24T00:00:00.0;7632.4492;6370.0669;5497.2334;872.8335;9624.5273;6342.1245;5478.3882;863.7363;9425.1152;0.9792
2010-08-24T00:00:00.0/2010-08-25T00:00:00.0;7684.7275;5992.6997;4914.3101;1078.3895;8362.9668;4744.8833;3011.4336;1733.4498;4120.8550;0.9840
2010-08-25T00:00:00.0/2010-08-26T00:00:00.0;7737.3110;6361.1182;5554.6787;806.4396;9601.6602;6062.7739;5117.5576;945.2162;7956.5117;0.9837
2010-08-26T00:00:00.0/2010-08-27T00:00:00.0;7790.2368;6242.9771;5348.8086;894.1685;9127.2432;6084.9897;5198.2256;886.7641;8401.0166;0.9778
2010-08-27T00:00:00.0/2010-08-28T00:00:00.0;7843.3989;6286.6528;5420.0312;866.6216;9269.8057;6193.9058;5360.1343;833.7717;8786.1719;0.9722
2010-08-28T00:00:00.0/2010-08-29T00:00:00.0;7896.8530;6718.0361;5961.4370;756.5992;10307.8574;6680.5435;5934.7603;745.7831;10057.6621;0.9819
2010-08-29T00:00:00.0/2010-08-30T00:00:00.0;7950.5205;5637.9023;3801.4229;1836.4791;6089.4644;4790.5239;2525.7942;2264.7300;3795.6401;0.9816
2010-08-30T00:00:00.0/2010-08-31T00:00:00.0;8004.3950;6394.8877;5454.3599;940.5279;9131.0352;6018.9712;4936.6445;1082.3268;7512.0132;0.9812
2010-08-31T00:00:00.0/2010-09-01T00:00:00.0;8058.5703;6538.9272;5522.3071;1016.6199;9267.7920;5971.3286;4503.5513;1467.7772;7158.7842;0.9802
2010-09-01T00:00:00.0/2010-09-02T00:00:00.0;8112.8418;6264.9912;5124.5259;1140.4652;8405.8135;2392.2478;298.1000;2094.1477;412.7697;0.9799
2010-09-02T00:00:00.0/2010-09-03T00:00:00.0;8167.3174;6500.0610;5546.6587;953.4022;9195.4668;3819.0779;1007.8349;2811.2429;1352.2054;0.9844
2010-09-03T00:00:00.0/2010-09-04T00:00:00.0;8221.9072;6584.0288;5609.5449;974.4839;9234.4785;5815.4980;4447.1025;1368.3953;6420.6919;0.9840
2010-09-04T00:00:00.0/2010-09-05T00:00:00.0;8276.6104;6573.0107;5572.5068;1000.5040;9130.8564;6422.3682;5435.9458;986.4225;8329.4736;0.9837
2010-09-05T00:00:00.0/2010-09-06T00:00:00.0;8331.4814;6682.3955;5669.5474;1012.8481;9298.3037;6536.9448;5551.9688;984.9759;8548.7402;0.9882
2010-09-06T00:00:00.0/2010-09-07T00:00:00.0;8386.3857;6814.5620;5990.8320;823.7303;9887.8701;6648.9844;5810.4600;838.5244;8967.7178;0.9878
2010-09-07T00:00:00.0/2010-09-08T00:00:00.0;8441.3984;6782.8906;6063.0244;719.8661;10023.0137;6667.3394;5959.2251;708.1144;9334.4209;0.9872
2010-09-08T00:00:00.0/2010-09-09T00:00:00.0;8496.4268;6732.3354;5817.8281;914.5071;9406.1992;6530.2808;5585.4932;944.7877;8366.5518;0.9868
2010-09-09T00:00:00.0/2010-09-10T00:00:00.0;8551.4688;6776.4883;5825.5747;950.9138;9314.1963;6195.0552;4606.7358;1588.3196;6718.7642;0.9865
2010-09-10T00:00:00.0/2010-09-11T00:00:00.0;8606.5791;6920.7490;5937.1572;983.5920;9493.2881;6690.7227;5641.8398;1048.8829;8333.1309;0.9858
2010-09-11T00:00:00.0/2010-09-12T00:00:00.0;8661.6279;6707.0488;5654.6284;1052.4205;8843.8066;5905.7363;4571.9692;1333.7673;6118.5103;0.9854
2010-09-12T00:00:00.0/2010-09-13T00:00:00.0;8716.6895;7049.0137;6076.8193;972.1946;9727.2139;6759.1162;5823.3276;935.7886;8501.5293;0.9795
2010-09-13T00:00:00.0/2010-09-14T00:00:00.0;8771.6689;7167.7222;6341.1191;826.6029;10255.6641;6746.7480;5802.0918;944.6567;8336.5225;0.9844
2010-09-14T00:00:00.0/2010-09-15T00:00:00.0;8826.6201;7126.3438;6247.6455;878.6983;9991.4355;6892.1753;5966.2466;925.9285;8856.6943;0.9837
2010-09-15T00:00:00.0/2010-09-16T00:00:00.0;8881.5029;7256.8438;6396.8730;859.9706;10183.3105;7122.9175;6268.5654;854.3524;9484.0586;0.9830
2010-09-16T00:00:00.0/2010-09-17T00:00:00.0;8936.2324;7275.1948;6499.4126;775.7827;10403.9531;7113.8481;6345.4912;768.3572;9504.2549;0.9826
2010-09-17T00:00:00.0/2010-09-18T00:00:00.0;8990.8828;6999.0308;5875.1919;1123.8390;9109.6357;4969.6650;2304.2705;2665.3945;2877.5007;0.9823
2010-09-18T00:00:00.0/2010-09-19T00:00:00.0;9045.3643;6775.7842;5203.3281;1572.4558;7869.0117;6484.1138;4872.3091;1611.8048;6751.7598;0.9819
2010-09-19T00:00:00.0/2010-09-20T00:00:00.0;9099.6787;7161.2886;6075.7339;1085.5549;9372.9072;6921.1851;5793.5088;1127.6760;8208.6572;0.9816
2010-09-20T00:00:00.0/2010-09-21T00:00:00.0;9153.8809;7471.9985;6538.9912;933.0073;10175.5195;7005.3306;5895.1138;1110.2169;8207.7344;0.9806
2010-09-21T00:00:00.0/2010-09-22T00:00:00.0;9207.8467;7537.4990;6647.4854;890.0135;10341.3262;6323.4805;3805.5730;2517.9075;4932.0815;0.9854
2010-09-22T00:00:00.0/2010-09-23T00:00:00.0;9261.6514;7492.4272;6477.7529;1014.6741;9955.1016;6804.7969;5494.5225;1310.2748;7582.0186;0.9847
2010-09-23T00:00:00.0/2010-09-24T00:00:00.0;9315.2598;7303.8604;6063.6079;1240.2527;9178.3408;6091.3218;3949.5476;2141.7739;5349.8652;0.9840
2010-09-24T00:00:00.0/2010-09-25T00:00:00.0;9368.5781;7434.6094;6319.6504;1114.9586;9591.6963;6906.6104;5573.3750;1333.2355;7614.9536;0.9837
2010-09-25T00:00:00.0/2010-09-26T00:00:00.0;9421.7090;7602.4380;6649.4678;952.9702;10151.9268;6644.6787;5221.1050;1423.5736;6712.8516;0.9882
2010-09-26T00:00:00.0/2010-09-27T00:00:00.0;9474.5234;7507.3032;6370.2056;1137.0977;9616.0742;7001.1655;5783.3950;1217.7705;7656.7744;0.9878
2010-09-27T00:00:00.0/2010-09-28T00:00:00.0;9527.1074;7926.5078;7136.3643;790.1437;11011.4219;7798.2007;7019.4214;778.7789;10375.1514;0.9872
2010-09-28T00:00:00.0/2010-09-29T00:00:00.0;9579.3604;7697.2256;6724.8521;972.3735;10243.6309;7350.5884;6370.1260;980.4624;8715.4238;0.9868
2010-09-29T00:00:00.0/2010-09-30T00:00:00.0;9631.3389;7583.6572;6266.3228;1317.3345;9312.0303;7158.4609;5739.3311;1419.1301;7556.8442;0.9861
2010-09-30T00:00:00.0/2010-10-01T00:00:00.0;9682.9717;7797.3135;6704.4097;1092.9034;10033.0752;6529.7900;4680.4839;1849.3062;5719.7402;0.9858
2010-10-01T00:00:00.0/2010-10-02T00:00:00.0;9734.2520;7030.9653;4859.3027;2171.6628;7000.0645;5881.5845;3542.5186;2339.0659;4605.6187;0.9802
2010-10-02T00:00:00.0/2010-10-03T00:00:00.0;9785.2422;7885.0122;6969.0332;915.9790;10529.1113;6538.7866;4658.7930;1879.9937;5593.1245;0.9795
2010-10-03T00:00:00.0/2010-10-04T00:00:00.0;9835.8643;7953.7651;6867.2261;1086.5389;10268.1953;7229.3398;5967.2271;1262.1125;7600.7163;0.9788
2010-10-04T00:00:00.0/2010-10-05T00:00:00.0;9886.1152;8007.9092;6960.6504;1047.2587;10390.4766;7785.5161;6729.3403;1056.1755;9327.7285;0.9833
2010-10-05T00:00:00.0/2010-10-06T00:00:00.0;9935.9277;8105.0894;7122.2402;982.8489;10583.0850;7949.6724;6977.3760;972.2962;9876.2080;0.9778
2010-10-06T00:00:00.0/2010-10-07T00:00:00.0;9985.3779;8097.8188;6879.1724;1218.6464;10235.9424;7210.9336;5776.5112;1434.4225;7467.2051;0.9823
2010-10-07T00:00:00.0/2010-10-08T00:00:00.0;10034.3711;8061.6514;7099.8564;961.7945;10491.1465;6787.3911;4782.5010;2004.8901;5834.7910;0.9819
2010-10-08T00:00:00.0/2010-10-09T00:00:00.0;10082.9678;7609.4375;5689.9731;1919.4642;8052.0757;6010.0952;3382.5767;2627.5186;3992.9648;0.9812
2010-10-09T00:00:00.0/2010-10-10T00:00:00.0;10131.0859;7801.2134;6181.7432;1619.4702;8801.2373;4375.1958;1172.6893;3202.5063;1318.5494;0.9809
2010-10-10T00:00:00.0/2010-10-11T00:00:00.0;10178.7783;8135.3906;7099.0547;1036.3359;10508.0664;4402.5078;1535.7711;2866.7368;1721.6929;0.9802
2010-10-11T00:00:00.0/2010-10-12T00:00:00.0;10225.9717;8056.2383;6757.9150;1298.3234;9806.8428;4804.7881;1609.5610;3195.2268;1843.9667;0.9795
2010-10-12T00:00:00.0/2010-10-13T00:00:00.0;10272.7119;8040.6362;6749.5161;1291.1199;9850.4717;5547.8682;3019.2402;2528.6279;3510.5920;0.9792
2010-10-13T00:00:00.0/2010-10-14T00:00:00.0;10318.9307;8391.3887;7319.1152;1072.2728;10651.6250;7857.6973;6839.6221;1018.0753;8937.9980;0.9788
2010-10-14T00:00:00.0/2010-10-15T00:00:00.0;10364.6758;8217.9863;7004.3110;1213.6754;10142.4707;6223.2544;3566.9470;2656.3071;4457.7817;0.9833
2010-10-15T00:00:00.0/2010-10-16T00:00:00.0;10409.8760;8244.2285;6918.2607;1325.9675;9890.1016;6992.8345;4893.1602;2099.6746;5914.3730;0.9882
2010-10-16T00:00:00.0/2010-10-17T00:00:00.0;10454.5840;8307.3965;7327.3101;980.0865;10711.9707;4636.0620;1192.4717;3443.5903;1354.1277;0.9875
2010-10-17T00:00:00.0/2010-10-18T00:00:00.0;10498.7236;8482.6855;7586.5264;896.1586;11263.3447;6993.1841;4351.0596;2642.1245;6146.5620;0.9872
2010-10-18T00:00:00.0/2010-10-19T00:00:00.0;10542.3584;8439.2617;7355.8652;1083.3966;10768.3789;7836.1274;5941.9746;1894.1525;8184.8809;0.9865
2010-10-19T00:00:00.0/2010-10-20T00:00:00.0;10585.3994;8382.3955;7110.0254;1272.3705;10240.6016;8019.1875;6463.2339;1555.9534;8726.7988;0.9861
2010-10-20T00:00:00.0/2010-10-21T00:00:00.0;10627.8828;8431.0020;7416.8091;1014.1929;10794.4600;7798.9819;6033.5054;1765.4766;8181.6416;0.9858
