Obs;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2009-11-15T00:00:00.0/2009-11-16T00:00:00.0;11437.1113;9319.1641;8349.3623;969.8026;11871.2686;4238.8955;730.3007;3508.5945;929.294;0.9875
2009-11-16T00:00:00.0/2009-11-17T00:00:00.0;11456.6035;9357.8408;8499.1436;858.698;12094.5352;5187.9707;1196.1567;3991.814;1437.9857;0.9875
2009-11-17T00:00:00.0/2009-11-18T00:00:00.0;11475.5137;9344.8096;8051.625;1293.1849;11303.5264;8228.5098;5106.522;3121.9878;6728.3027;0.9875
2009-11-18T00:00:00.0/2009-11-19T00:00:00.0;11493.876;9451.498;8464.5977;986.8997;12087.1104;5642.3926;1590.569;4051.8235;2210.2178;0.9872
2009-11-19T00:00:00.0/2009-11-20T00:00:00.0;11511.6904;9457.0098;8477.3789;979.6306;12045.2021;8681.0205;6693.3599;1987.66;8593.8262;0.9868
2009-11-20T00:00:00.0/2009-11-21T00:00:00.0;11528.9346;9288.7998;7945.6631;1343.1366;11084.0508;6459.0908;1966.5453;4492.5454;2207.4624;0.9868
2009-11-21T00:00:00.0/2009-11-22T00:00:00.0;11545.5869;9551.9893;8564.3652;987.6241;12228.6367;8295.5166;6346.1489;1949.3672;7663.5503;0.9868
2009-11-22T00:00:00.0/2009-11-23T00:00:00.0;11561.7412;9478.5137;8428.7217;1049.7926;11955.377;6581.6245;3061.2683;3520.3562;4086.7502;0.9865
2009-11-23T00:00:00.0/2009-11-24T00:00:00.0;11577.3906;9529.9346;8600.3984;929.5356;12222.916;5602.6084;2768.5491;2834.0593;3709.5486;0.9861
2009-11-24T00:00:00.0/2009-11-25T00:00:00.0;11592.417;9473.0908;8583.2764;889.8141;12231.0771;6558.1304;2225.9683;4332.1621;2535.2161;0.9858
2009-11-25T00:00:00.0/2009-11-26T00:00:00.0;11606.9609;9326.8633;7862.6411;1464.2217;10955.2627;8769.002;6981.605;1787.3967;8416.2891;0.9854
2009-11-26T00:00:00.0/2009-11-27T00:00:00.0;11620.9648;9275.4297;7673.729;1601.7003;10577.1504;5017.6616;846.5188;4171.1426;934.8373;0.9847
2009-11-27T00:00:00.0/2009-11-28T00:00:00.0;11634.3994;9459.4795;8390.8633;1068.6158;11938.2979;3940.8198;705.3863;3235.4333;755.6743;0.9851
2009-11-28T00:00:00.0/2009-11-29T00:00:00.0;11647.3623;9529.3809;8617.2031;912.1774;12309.5713;5544.7578;1456.4677;4088.2903;1930.8184;0.9847
2009-11-29T00:00:00.0/2009-11-30T00:00:00.0;11659.7979;9551.125;8427.1924;1123.9331;11909.2393;6111.8892;2481.856;3630.0332;2899.1416;0.984
2009-11-30T00:00:00.0/2009-12-01T00:00:00.0;11671.6748;9445.3184;8146.9946;1298.3241;11505.0234;4788.2632;779.4653;4008.7976;921.6371;0.9844
2009-12-01T00:00:00.0/2009-12-02T00:00:00.0;11683.0947;9752.9658;8975.167;777.7983;12954.4043;7686.54;5101.7573;2584.7825;6043.8154;0.984
2009-12-02T00:00:00.0/2009-12-03T00:00:00.0;11694.002;9654.5635;8673.6504;980.9133;12379.7314;8995.3223;7067.8682;1927.454;9728.7949;0.984
2009-12-03T00:00:00.0/2009-12-04T00:00:00.0;11704.3154;9484.8428;8197.5762;1287.2666;11560.6377;4254.1572;517.4899;3736.6675;569.1876;0.984
2009-12-04T00:00:00.0/2009-12-05T00:00:00.0;11714.2334;9591.0068;8653.5254;937.4805;12306.6338;6302.9785;2062.104;4240.8745;2395.845;0.9837
2009-12-05T00:00:00.0/2009-12-06T00:00:00.0;11723.6455;9792.0273;8793.6387;998.3885;12528.6562;8260.4521;4745.4634;3514.9888;6032.2236;0.9833
2009-12-06T00:00:00.0/2009-12-07T00:00:00.0;11732.5234;9696.7646;8739.8232;956.9417;12492.1689;7114.5615;3236.4014;3878.1602;3987.718;0.9833
2009-12-07T00:00:00.0/2009-12-08T00:00:00.0;11740.9619;9805.8877;9000.7881;805.1001;12993.9033;8308.1797;5512.375;2795.8044;7043.814;0.9833
2009-12-08T00:00:00.0/2009-12-09T00:00:00.0;11748.8945;9733.1162;8792.7324;940.384;12587.2314;6099.8164;2149.7251;3950.0913;2374.0964;0.9826
2009-12-09T00:00:00.0/2009-12-10T00:00:00.0;11756.2871;9722.0576;8817.9111;904.1464;12620.5283;6208.7017;2913.8628;3294.8389;3138.842;0.983
2009-12-10T00:00:00.0/2009-12-11T00:00:00.0;11763.2734;9495.2783;8246.4443;1248.8333;11547.5439;4825.731;1443.7422;3381.9888;1539.9857;0.9826
2009-12-11T00:00:00.0/2009-12-12T00:00:00.0;11769.7686;9852.5859;9058.8398;793.7465;13042.9551;9621.4746;8611.5986;1009.8756;11486.3389;0.9819
2009-12-12T00:00:00.0/2009-12-13T00:00:00.0;11775.7246;9824.0898;9079.1406;744.9492;13101.2002;7081.3242;3826.5627;3254.7615;4865.7158;0.9826
2009-12-13T00:00:00.0/2009-12-14T00:00:00.0;11781.2891;9691.2754;8447.3018;1243.9734;11927.8154;8903.877;7290.9634;1612.9141;8923.0146;0.9767
2009-12-14T00:00:00.0/2009-12-15T00:00:00.0;11786.3311;9673.3486;8460.0654;1213.2837;12086.8555;4729.3213;1767.2833;2962.0381;2716.2751;0.9823
2009-12-15T00:00:00.0/2009-12-16T00:00:00.0;11790.9121;9672.6953;8532.2002;1140.4948;12104.4668;7112.3003;4920.8594;2191.4407;5779.5356;0.9823
2009-12-16T00:00:00.0/2009-12-17T00:00:00.0;11795.0156;9641.8711;8411.6162;1230.2544;11764.8105;6307.7656;3678.8208;2628.9446;4264.3101;0.9823
2009-12-17T00:00:00.0/2009-12-18T00:00:00.0;11798.6553;9566.7383;8359.0732;1207.6649;11624.1943;5000.0605;1006.6061;3993.4546;1388.8839;0.9823
2009-12-18T00:00:00.0/2009-12-19T00:00:00.0;11801.873;9535.2676;8194.6045;1340.6631;11485.3926;4964.814;933.6637;4031.1501;1037.8574;0.9819
2009-12-19T00:00:00.0/2009-12-20T00:00:00.0;11804.5801;9518.7305;8218.0449;1300.6852;11479.4688;5468.0068;1899.8069;3568.1997;2112.8342;0.9819
2009-12-20T00:00:00.0/2009-12-21T00:00:00.0;11806.8184;9462.7568;7972.2373;1490.5194;11146.541;3282.0842;488.3191;2793.7651;743.424;0.9819
2009-12-21T00:00:00.0/2009-12-22T00:00:00.0;11808.5908;9653.4756;8721.3809;932.0948;12444.1621;4536.7231;812.4457;3724.2776;1072.7454;0.9819
2009-12-22T00:00:00.0/2009-12-23T00:00:00.0;11809.8906;9581.4648;8649.6396;931.8254;12305.1348;3254.3579;221.2795;3033.0786;269.7171;0.9819
2009-12-23T00:00:00.0/2009-12-24T00:00:00.0;11810.7266;9594.3418;8726.2881;868.0543;12382.71;4882.231;2013.6287;2868.6025;2732.345;0.9819
2009-12-24T00:00:00.0/2009-12-25T00:00:00.0;11811.085;9505.502;8246.9785;1258.5228;11571.6641;5645.9189;1509.5754;4136.3438;1892.1862;0.9819
2009-12-25T00:00:00.0/2009-12-26T00:00:00.0;11810.9775;9525.3467;8510.7754;1014.5717;11945.7695;4068.4661;406.0206;3662.4456;448.3625;0.9819
2009-12-26T00:00:00.0/2009-12-27T00:00:00.0;11810.3525;9329.2168;7265.8574;2063.3596;9957.6367;6001.207;1899.869;4101.3384;2309.363;0.9823
2009-12-27T00:00:00.0/2009-12-28T00:00:00.0;11809.29;9531.0645;8460.3691;1070.6959;11972.4756;5436.2388;1205.4512;4230.7876;1651.6859;0.9823
2009-12-28T00:00:00.0/2009-12-29T00:00:00.0;11807.7598;9590.8027;8381.9219;1208.8801;11798.9678;7205.9365;4005.3037;3200.6328;4819.5674;0.9823
2009-12-29T00:00:00.0/2009-12-30T00:00:00.0;11805.7314;9544.0996;7953.2974;1590.8021;11139.4629;6703.5718;4038.489;2665.0825;5066.6978;0.9823
2009-12-30T00:00:00.0/2009-12-31T00:00:00.0;11803.2344;9710.1523;8713.4375;996.7146;12398.8096;7207.0679;3034.0972;4172.9707;3588.9006;0.9826
2009-12-31T00:00:00.0/2010-01-01T00:00:00.0;11800.2041;9697.9502;8721.4238;976.527;12339.5781;7276.8745;3389.7322;3887.1421;4439.0879;0.9826
2010-01-01T00:00:00.0/2010-01-02T00:00:00.0;11796.708;9667.6885;8416.6289;1251.0597;11914.8086;7577.0122;4143.3511;3433.6614;5218.1147;0.9674
2010-01-02T00:00:00.0/2010-01-03T00:00:00.0;11792.7432;9621.9268;8704.9824;916.9446;12327.3262;5667.6636;1480.9321;4186.7314;2026.1038;0.967
2010-01-03T00:00:00.0/2010-01-04T00:00:00.0;11788.2334;9484.7344;8084.7915;1399.9432;11304.6338;5828.4487;1260.7167;4567.7319;1586.2784;0.9677
2010-01-04T00:00:00.0/2010-01-05T00:00:00.0;11783.1914;9552.2666;8703.9004;848.3661;12360.584;6045.9072;2037.0472;4008.8601;2636.208;0.9677
2010-01-05T00:00:00.0/2010-01-06T00:00:00.0;11777.7549;9520.7578;8551.5801;969.1774;12086.9102;6386.0576;1689.4761;4696.5815;2373.6382;0.983
2010-01-06T00:00:00.0/2010-01-07T00:00:00.0;11771.7158;9402.2275;8086.6187;1315.6093;11323.3105;4600.4863;1639.4772;2961.009;1885.7341;0.9833
2010-01-07T00:00:00.0/2010-01-08T00:00:00.0;11765.1514;9508.2246;8324.9297;1183.2946;11699.9736;6073.8271;1773.8381;4299.9893;2086.0242;0.9837
2010-01-08T00:00:00.0/2010-01-09T00:00:00.0;11758.1162;9619.2646;8523.6289;1095.6355;12063.2461;5345.5713;1387.0469;3958.5244;1746.9773;0.9837
2010-01-09T00:00:00.0/2010-01-10T00:00:00.0;11750.5078;9613.5273;8606.4482;1007.0782;12193.1836;7790.7427;4722.7871;3067.9561;6900.5386;0.984
2010-01-10T00:00:00.0/2010-01-11T00:00:00.0;11742.3623;9583.3916;8496.1162;1087.275;11929.1943;7551.6099;3355.2168;4196.3931;4631.0171;0.9847
2010-01-11T00:00:00.0/2010-01-12T00:00:00.0;11733.7236;9479.1328;8225.4189;1253.714;11469.7627;7562.6274;4818.4468;2744.1807;5825.9521;0.9688
2010-01-12T00:00:00.0/2010-01-13T00:00:00.0;11724.5479;9643.7236;8583.2139;1060.5098;12119.1934;6572.4438;4005.6943;2566.7495;5435.0088;0.9688
2010-01-13T00:00:00.0/2010-01-14T00:00:00.0;11714.7773;9456.8848;8088.8213;1368.0637;11330.6875;5647.5195;1319.6852;4327.8345;1526.9833;0.9691
2010-01-14T00:00:00.0/2010-01-15T00:00:00.0;11704.4961;9572.5459;8519.0859;1053.4595;12062.3926;6579.0571;3331.0762;3247.981;3781.9111;0.9691
2010-01-15T00:00:00.0/2010-01-16T00:00:00.0;11693.623;9681.9736;8912.4961;769.4775;12707.9697;7303.0674;4219.5942;3083.4734;5171.6558;0.9847
2010-01-16T00:00:00.0/2010-01-17T00:00:00.0;11682.1719;9587.2725;8475.6289;1111.6431;11909.8799;8624.0791;6720.5664;1903.5125;7961.8535;0.9854
2010-01-17T00:00:00.0/2010-01-18T00:00:00.0;11670.1445;9540.3066;8380.7988;1159.5071;11754.8428;6950.5269;3283.6917;3666.8354;4309.0371;0.9858
2010-01-18T00:00:00.0/2010-01-19T00:00:00.0;11657.5635;9374.373;8051.314;1323.059;11214.2031;5593.9312;2697.0122;2896.9189;2944.4436;0.9858
2010-01-19T00:00:00.0/2010-01-20T00:00:00.0;11644.3936;9618.3008;8559.1455;1059.1554;12030.2998;9034.7852;7822.8252;1211.9594;9769.0898;0.9865
2010-01-20T00:00:00.0/2010-01-21T00:00:00.0;11630.6299;9400.3516;7931.916;1468.436;11062.208;6183.6562;1660.7159;4522.9404;2233.6897;0.9868
2010-01-21T00:00:00.0/2010-01-22T00:00:00.0;11616.3252;9394.9219;8134.3926;1260.5289;11395.8311;5245.3296;1127.1135;4118.2158;2117.418;0.9608
2010-01-22T00:00:00.0/2010-01-23T00:00:00.0;11601.3799;9430.9326;8380.3398;1050.5922;11846.6582;4915.9033;2903.9771;2011.9265;3771.5261;0.9667
2010-01-23T00:00:00.0/2010-01-24T00:00:00.0;11585.8213;9479.2871;8481.8447;997.4426;12054.6318;5153.9531;2052.7993;3101.1541;3196.5225;0.9667
2010-01-24T00:00:00.0/2010-01-25T00:00:00.0;11569.6953;9475.5801;8555.0078;920.5721;12181.708;4184.1187;614.9753;3569.1436;801.672;0.9667
2010-01-25T00:00:00.0/2010-01-26T00:00:00.0;11552.8887;9369.0605;8202.6064;1166.4536;11531.7559;5035.3384;1625.1243;3410.2144;1755.8146;0.9882
2010-01-26T00:00:00.0/2010-01-27T00:00:00.0;11535.499;9440.9883;8566.0713;874.9171;12257.1875;4048.5469;808.7399;3239.8069;854.2324;0.9889
2010-01-27T00:00:00.0/2010-01-28T00:00:00.0;11517.5215;9468.7705;8580.1143;888.6559;12286.0752;5743.9346;2135.041;3608.8936;3122.4343;0.9885
2010-01-28T00:00:00.0/2010-01-29T00:00:00.0;11498.8789;9462.0215;8669.8887;792.1327;12414.3291;6407.478;2101.2378;4306.2402;2826.4253;0.9837
2010-01-29T00:00:00.0/2010-01-30T00:00:00.0;11479.5684;9386.8779;8186.7388;1200.1395;11601.5439;6484.9976;2538.395;3946.6025;3106.8059;0.9844
2010-01-30T00:00:00.0/2010-01-31T00:00:00.0;11459.6982;9295.4277;8236.7217;1058.7067;11684.9814;4928.9458;1091.3055;3837.6404;1549.2278;0.9844
2010-01-31T00:00:00.0/2010-02-01T00:00:00.0;11439.1016;9268.4531;8481.4199;787.0335;12167.916;6064.874;2907.043;3157.8308;4125.7617;0.9795
2010-02-01T00:00:00.0/2010-02-02T00:00:00.0;11417.916;9209.791;8323.5537;886.2371;11791.1211;4042.2837;679.9739;3362.3098;1060.3823;0.9649
2010-02-02T00:00:00.0/2010-02-03T00:00:00.0;11396.1123;9134.7266;7712.5684;1422.1581;10767.4258;7469.4668;3623.219;3846.2476;5116.3604;0.9646
2010-02-03T00:00:00.0/2010-02-04T00:00:00.0;11373.583;9500.1807;8671.3691;828.8118;12492.873;9279.3008;8157.5493;1121.7512;11284.126;0.9653
2010-02-04T00:00:00.0/2010-02-05T00:00:00.0;11350.4355;9398.2783;8428.126;970.1524;12136.9717;7707.1958;4995.6079;2711.5881;6310.314;0.9812
2010-02-05T00:00:00.0/2010-02-06T00:00:00.0;11326.6318;9261.5566;8348.4004;913.1563;11930.5918;5046.8418;1186.5848;3860.2571;1436.5464;0.9816
2010-02-06T00:00:00.0/2010-02-07T00:00:00.0;11302.1826;9163.1387;7871.3008;1291.8381;11127.8535;7943.9473;6415.4844;1528.463;7780.7051;0.9819
2010-02-07T00:00:00.0/2010-02-08T00:00:00.0;11277.0439;9158.667;7894.3984;1264.2683;11189.8076;5069.9971;2957.9517;2112.0457;4215.4502;0.9823
2010-02-08T00:00:00.0/2010-02-09T00:00:00.0;11251.2832;9235.1865;8503.4688;731.7177;12311.4385;5761.5127;3165.3013;2596.2117;4408.9717;0.9826
2010-02-09T00:00:00.0/2010-02-10T00:00:00.0;11224.791;9230.8604;8441.2168;789.6436;12166.6748;7515.6333;4883.2251;2632.4082;6221.9775;0.9833
2010-02-10T00:00:00.0/2010-02-11T00:00:00.0;11197.7402;9133.9482;8039.2104;1094.7383;11483.2266;4191.209;986.2037;3205.0054;1469.4222;0.9833
2010-02-11T00:00:00.0/2010-02-12T00:00:00.0;11169.9365;9226.3799;8619.667;606.7138;12591.7227;7699.8149;4086.0364;3613.7786;5550.8662;0.9684
2010-02-12T00:00:00.0/2010-02-13T00:00:00.0;11141.5488;9176.29;8514.6191;661.6708;12451.9336;7895.5977;5237.0391;2658.5591;7279.2935;0.9684
2010-02-13T00:00:00.0/2010-02-14T00:00:00.0;11112.4375;9176.4854;8432.209;744.2768;12281.9473;8944.7764;7886.8188;1057.9575;10860.6406;0.9691
2010-02-14T00:00:00.0/2010-02-15T00:00:00.0;11082.6387;9107.8467;8448.6162;659.23;12267.0645;8507.6738;7282.3564;1225.3171;9271.9746;0.9854
2010-02-15T00:00:00.0/2010-02-16T00:00:00.0;11052.3037;9100.5205;8172.0254;928.4947;11724.2227;6875.8984;3503.0986;3372.8;4294.3999;0.9802
2010-02-16T00:00:00.0/2010-02-17T00:00:00.0;11021.209;9021.207;8096.2949;924.912;11611.0957;6683.3716;3393.0837;3290.2876;4115.8579;0.9861
2010-02-17T00:00:00.0/2010-02-18T00:00:00.0;10989.5098;8962.5117;8044.6431;917.8684;11597.457;6349.4902;2915.5229;3433.967;3765.0479;0.9865
2010-02-18T00:00:00.0/2010-02-19T00:00:00.0;10957.1689;8912.168;8057.9873;854.1808;11613.6738;7817.5801;5484.0962;2333.4839;7150.5439;0.9868
2010-02-19T00:00:00.0/2010-02-20T00:00:00.0;10924.1895;8752.5273;7582.3862;1170.1411;10756.3896;6267.1904;3166.3613;3100.8291;4368.0918;0.9872
2010-02-20T00:00:00.0/2010-02-21T00:00:00.0;10890.5137;8658.3594;7118.834;1539.5254;9949.5361;6279.3193;3532.9854;2746.3337;4110.7192;0.9878
2010-02-21T00:00:00.0/2010-02-22T00:00:00.0;10856.2998;8598.2354;6958.5352;1639.6996;9717.792;3382.1887;280.9159;3101.2729;311.0754;0.9667
2010-02-22T00:00:00.0/2010-02-23T00:00:00.0;10821.3721;8679.3369;7414.2734;1265.0631;10597.3662;6683.7324;4344.3931;2339.3391;5434.3418;0.9681
2010-02-23T00:00:00.0/2010-02-24T00:00:00.0;10785.8633;8603.8311;7327.7271;1276.104;10380.8154;5083.1479;1851.443;3231.7051;2560.5149;0.9681
2010-02-24T00:00:00.0/2010-02-25T00:00:00.0;10749.6797;8666.667;7918.0024;748.6641;11575.5498;3381.5056;263.2085;3118.2971;354.3429;0.9896
2010-02-25T00:00:00.0/2010-02-26T00:00:00.0;10712.9814;8727.5586;8162.6553;564.9035;12087.9082;4947.2529;1781.78;3165.4729;2023.6403;0.9896
2010-02-26T00:00:00.0/2010-02-27T00:00:00.0;10675.5879;8532.3076;7245.6099;1286.6973;10401.7109;5250.6758;2117.9875;3132.6882;2413.1931;0.9851
2010-02-27T00:00:00.0/2010-02-28T00:00:00.0;10637.6484;8524.0596;7249.2202;1274.8398;10379.3838;5134.5083;1268.4376;3866.0708;1513.4232;0.9802
2010-02-28T00:00:00.0/2010-03-01T00:00:00.0;10599.0527;8637.8193;7901.8618;735.9575;11623.2051;2715.4375;43.0676;2672.3699;51.598;0.9757
2010-03-01T00:00:00.0/2010-03-02T00:00:00.0;10559.9316;8666.25;7949.8696;716.3809;11761.8799;5433.1963;2118.7822;3314.4143;2418.8689;0.9604
2010-03-02T00:00:00.0/2010-03-03T00:00:00.0;10520.2148;8693.915;7919.252;774.6625;11688.3428;8043.8179;6492.6504;1551.1676;8788.4893;0.9451
2010-03-03T00:00:00.0/2010-03-04T00:00:00.0;10479.9492;8702.6396;7850.5952;852.0441;11573.0742;8544.9414;7527.772;1017.1689;10634.2393;0.9663
2010-03-04T00:00:00.0/2010-03-05T00:00:00.0;10439.1201;8592.8818;7743.0898;849.7925;11421.5791;6814.001;3657.8623;3156.1387;5275.9692;0.9823
2010-03-05T00:00:00.0/2010-03-06T00:00:00.0;10397.6885;8534.5469;7654.8931;879.6533;11364.2295;6167.2402;2505.9758;3661.2646;3706.8376;0.9833
2010-03-06T00:00:00.0/2010-03-07T00:00:00.0;10355.7695;8610.207;7947.4932;662.7133;11931.2432;6063.2954;2868.5571;3194.738;3548.833;0.9833
2010-03-07T00:00:00.0/2010-03-08T00:00:00.0;10313.3037;8588.4863;7924.335;664.1515;11900.9141;7683.3032;6239.5234;1443.7798;7638.1792;0.9837
2010-03-08T00:00:00.0/2010-03-09T00:00:00.0;10270.2891;8593.8262;7963.7378;630.0884;11984.7041;6019.9326;4032.7402;1987.1924;5237.5317;0.9792
2010-03-09T00:00:00.0/2010-03-10T00:00:00.0;10226.8008;8287.8789;7153.5005;1134.3784;10460.0898;6890.9854;5435.0015;1455.9839;6489.6167;0.9851
2010-03-10T00:00:00.0/2010-03-11T00:00:00.0;10182.7646;8319.3398;7377.6392;941.7007;10933.3945;7569.394;5799.3647;1770.0289;7640.1743;0.9854
2010-03-11T00:00:00.0/2010-03-12T00:00:00.0;10138.3545;8269.1299;7295.4775;973.6528;10809.9043;7240.5244;5022.3955;2218.1289;6859.6304;0.9698
2010-03-12T00:00:00.0/2010-03-13T00:00:00.0;10093.416;8267.7373;7321.2871;946.4501;10919.1123;6379.2476;3870.5598;2508.6877;5545.2227;0.9701
2010-03-13T00:00:00.0/2010-03-14T00:00:00.0;10047.9883;8404.5391;7596.9678;807.5707;11441.5459;8259.0449;7301.0889;957.9565;10317.0078;0.9712
2010-03-14T00:00:00.0/2010-03-15T00:00:00.0;10002.1582;8338.6016;7446.1504;892.4509;11207.708;8286.8506;7390.4756;896.3752;10703.0039;0.9868
2010-03-15T00:00:00.0/2010-03-16T00:00:00.0;9955.8438;8210.9521;7564.4863;646.4659;11510.7373;6637.9048;4060.2563;2577.6484;5338.625;0.9875
2010-03-16T00:00:00.0/2010-03-17T00:00:00.0;9909.1797;8031.333;7057.0571;974.2759;10534.6289;6153.0146;3331.6531;2821.3616;4522.2295;0.9875
2010-03-17T00:00:00.0/2010-03-18T00:00:00.0;9862.1064;7966.8574;6774.1406;1192.7167;10040.6855;7295.2788;5378.1924;1917.0863;7171.751;0.9882
2010-03-18T00:00:00.0/2010-03-19T00:00:00.0;9814.6025;7953.7759;6937.6562;1016.1199;10373.2646;6069.7114;3962.2886;2107.4231;5113.1191;0.9576
2010-03-19T00:00:00.0/2010-03-20T00:00:00.0;9766.79;7890.1611;6785.0732;1105.0876;10169.6406;5803.1152;3745.6047;2057.5103;5170.478;0.9892
2010-03-20T00:00:00.0/2010-03-21T00:00:00.0;9718.6162;7857.8511;6968.4917;889.3597;10490.7842;7086.8711;4819.0493;2267.8223;6950.7324;0.9899
2010-03-21T00:00:00.0/2010-03-22T00:00:00.0;9670.0654;8016.6235;7185.9395;830.684;10972.085;6818.4277;4735.0205;2083.4072;5777.3672;0.9747
2010-03-22T00:00:00.0/2010-03-23T00:00:00.0;9621.25;7990.8931;7224.0454;766.8477;11110.0029;7830.9966;6926.854;904.1425;9971.6338;0.975
2010-03-23T00:00:00.0/2010-03-24T00:00:00.0;9572.127;7960.2466;7164.9614;795.2855;11076.4385;7910.6733;7077.7827;832.8908;10624.499;0.9698
2010-03-24T00:00:00.0/2010-03-25T00:00:00.0;9522.6738;7800.4375;7068.4629;731.9746;10940.1777;4653.2324;1281.6611;3371.571;1605.329;0.9812
2010-03-25T00:00:00.0/2010-03-26T00:00:00.0;9473.0078;7767.9233;7028.7705;739.1528;10912.7939;6591.4658;5086.2549;1505.2111;6957.5918;0.9816
2010-03-26T00:00:00.0/2010-03-27T00:00:00.0;9423.1318;7645.0049;6739.5439;905.4605;10369.832;5938.1338;3857.1692;2080.9648;4807.8037;0.976
2010-03-27T00:00:00.0/2010-03-28T00:00:00.0;9372.9414;7602.5518;6648.3984;954.1532;10206.4395;4696.0776;2087.2251;2608.8525;2545.7129;0.9823
2010-03-28T00:00:00.0/2010-03-29T00:00:00.0;9322.584;7538.8696;6565.98;972.8896;10119.7852;4330.7646;1179.26;3151.5046;1522.2452;0.9826
2010-03-29T00:00:00.0/2010-03-30T00:00:00.0;9272.0186;7540.0391;6651.5225;888.5162;10372.3174;5132.0273;2228.3936;2903.6338;3536.1919;0.983
2010-03-30T00:00:00.0/2010-03-31T00:00:00.0;9221.2383;7512.5508;6725.4204;787.1305;10617.7705;5467.6782;2948.9346;2518.7439;3864.3792;0.984
2010-03-31T00:00:00.0/2010-04-01T00:00:00.0;9170.3428;7637.8755;7100.2441;537.6313;11420.5107;7327.3691;6372.9219;954.4473;9334.9902;0.984
2010-04-01T00:00:00.0/2010-04-02T00:00:00.0;9119.293;7675.8496;7116.3979;559.452;11496.459;7653.376;7087.8687;565.5073;11201.0391;0.974
2010-04-02T00:00:00.0/2010-04-03T00:00:00.0;9068.0889;7506.1514;6859.3335;646.8181;11004.3467;7258.8374;6319.3169;939.5206;9486.6494;0.9743
2010-04-03T00:00:00.0/2010-04-04T00:00:00.0;9016.8145;7373.2969;6523.04;850.2568;10336.6709;6353.8047;4651.5684;1702.2363;6079.5649;0.975
2010-04-04T00:00:00.0/2010-04-05T00:00:00.0;8965.4463;7311.2808;6525.9268;785.3536;10388.1602;5172.0464;2417.8779;2754.1685;3565.5742;0.9858
2010-04-05T00:00:00.0/2010-04-06T00:00:00.0;8913.9775;7289.2002;6469.918;819.2823;10338.6768;6350.835;5037.98;1312.855;7097.8794;0.9865
2010-04-06T00:00:00.0/2010-04-07T00:00:00.0;8862.5039;7235.1748;6361.272;873.9025;10161.5654;6160.4087;3712.1228;2448.2856;5510.5439;0.9872
2010-04-07T00:00:00.0/2010-04-08T00:00:00.0;8810.9922;7145.7666;6163.1069;982.6598;9838.6377;5398.3516;2393.543;3004.8083;3305.1255;0.9872
2010-04-08T00:00:00.0/2010-04-09T00:00:00.0;8759.4883;7155.2817;6262.729;892.5527;10080.1035;4835.6626;1571.8792;3263.7837;2228.8721;0.9875
2010-04-09T00:00:00.0/2010-04-10T00:00:00.0;8708.0039;7080.1001;6158.061;922.0391;9846.0547;5662.0073;3015.1973;2646.8101;4021.9678;0.9875
2010-04-10T00:00:00.0/2010-04-11T00:00:00.0;8656.5352;6904.8071;5441.375;1463.4323;8566.2236;5939.4507;4179.125;1760.3254;5525.2681;0.9882
2010-04-11T00:00:00.0/2010-04-12T00:00:00.0;8605.0967;7050.0229;6071.6396;978.3833;9847.7236;6732.8179;5573.478;1159.3396;8041.8765;0.9785
2010-04-12T00:00:00.0/2010-04-13T00:00:00.0;8553.7715;7100.5547;6382.0625;718.492;10529.6338;6829.2158;5831.9302;997.2856;9042.8789;0.9788
2010-04-13T00:00:00.0/2010-04-14T00:00:00.0;8502.4932;7056.8315;6230.8105;826.0211;10272.666;6280.5977;4976.7554;1303.8422;6952.7671;0.9795
2010-04-14T00:00:00.0/2010-04-15T00:00:00.0;8451.3906;6963.0474;6377.7783;585.2692;10648.3691;5066.5542;2013.9972;3052.5571;3235.6489;0.9851
2010-04-15T00:00:00.0/2010-04-16T00:00:00.0;8400.4189;7016.8804;6325.6846;691.1954;10587.7764;6310.6528;4748.9639;1561.6888;6735.4946;0.9854
2010-04-16T00:00:00.0/2010-04-17T00:00:00.0;8349.6182;7005.1689;6257.4829;747.6857;10477.9111;6322.2632;4569.4766;1752.7864;6725.7178;0.9806
2010-04-17T00:00:00.0/2010-04-18T00:00:00.0;8299.0176;6900.4214;6136.8218;763.5998;10285.0781;4986.1865;2282.4395;2703.7468;3197.4321;0.9806
2010-04-18T00:00:00.0/2010-04-19T00:00:00.0;8248.6055;6693.3682;5985.4365;707.932;10078.3125;5182.7534;2958.8174;2223.936;3969.4766;0.9812
2010-04-19T00:00:00.0/2010-04-20T00:00:00.0;8198.3838;6791.0288;6181.438;609.5907;10505.5059;5501.3789;2922.6216;2578.7571;4046.8633;0.9767
2010-04-20T00:00:00.0/2010-04-21T00:00:00.0;8148.4541;6713.9102;6028.4351;685.4751;10242.5098;4023.3035;1119.4489;2903.8545;1445.4801;0.9823
2010-04-21T00:00:00.0/2010-04-22T00:00:00.0;8098.833;6677.3213;6040.3472;636.9741;10342.1465;5795.8115;3992.293;1803.5183;5464.5083;0.9823
2010-04-22T00:00:00.0/2010-04-23T00:00:00.0;8049.4414;6643.9062;6036.1104;607.7961;10399.8301;5913.7886;4594.394;1319.3944;6562.7754;0.9833
2010-04-23T00:00:00.0/2010-04-24T00:00:00.0;8000.3882;6634.4185;6109.7915;524.627;10627.6914;5893.9561;4848.7266;1045.2295;6844.9873;0.9833
