Obs;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2023-03-04T00:00:00.0/2023-03-05T00:00:00.0;10446.4395;8532.2607;7435.1519;1097.1086;10798.0117;7137.3418;4924.0366;2213.3054;6343.2285;0.9771
2023-03-05T00:00:00.0/2023-03-06T00:00:00.0;10405.0986;8497.2676;7481.2832;1015.9847;10832.1074;6550.9316;3844.1194;2706.8125;4606.8657;0.983
2023-03-06T00:00:00.0/2023-03-07T00:00:00.0;10363.2754;8408.0127;7083.5493;1324.4639;10185.0186;6391.8184;4501.7266;1890.0914;5405.9243;0.9833
2023-03-07T00:00:00.0/2023-03-08T00:00:00.0;10320.9072;8373.7354;6971.6919;1402.0436;10004.0195;6055.123;2309.6521;3745.4707;2886.6968;0.9833
2023-03-08T00:00:00.0/2023-03-09T00:00:00.0;10277.9834;8427.3496;7334.1274;1093.2223;10714.4121;6808.3115;3724.7344;3083.5769;4877.7461;0.9844
2023-03-09T00:00:00.0/2023-03-10T00:00:00.0;10234.5967;8534.1943;7731.5049;802.6898;11478.9727;8266.9111;7373.2134;893.6979;9937.0801;0.9847
2023-03-10T00:00:00.0/2023-03-11T00:00:00.0;10190.7031;8650.8438;8030.98;619.8642;12142.2061;8433.0742;7712.8379;720.237;10846.0586;0.9851
2023-03-11T00:00:00.0/2023-03-12T00:00:00.0;10146.3447;8636.9043;8038.9053;597.9988;12228.9043;8249.2217;7442.605;806.6168;9965.4209;0.9851
2023-03-12T00:00:00.0/2023-03-13T00:00:00.0;10101.499;8464.0801;7769.3647;694.7155;11735.6982;5424.2734;3138.521;2285.7527;3778.0264;0.9858
2023-03-13T00:00:00.0/2023-03-14T00:00:00.0;10056.1523;8102.5093;6905.5479;1196.9617;10135.9043;4206.8809;1480.9047;2725.9761;2149.6875;0.9861
2023-03-14T00:00:00.0/2023-03-15T00:00:00.0;10010.4033;8046.479;6801.5645;1244.9149;9933.9922;5419.9399;2189.4456;3230.4944;2633.6255;0.9865
2023-03-15T00:00:00.0/2023-03-16T00:00:00.0;9964.209;8207.3311;7351.4253;855.9056;10960.2568;5340.7651;1682.8289;3657.9363;2332.7864;0.9868
2023-03-16T00:00:00.0/2023-03-17T00:00:00.0;9917.5654;8130.1699;7185.4624;944.7075;10703.1084;4896.1465;1334.0659;3562.0806;1666.8625;0.9872
2023-03-17T00:00:00.0/2023-03-18T00:00:00.0;9870.5566;8153.999;7353.1626;800.8364;11082.5439;7549.1216;6381.4966;1167.6251;8292.7812;0.9875
2023-03-18T00:00:00.0/2023-03-19T00:00:00.0;9823.1016;8113.7056;7320.0366;793.6688;11180.4492;7177.709;5737.2788;1440.4302;7412.2905;0.9875
2023-03-19T00:00:00.0/2023-03-20T00:00:00.0;9775.3389;8038.0303;7301.1172;736.9131;11170.3721;5469.2173;2561.9609;2907.2566;3724.833;0.9882
2023-03-20T00:00:00.0/2023-03-21T00:00:00.0;9727.209;8086.6475;7391.709;694.9386;11407.9746;7267.4624;5715.3262;1552.1361;7520.6616;0.9885
2023-03-21T00:00:00.0/2023-03-22T00:00:00.0;9678.6846;8073.605;7416.7549;656.8503;11473.8955;7274.8677;5647.8853;1626.9825;7869.8906;0.9889
2023-03-22T00:00:00.0/2023-03-23T00:00:00.0;9629.8975;8010.7231;7408.6406;602.0824;11524.4287;5793.4878;2692.7148;3100.7727;3770.1934;0.984
2023-03-23T00:00:00.0/2023-03-24T00:00:00.0;9580.8428;7854.9727;7178.9155;676.057;11109.6904;5838.4175;3687.3203;2151.0974;4858.4292;0.9802
2023-03-24T00:00:00.0/2023-03-25T00:00:00.0;9531.4082;7734.2827;6825.7651;908.5181;10473.7734;5530.2988;2432.5327;3097.7661;3431.9448;0.9809
2023-03-25T00:00:00.0/2023-03-26T00:00:00.0;9481.7598;7474.7256;6160.3066;1314.4187;9269.1182;3191.7463;797.2968;2394.4497;1106.9135;0.9809
2023-03-26T00:00:00.0/2023-03-27T00:00:00.0;9431.8477;7630.6167;6958.0054;672.6111;10844.2139;2680.0952;124.2029;2555.8923;218.6272;0.9816
2023-03-27T00:00:00.0/2023-03-28T00:00:00.0;9381.6602;7632.0781;6818.6211;813.457;10571.6211;6613.1455;4806.6733;1806.472;6369.0488;0.9823
2023-03-28T00:00:00.0/2023-03-29T00:00:00.0;9331.3076;7493.6562;6372.1816;1121.4745;9663.1689;5661.0801;3156.8149;2504.2651;3986.9517;0.9826
2023-03-29T00:00:00.0/2023-03-30T00:00:00.0;9280.7471;7538.2739;6489.6387;1048.6353;9921.3789;7072.8423;5609.1069;1463.7354;7864.1143;0.9833
2023-03-30T00:00:00.0/2023-03-31T00:00:00.0;9229.9707;7648.5659;6899.6436;748.9221;10862.2676;7063.3496;5997.0215;1066.3285;7946.8682;0.9785
2023-03-31T00:00:00.0/2023-04-01T00:00:00.0;9179.0713;7578.4155;6846.2075;732.2078;10816.2344;7181.3125;6083.7783;1097.5345;8675.5576;0.984
2023-04-01T00:00:00.0/2023-04-02T00:00:00.0;9128.0283;7530.9019;6676.9307;853.9713;10538.8926;6605.9185;5026.9653;1578.9529;6680.9878;0.9847
2023-04-02T00:00:00.0/2023-04-03T00:00:00.0;9076.8252;7337.2026;6243.2568;1093.946;9699.4746;5716.9756;3589.9355;2127.0403;4764.9688;0.9851
2023-04-03T00:00:00.0/2023-04-04T00:00:00.0;9025.5625;7379.5215;6539.6855;839.836;10288.1641;5461.8643;3390.5857;2071.2786;4565.6865;0.9854
2023-04-04T00:00:00.0/2023-04-05T00:00:00.0;8974.2061;7226.4863;6115.6631;1110.823;9571.752;5765.5933;3826.5796;1939.0138;4976.8159;0.9854
2023-04-05T00:00:00.0/2023-04-06T00:00:00.0;8922.7432;7334.1685;6537.9824;796.186;10456.3584;3976.8723;1751.3362;2225.5361;2138.3362;0.9865
2023-04-06T00:00:00.0/2023-04-07T00:00:00.0;8871.2812;7342.1636;6345.4907;996.6731;10065.6943;6920.4795;5598.1729;1322.3068;7936.2251;0.9868
2023-04-07T00:00:00.0/2023-04-08T00:00:00.0;8819.8301;7157.7949;6074.436;1083.3586;9579.7021;4536.4312;2355.5974;2180.8335;2861.4277;0.9868
2023-04-08T00:00:00.0/2023-04-09T00:00:00.0;8768.292;7328.6729;6656.397;672.2758;10814.0254;6282.4214;4406.9551;1875.4664;6502.1729;0.9878
2023-04-09T00:00:00.0/2023-04-10T00:00:00.0;8716.8096;7325.1621;6703.3726;621.7894;11009.5527;5565.1455;3529.635;2035.5107;4609.75;0.9878
2023-04-10T00:00:00.0/2023-04-11T00:00:00.0;8665.3457;7147.8745;6324.8486;823.0255;10167.0996;6798.8872;5674.5493;1124.338;8404.5068;0.9882
2023-04-11T00:00:00.0/2023-04-12T00:00:00.0;8613.9004;7085.4956;6118.021;967.4748;9789.1436;6338.3193;5084.0659;1254.2537;7014.0034;0.9889
2023-04-12T00:00:00.0/2023-04-13T00:00:00.0;8562.5664;7099.1157;6191.7246;907.3915;10121.6426;6132.9248;4749.5107;1383.4141;6670.4399;0.9896
2023-04-13T00:00:00.0/2023-04-14T00:00:00.0;8511.3164;7087.9282;6220.0361;867.8918;10271.4355;6881.5293;5935.7148;945.8148;9079.1318;0.9896
2023-04-14T00:00:00.0/2023-04-15T00:00:00.0;8460.1426;7172.6997;6540.9507;631.7489;10964.7695;7003.4355;6235.8999;767.5358;9851.7334;0.9851
2023-04-15T00:00:00.0/2023-04-16T00:00:00.0;8409.1934;7305.6577;6709.7383;595.9197;11362.7832;7059.229;6399.2617;659.9669;9814.5947;0.9799
2023-04-16T00:00:00.0/2023-04-17T00:00:00.0;8358.3066;7221.3848;6665.0381;556.3467;11351.2803;6608.5679;5039.0596;1569.5081;7986.8823;0.9809
2023-04-17T00:00:00.0/2023-04-18T00:00:00.0;8307.6582;7173.459;6639.6226;533.8362;11389.0957;6564.4292;5356.4917;1207.9375;8316.124;0.9809
2023-04-18T00:00:00.0/2023-04-19T00:00:00.0;8257.1924;7195.8022;6640.582;555.2198;11437.8799;4630.7212;1523.1483;3107.5728;1972.7456;0.9812
2023-04-19T00:00:00.0/2023-04-20T00:00:00.0;8206.9023;7173.4917;6573.897;599.5947;11266.3818;7005.5928;6350.1055;655.4873;10014.1445;0.9819
2023-04-20T00:00:00.0/2023-04-21T00:00:00.0;8156.9487;6896.71;6336.248;560.4623;10855.7725;6728.6455;6109.2192;619.4261;9495.0205;0.9816
2023-04-21T00:00:00.0/2023-04-22T00:00:00.0;8107.2163;7026.5908;6485.7168;540.874;11167.3525;6887.561;6278.4038;609.157;10004.8076;0.9823
2023-04-22T00:00:00.0/2023-04-23T00:00:00.0;8057.7383;6651.3467;5910.8198;740.5269;10062.7275;6459.4116;5644.8525;814.5595;8787.0537;0.983
2023-04-23T00:00:00.0/2023-04-24T00:00:00.0;8008.5977;6772.1123;6231.8359;540.2765;10874.8369;6281.5415;5534.6401;746.9014;8475.249;0.9833
2023-04-24T00:00:00.0/2023-04-25T00:00:00.0;7959.7329;6931.7183;6407.6094;524.1088;11339.3994;6747.2764;6107.9663;639.3098;10138.8799;0.984
2023-04-25T00:00:00.0/2023-04-26T00:00:00.0;7911.3354;6821.0566;6321.0405;500.0162;11160.2363;6665.4937;6120.7734;544.7198;9937.0918;0.9837
2023-04-26T00:00:00.0/2023-04-27T00:00:00.0;7863.252;6754.8315;6002.9937;751.838;10423.0146;6649.2358;5875.1636;774.0724;9614.5703;0.9847
2023-04-27T00:00:00.0/2023-04-28T00:00:00.0;7815.5186;6518.8672;5710.1455;808.7216;9878.8115;6394.1484;5563.6226;830.5262;9009.5615;0.9851
2023-04-28T00:00:00.0/2023-04-29T00:00:00.0;7768.2881;6651.7402;6026.6943;625.0455;10584.3438;6618.3828;5996.9165;621.4667;10310.1016;0.9851
2023-04-29T00:00:00.0/2023-04-30T00:00:00.0;7721.4023;6565.2397;5828.3843;736.8555;10185.0615;6459.6465;5703.4688;756.178;9478.4072;0.9858
2023-04-30T00:00:00.0/2023-05-01T00:00:00.0;7675.0171;6623.6367;5795.3687;828.2683;10163.752;6548.2808;5738.1782;810.1024;9638.4355;0.9861
2023-05-01T00:00:00.0/2023-05-02T00:00:00.0;7629.1396;6233.6265;5476.0137;757.6127;9661.6904;6045.6099;5192.1274;853.4825;8459.6279;0.9861
2023-05-02T00:00:00.0/2023-05-03T00:00:00.0;7583.6919;6453.4556;5823.6064;629.849;10334.6719;5925.271;4906.2305;1019.041;7384.5503;0.9865
2023-05-03T00:00:00.0/2023-05-04T00:00:00.0;7538.7866;6366.2983;5832.3447;533.9537;10538.4863;5496.4297;4052.6201;1443.8093;6158.0605;0.9872
2023-05-04T00:00:00.0/2023-05-05T00:00:00.0;7494.4131;6303.9985;5683.9614;620.0375;10284.9375;4309.144;1553.9274;2755.2166;2397.7664;0.9875
2023-05-05T00:00:00.0/2023-05-06T00:00:00.0;7450.6055;6286.3716;5754.1611;532.21;10479.2725;3471.0874;1003.3443;2467.7429;1567.353;0.9878
2023-05-06T00:00:00.0/2023-05-07T00:00:00.0;7407.3838;6178.2856;5651.582;526.7033;10324.3711;4640.2227;3280.5305;1359.692;4637.1167;0.9878
2023-05-07T00:00:00.0/2023-05-08T00:00:00.0;7364.7021;6353.7554;5909.5215;444.2336;10910.7793;6108.333;5485.9087;622.424;9051.7725;0.9885
2023-05-08T00:00:00.0/2023-05-09T00:00:00.0;7322.6426;6131.2188;5534.7046;596.5142;10098.0107;3559.2329;653.3965;2905.8364;940.0848;0.9889
2023-05-09T00:00:00.0/2023-05-10T00:00:00.0;7281.2285;6016.4902;5326.873;689.6171;9636.0234;4711.0996;2913.9905;1797.1091;4428.7197;0.9892
2023-05-10T00:00:00.0/2023-05-11T00:00:00.0;7240.4473;5994.1216;5180.6387;813.4832;9401.3408;3786.2852;1118.3016;2667.9834;1945.7334;0.9844
2023-05-11T00:00:00.0/2023-05-12T00:00:00.0;7200.334;6184.5601;5545.5264;639.0338;10203.8633;5837.4731;4891.6504;945.8228;7985.4712;0.9795
2023-05-12T00:00:00.0/2023-05-13T00:00:00.0;7160.9014;5948.5762;5244.8755;703.7008;9619.3418;5903.3169;5205.4243;697.8926;9310.9736;0.9799
2023-05-13T00:00:00.0/2023-05-14T00:00:00.0;7122.1655;5965.3745;5490.8447;474.5297;10254.3467;5864.9019;5330.29;534.6119;9225.1592;0.9802
2023-05-14T00:00:00.0/2023-05-15T00:00:00.0;7084.1509;6071.8979;5609.8643;462.034;10600.9424;5998.0645;5501.3198;496.7447;9683.0449;0.9806
2023-05-15T00:00:00.0/2023-05-16T00:00:00.0;7046.9175;5808.3965;5136.4326;671.9637;9517.123;5632.748;4834.7568;797.991;8205.1025;0.9806
2023-05-16T00:00:00.0/2023-05-17T00:00:00.0;7010.3926;5812.9229;5071.3486;741.574;9425.7842;5681.0742;4855.1147;825.9594;8664.9609;0.9809
2023-05-17T00:00:00.0/2023-05-18T00:00:00.0;6974.6362;6001.9009;5473.709;528.1918;10412.8984;5930.8008;5363.3623;567.4388;9845.8584;0.9812
2023-05-18T00:00:00.0/2023-05-19T00:00:00.0;6939.6724;6021.0952;5477.061;544.0341;10476.8838;5943.4551;5377.8062;565.6493;9787.8379;0.9816
2023-05-19T00:00:00.0/2023-05-20T00:00:00.0;6905.5444;5998.0864;5515.936;482.1504;10620.7432;4615.8979;2599.7068;2016.1913;4224.5581;0.9816
2023-05-20T00:00:00.0/2023-05-21T00:00:00.0;6872.1626;5659.0171;5032.46;626.5571;9537.6699;3470.8972;688.0934;2782.8037;1088.2966;0.9823
2023-05-21T00:00:00.0/2023-05-22T00:00:00.0;6839.7056;6059.0767;5621.0864;437.9902;10949.7471;5915.6973;5441.4834;474.2143;9627.5752;0.9823
2023-05-22T00:00:00.0/2023-05-23T00:00:00.0;6808.0381;5879.4399;5386.9141;492.5255;10495.1807;5710.1582;5150.1211;560.0373;9109.3555;0.9826
2023-05-23T00:00:00.0/2023-05-24T00:00:00.0;6777.2622;5896.8931;5276.6255;620.2676;10140.1729;5738.9004;5068.6465;670.2542;8909.9453;0.983
2023-05-24T00:00:00.0/2023-05-25T00:00:00.0;6747.396;5973.6655;5481.8564;491.8089;10699.9268;5909.1489;5399.168;509.981;10103.6025;0.9826
2023-05-25T00:00:00.0/2023-05-26T00:00:00.0;6718.394;5867.3525;5366.522;500.8309;10531.8125;5654.1733;5010.7529;643.4205;8854.3545;0.9833
2023-05-26T00:00:00.0/2023-05-27T00:00:00.0;6690.3276;5653.7344;5174.7744;478.9597;10121.3135;4571.6455;2190.3438;2381.3018;3582.7056;0.9833
2023-05-27T00:00:00.0/2023-05-28T00:00:00.0;6663.1089;5367.1621;4378.9175;988.2445;8300.6885;2076.9197;52.4338;2024.4858;79.2428;0.984
2023-05-28T00:00:00.0/2023-05-29T00:00:00.0;6636.9131;5573.9248;5049.937;523.9879;9839.0088;4120.9438;1692.4231;2428.5205;3323.9502;0.984
2023-05-29T00:00:00.0/2023-05-30T00:00:00.0;6611.6133;5584.7271;5006.0239;578.7032;9732.1309;5342.2188;4605.5469;736.6718;8165.8994;0.9844
2023-05-30T00:00:00.0/2023-05-31T00:00:00.0;6587.3145;5764.3931;5289.0024;475.3904;10572.1855;5614.6763;5084.1963;530.4798;9182.1924;0.9844
2023-05-31T00:00:00.0/2023-06-01T00:00:00.0;6563.9736;5709.522;5214.0879;495.434;10380.4131;5600.7988;5045.0918;555.7072;9178.1875;0.9844
2023-06-01T00:00:00.0/2023-06-02T00:00:00.0;6541.5859;5592.2021;5019.3721;572.8297;9936.4766;5490.5693;4913.0425;577.5269;9059.3271;0.9844
2023-06-02T00:00:00.0/2023-06-03T00:00:00.0;6520.2158;5767.8203;5325.4204;442.3999;10707.5566;5660.1416;5151.4937;508.6478;9439.6963;0.9847
2023-06-03T00:00:00.0/2023-06-04T00:00:00.0;6499.8047;5690.5737;5114.3389;576.2349;10192.5225;5409.2554;4602.1514;807.1041;8026.1426;0.9851
2023-06-04T00:00:00.0/2023-06-05T00:00:00.0;6480.4092;5645.8618;5046.9995;598.8622;10060.8701;5521.8208;4891.6689;630.1518;8955.9443;0.9854
2023-06-05T00:00:00.0/2023-06-06T00:00:00.0;6462.0571;5371.3096;4785.9736;585.3361;9473.6641;5095.4497;4346.4292;749.0207;7730.6436;0.9854
2023-06-06T00:00:00.0/2023-06-07T00:00:00.0;6444.7017;5606.9473;5099.6924;507.255;10220.9561;5495.4341;4924.502;570.9322;8991.8633;0.9858
2023-06-07T00:00:00.0/2023-06-08T00:00:00.0;6428.4087;5494.6294;4942.3311;552.2984;9909.2061;5374.459;4796.4775;577.9813;8848.0498;0.9854
2023-06-08T00:00:00.0/2023-06-09T00:00:00.0;6413.1099;5599.3853;5108.7666;490.6187;10333.7861;5484.8115;4925.3647;559.4469;9028.4355;0.9861
2023-06-09T00:00:00.0/2023-06-10T00:00:00.0;6398.9058;5599.0161;5144.748;454.2681;10472.0664;5491.6987;4983.8726;507.826;9258.0547;0.9861
2023-06-10T00:00:00.0/2023-06-11T00:00:00.0;6385.7417;5656.7847;5212.2085;444.5762;10644.0664;5581.6768;5095.2031;486.4739;9848.0195;0.9861
2023-06-11T00:00:00.0/2023-06-12T00:00:00.0;6373.6421;5334.1328;4771.3594;562.7737;9624.4639;5121.4175;4400.6519;720.7656;8073.0098;0.9861
2023-06-12T00:00:00.0/2023-06-13T00:00:00.0;6362.6108;5495.0498;5045.5859;449.4638;10264.0254;5273.9082;4668.0225;605.886;8587.4443;0.9858
2023-06-13T00:00:00.0/2023-06-14T00:00:00.0;6352.6387;5449.647;4949.4785;500.1681;10065.5146;4989.1338;4147.2271;841.9067;7013.8706;0.9861
2023-06-14T00:00:00.0/2023-06-15T00:00:00.0;6343.7012;5533.5298;5060.561;472.9691;10288.7158;5251.6826;4572.7856;678.8972;8178.1943;0.9812
2023-06-15T00:00:00.0/2023-06-16T00:00:00.0;6335.8862;5595.7979;5101.9229;493.8748;10413.8193;5416.5928;4814.291;602.3018;8777.6523;0.9865
2023-06-16T00:00:00.0/2023-06-17T00:00:00.0;6329.1387;5591.0244;5153.4443;437.5803;10580.5732;5391.9731;4828.4805;563.493;8767.9268;0.9865
2023-06-17T00:00:00.0/2023-06-18T00:00:00.0;6323.4272;5471.3579;5012.3369;459.0212;10203.9707;5327.083;4752.2305;574.8523;8959.0068;0.9868
2023-06-18T00:00:00.0/2023-06-19T00:00:00.0;6318.8521;5442.2817;4955.7778;486.5039;10091.7588;5270.0117;4688.7827;581.229;8555.0654;0.9868
2023-06-19T00:00:00.0/2023-06-20T00:00:00.0;6315.4048;5363.9604;4914.397;449.5635;9994.7959;5228.9634;4658.4912;570.4725;8887.6729;0.9865
2023-06-20T00:00:00.0/2023-06-21T00:00:00.0;6312.999;5349.5898;4902.9087;446.6813;9999.1221;5074.5078;4412.8203;661.6878;7882.8809;0.9812
2023-06-21T00:00:00.0/2023-06-22T00:00:00.0;6311.6333;5483.3447;5045.6968;437.6481;10337;5348.498;4817.1006;531.3972;8861.4854;0.9868
2023-06-22T00:00:00.0/2023-06-23T00:00:00.0;6311.4014;5353.2925;4916.1904;437.1021;10010.9561;5064.9829;4452.8223;612.1609;7868.0957;0.9868
2023-06-23T00:00:00.0/2023-06-24T00:00:00.0;6312.2886;5552.2539;5143.709;408.545;10583.6377;5417.1626;4904.0239;513.1384;8995.1826;0.9865
2023-06-24T00:00:00.0/2023-06-25T00:00:00.0;6314.2271;5459.084;5052.8208;406.263;10365.8301;5351.8804;4874.6724;477.2081;9045.5371;0.9865
2023-06-25T00:00:00.0/2023-06-26T00:00:00.0;6317.2383;5436.2305;4894.3394;541.8912;9935.3193;5328.6807;4729.1855;599.4952;8742.2646;0.9865
2023-06-26T00:00:00.0/2023-06-27T00:00:00.0;6321.3198;5551.4546;5045.2788;506.1756;10274.5068;5436.1143;4872.2681;563.8463;9013.7715;0.9861
2023-06-27T00:00:00.0/2023-06-28T00:00:00.0;6326.4824;5605.542;5189.6758;415.8659;10637.6562;5491.5254;5004.3809;487.1446;9268.1553;0.9865
2023-06-28T00:00:00.0/2023-06-29T00:00:00.0;6332.7256;5453.6274;5042.9868;410.6408;10336.8828;5387.4756;4938.229;449.247;9583.7627;0.9865
2023-06-29T00:00:00.0/2023-06-30T00:00:00.0;6340.0244;5484.29;5056.7935;427.4965;10299.8945;5368.2344;4877.1221;491.1126;8995.8457;0.9865
2023-06-30T00:00:00.0/2023-07-01T00:00:00.0;6348.418;5599.3628;5140.4653;458.8976;10467.877;5485.8647;4956.6929;529.1722;9134.1309;0.9861
2023-07-01T00:00:00.0/2023-07-02T00:00:00.0;6357.8428;5625.1357;5193.4761;431.6597;10572.4727;5477.8276;4949.8857;527.9417;8991.9863;0.9861
2023-07-02T00:00:00.0/2023-07-03T00:00:00.0;6368.3086;5641.0171;5187.0254;453.9916;10579.2012;5424.9448;4741.7295;683.2157;8716.541;0.9861
2023-07-03T00:00:00.0/2023-07-04T00:00:00.0;6379.8511;5705.2983;5293.6016;411.6968;10826.0703;5517.4951;4957.7651;559.73;8952.8438;0.9858
2023-07-04T00:00:00.0/2023-07-05T00:00:00.0;6392.4067;5680.7441;5215.8633;464.8807;10584.2285;5576.8716;5025.9609;550.9106;9482.2178;0.9858
2023-07-05T00:00:00.0/2023-07-06T00:00:00.0;6405.9829;5676.0015;5247.0425;428.9586;10668.0547;5469.5093;4838.6465;630.8625;8749.21;0.9858
2023-07-06T00:00:00.0/2023-07-07T00:00:00.0;6420.6191;5679.3857;5265.3682;414.0176;10689.2432;4929.6055;3410.0322;1519.5734;5676.6099;0.9854
2023-07-07T00:00:00.0/2023-07-08T00:00:00.0;6436.2417;5674.3672;5244.4805;429.8867;10642.0254;4566.3037;2023.3309;2542.9729;3375.3271;0.9854
2023-07-08T00:00:00.0/2023-07-09T00:00:00.0;6452.8599;5694.4258;5289.8735;404.5521;10712.0088;4577.6484;2335.303;2242.3455;4159.8921;0.9854
2023-07-09T00:00:00.0/2023-07-10T00:00:00.0;6470.522;5712.6533;5283.4854;429.1682;10659.5029;4608.5073;2361.5803;2246.9272;3936.5862;0.9851
2023-07-10T00:00:00.0/2023-07-11T00:00:00.0;6489.1338;5685.6235;5153.0229;532.601;10273.0781;4651.3618;2271.8083;2379.5535;3868.1326;0.9851
2023-07-11T00:00:00.0/2023-07-12T00:00:00.0;6508.7114;5525.7563;5053.3911;472.3648;10055.9785;5078.1353;4153.0562;925.0792;7154.0928;0.9851
2023-07-12T00:00:00.0/2023-07-13T00:00:00.0;6529.3149;5790.6816;5375.647;415.0347;10786.6875;5407.2451;4606.9019;800.3433;8044.1655;0.9847
2023-07-13T00:00:00.0/2023-07-14T00:00:00.0;6550.873;5795.1685;5384.9131;410.2552;10787.71;5418.855;4666.5698;752.2854;8020.8076;0.9844
2023-07-14T00:00:00.0/2023-07-15T00:00:00.0;6573.3804;5763.0137;5302.4512;460.5626;10547.5254;5328.6069;4230.5493;1098.0577;7439.0591;0.984
2023-07-15T00:00:00.0/2023-07-16T00:00:00.0;6596.7852;5770.2446;5350.1108;420.1338;10650.0117;5137.3237;3688.2947;1449.0292;6426.0449;0.984
2023-07-16T00:00:00.0/2023-07-17T00:00:00.0;6621.0962;5783.1543;5364.5317;418.6224;10648.5918;4302.7729;2191.6519;2111.1208;3426.0972;0.984
2023-07-17T00:00:00.0/2023-07-18T00:00:00.0;6646.3735;5627.6914;5069.0293;558.662;9925.6562;4243.6128;2475.5356;1768.0771;4153.5278;0.9837
2023-07-18T00:00:00.0/2023-07-19T00:00:00.0;6672.5425;5886.2666;5472.5576;413.709;10819.084;5779.9199;5271.9453;507.9747;9707.126;0.9833
2023-07-19T00:00:00.0/2023-07-20T00:00:00.0;6699.6016;5718.5454;5296.9756;421.5696;10376.6387;5132.7075;4523.6455;609.0623;7397.1768;0.983
2023-07-20T00:00:00.0/2023-07-21T00:00:00.0;6727.4834;5763.3877;5324.2559;439.1321;10376.5205;4859.7588;3080.9617;1778.7969;5052.186;0.983
2023-07-21T00:00:00.0/2023-07-22T00:00:00.0;6756.2861;5790.0034;5224.1455;565.8579;10083.748;5690.7065;5041.4438;649.2627;9257.168;0.9823
2023-07-22T00:00:00.0/2023-07-23T00:00:00.0;6785.8789;5888.5215;5431.0376;457.4842;10508.3887;5815.1128;5299.6348;515.4777;9473.7646;0.9823
2023-07-23T00:00:00.0/2023-07-24T00:00:00.0;6816.2725;5887.0757;5364.0605;523.015;10299.6299;5846.0396;5302.3696;543.6697;9792.1504;0.9823
2023-07-24T00:00:00.0/2023-07-25T00:00:00.0;6847.5615;6000.647;5568.9082;431.7389;10777.2686;5842.5713;5371.8438;470.7274;9392.8604;0.9816
2023-07-25T00:00:00.0/2023-07-26T00:00:00.0;6879.5728;5966.3604;5541.4951;424.8655;10693.0342;5878.7388;5389.9307;488.8081;9811.5947;0.9816
2023-07-26T00:00:00.0/2023-07-27T00:00:00.0;6912.3862;6041.6416;5581.2183;460.4233;10687.2783;5910.5161;5332.7798;577.736;9516.3398;0.9812
2023-07-27T00:00:00.0/2023-07-28T00:00:00.0;6945.978;5980.9351;5519.166;461.7691;10495.8945;5915.043;5408.5132;506.5295;9789.001;0.9809
2023-07-28T00:00:00.0/2023-07-29T00:00:00.0;6980.2598;5847.9458;5334.9229;513.0229;10097.085;5673.8193;4990.6777;683.1415;8745.5049;0.9809
2023-07-29T00:00:00.0/2023-07-30T00:00:00.0;7015.3652;6081.1172;5615.189;465.9285;10657.7578;5961.2651;5409.1338;552.1313;9268.5186;0.9802
2023-07-30T00:00:00.0/2023-07-31T00:00:00.0;7051.1001;6173.5498;5669.2134;504.3365;10695.0361;6101.1104;5546.3599;554.7505;9916.9463;0.9802
2023-07-31T00:00:00.0/2023-08-01T00:00:00.0;7087.6025;6011.0205;5582.7129;428.3079;10523.041;5965.2192;5511.7261;453.4929;9974.1826;0.9795
2023-08-01T00:00:00.0/2023-08-02T00:00:00.0;7124.7231;6201.8105;5732.1968;469.6137;10777.4775;6153.1548;5657.3237;495.831;10208.1201;0.9795
2023-08-02T00:00:00.0/2023-08-03T00:00:00.0;7162.5259;6335.4922;5906.6006;428.8913;11135.1777;6281.1865;5823.3135;457.873;10491.7725;0.9792
2023-08-03T00:00:00.0/2023-08-04T00:00:00.0;7200.9976;6276.5327;5846.521;430.0119;10947.1611;6148.6431;5671.2915;477.3514;9665.1885;0.984
2023-08-04T00:00:00.0/2023-08-05T00:00:00.0;7240.0894;6368.7749;5876.6577;492.1168;10926.9355;6254.2471;5742.686;511.561;9860.5615;0.9885
2023-08-05T00:00:00.0/2023-08-06T00:00:00.0;7279.7876;6270.2231;5725.3784;544.8448;10501.1396;6123.1318;5522.0991;601.0326;9368.1279;0.9882
2023-08-06T00:00:00.0/2023-08-07T00:00:00.0;7320.1016;6147.7207;5531.6748;616.0456;10019.5039;5831.7627;4992.9116;838.8513;7935.4663;0.9878
2023-08-07T00:00:00.0/2023-08-08T00:00:00.0;7360.9692;6364.4731;5909.9082;454.5646;10901.3057;6165.3315;5592.8574;572.4745;9460.1084;0.9878
2023-08-08T00:00:00.0/2023-08-09T00:00:00.0;7402.4204;6478.8179;6009.8833;468.9348;11015.1836;6274.1758;5725.1626;549.0131;9491.792;0.9875
2023-08-09T00:00:00.0/2023-08-10T00:00:00.0;7444.4102;6499.9956;6054.5439;445.4518;11092.7803;6370.7134;5899.1875;471.5259;9913.3828;0.9872
2023-08-10T00:00:00.0/2023-08-11T00:00:00.0;7486.8584;6623.311;6178.5635;444.7474;11295.0869;6416.459;5916.7871;499.6719;9657.8096;0.9872
2023-08-11T00:00:00.0/2023-08-12T00:00:00.0;7529.9331;6649.4268;6205.2427;444.1839;11266.0576;5744.4849;4995.3984;749.0867;7656.6396;0.9865
