Obs;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-10-01T00:00:00.0/2022-11-01T00:00:00.0;327145.5312;238207.9531;192956.3906;45251.5547;268891.2812;188896.3125;121940.0156;66956.2969;168258.6562;0.9846
2022-11-01T00:00:00.0/2022-12-01T00:00:00.0;342682.6562;245665.2188;193026.5312;52638.6953;262777.6875;221079.4531;155987.7656;65091.6797;206537.6562;0.9841
2022-12-01T00:00:00.0/2023-01-01T00:00:00.0;365134.4375;263246.5625;213529.5312;49717.0391;291107.6562;211617.5469;134959.4375;76658.1016;181160.6406;0.9826
2023-01-01T00:00:00.0/2023-02-01T00:00:00.0;361579.8125;262793.3438;217408.2812;45385.0781;298179.7188;218618.1562;145998.2969;72619.8594;199449.2969;0.9837
2023-02-01T00:00:00.0/2023-03-01T00:00:00.0;309443.1562;222348.3594;179779.0469;42569.3047;246393.0781;177230.9219;109521.8672;67709.0469;148065.125;0.983
2023-03-01T00:00:00.0/2023-04-01T00:00:00.0;306895.25;220124.8281;181076.6406;39048.1875;262527.9688;174331.3594;104341.4609;69989.8906;153028.1406;0.9834
2023-04-01T00:00:00.0/2023-05-01T00:00:00.0;251665.0938;181586.75;147415.9531;34170.7969;235800.6562;113345.0156;69869.0859;43475.9219;118417.5312;0.9849
2023-05-01T00:00:00.0/2023-06-01T00:00:00.0;218277.9688;153190.375;117197.4844;35992.8945;207653.2188;78385.7969;37738.3125;40647.4844;68866.2188;0.9839
2023-06-01T00:00:00.0/2023-07-01T00:00:00.0;191200.7656;135815.1719;106001.8047;29813.3652;201315.9531;94074.4922;59790.0781;34284.4141;114606.0469;0.9847
2023-07-01T00:00:00.0/2023-08-01T00:00:00.0;206376.4688;146632.1094;111586.6875;35045.4219;205069.1406;83307.3828;43299.7422;40007.6445;79147.5938;0.9842
2023-08-01T00:00:00.0/2023-09-01T00:00:00.0;240739.9688;175610.5938;140981.5469;34629.0391;235837.4219;151394.9062;104547;46847.9023;173910.125;0.9843
2023-09-01T00:00:00.0/2023-10-01T00:00:00.0;276622.4688;196395.0469;144052.3906;52342.6602;211393.4375;147230.5469;82591.1328;64639.4102;123115.4609;0.9851
2023-10-01T00:00:00.0/2023-11-01T00:00:00.0;326865.5312;221974.9375;145861.2188;76113.7266;197593.8594;159591.4219;74896.2656;84695.1562;101454.2891;0.9847
2023-11-01T00:00:00.0/2023-12-01T00:00:00.0;342537.5;227788.7656;147595.375;80193.3828;196537.3594;160310.125;75000.3516;85309.7656;98447.9141;0.9841
2023-12-01T00:00:00.0/2024-01-01T00:00:00.0;365103.4375;264080.5625;213841.7812;50238.7969;291033.6562;189926.6875;102396.5859;87530.1016;136691.5156;0.9825
2024-01-01T00:00:00.0/2024-02-01T00:00:00.0;361668.1562;265170.5312;219035.3281;46135.2188;300931.0312;228399.9375;165716.2031;62683.7305;231347.75;0.9837
2024-02-01T00:00:00.0/2024-03-01T00:00:00.0;320221.375;232516.5;191001.125;41515.3789;264286.4375;186491.0469;110798.7188;75692.3359;152162.5469;0.9824
