# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (Meteosat Second Generation satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2008-10-30T00:00:00.0
# Date end (ISO 8601): 2023-11-01T00:00:00.0
# Latitude (positive North, ISO 19115): -22.2001
# Longitude (positive East, ISO 19115): -65.6296
# Altitude (m): 3529.00
# Time reference: True Solar Time (TST)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 1 day 0 h 0 min 0 s
# noValue: nan
# File generated on: 2023-12-15
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2013-04-04T00:00:00.0/2013-04-05T00:00:00.0;8951.8555;7613.9756;7030.5581;583.4174;11413.8711;7532.9771;6899.9038;633.0734;10771.2148;0.9861
2013-04-05T00:00:00.0/2013-04-06T00:00:00.0;8900.4199;7564.9648;6886.5674;678.3975;11163.6709;7479.5190;6784.9136;694.6053;10538.4180;0.9865
2013-04-06T00:00:00.0/2013-04-07T00:00:00.0;8848.9326;7487.9414;6773.9883;713.9534;10995.2285;7332.6572;6522.5186;810.1389;9974.4365;0.9764
2013-04-07T00:00:00.0/2013-04-08T00:00:00.0;8797.3711;7344.3193;6797.9404;546.3789;11152.0762;7121.7729;6411.3359;710.4369;9705.2705;0.9771
2013-04-08T00:00:00.0/2013-04-09T00:00:00.0;8745.8701;7286.6270;6710.7568;575.8702;10992.1836;6743.9404;5800.8330;943.1074;8625.2871;0.9878
2013-04-09T00:00:00.0/2013-04-10T00:00:00.0;8694.3828;7254.4707;6550.7202;703.7509;10723.1328;5577.0771;2586.5576;2990.5195;3624.1406;0.9885
2013-04-10T00:00:00.0/2013-04-11T00:00:00.0;8642.9297;7323.3262;6644.8457;678.4802;10953.3779;7170.0254;6317.9302;852.0956;9827.3291;0.9885
2013-04-11T00:00:00.0/2013-04-12T00:00:00.0;8591.5625;7291.1167;6655.3740;635.7429;11062.6660;7204.0273;6537.1367;666.8904;10446.7607;0.9785
2013-04-12T00:00:00.0/2013-04-13T00:00:00.0;8540.2686;7153.8677;6531.1050;622.7626;10900.3320;6749.9570;5563.5381;1186.4188;8298.7471;0.9785
2013-04-13T00:00:00.0/2013-04-14T00:00:00.0;8489.0391;7212.9395;6639.0288;573.9106;11096.3232;7122.2339;6524.5181;597.7159;10329.7529;0.9899
2013-04-14T00:00:00.0/2013-04-15T00:00:00.0;8437.9854;7023.0425;6211.1343;811.9080;10255.2803;6941.3457;6107.4004;833.9449;9734.3447;0.9851
2013-04-15T00:00:00.0/2013-04-16T00:00:00.0;8387.0693;6891.8877;6113.6240;778.2634;10158.7422;6712.6953;5831.3379;881.3578;8972.0449;0.9854
2013-04-16T00:00:00.0/2013-04-17T00:00:00.0;8336.2871;6812.6372;5879.2749;933.3623;9683.1611;6343.6958;5031.5986;1312.0975;7312.3232;0.9809
2013-04-17T00:00:00.0/2013-04-18T00:00:00.0;8285.7949;6823.0664;6091.9292;731.1376;10236.1621;6550.3296;5611.6611;938.6687;8573.8457;0.9812
2013-04-18T00:00:00.0/2013-04-19T00:00:00.0;8235.4580;6779.5684;6088.8745;690.6939;10282.2646;6391.0693;5344.3516;1046.7178;8051.0728;0.9812
2013-04-19T00:00:00.0/2013-04-20T00:00:00.0;8185.3296;6711.1558;6050.6313;660.5242;10244.0430;6491.9209;5675.9990;815.9217;8800.9990;0.9819
2013-04-20T00:00:00.0/2013-04-21T00:00:00.0;8135.4878;6623.6919;5613.0435;1010.6484;9384.2363;6361.9106;5192.9702;1168.9404;7932.8853;0.9823
2013-04-21T00:00:00.0/2013-04-22T00:00:00.0;8085.8682;6697.9580;6012.3345;685.6238;10290.5811;6497.2246;5683.4175;813.8074;8989.8740;0.9774
2013-04-22T00:00:00.0/2013-04-23T00:00:00.0;8036.6636;6732.5332;6234.5752;497.9584;10849.1348;6497.5420;5813.3193;684.2227;9242.2695;0.9830
2013-04-23T00:00:00.0/2013-04-24T00:00:00.0;7987.7129;6779.0645;6316.4834;462.5808;11095.2773;6699.2500;6229.7456;469.5047;10476.7207;0.9781
2013-04-24T00:00:00.0/2013-04-25T00:00:00.0;7939.0571;6786.7065;6326.1660;460.5402;11162.1719;6698.1899;6219.2329;478.9572;10297.4775;0.9840
2013-04-25T00:00:00.0/2013-04-26T00:00:00.0;7890.7964;6662.2637;5986.6465;675.6170;10443.3184;6423.4053;5587.8364;835.5689;8992.6328;0.9844
2013-04-26T00:00:00.0/2013-04-27T00:00:00.0;7842.9106;6563.4336;5894.4326;669.0008;10295.0195;6370.2632;5584.3384;785.9247;9123.1348;0.9847
2013-04-27T00:00:00.0/2013-04-28T00:00:00.0;7795.4419;6495.5039;5790.0093;705.4946;10122.3398;6424.1392;5720.4146;703.7246;9625.2480;0.9851
2013-04-28T00:00:00.0/2013-04-29T00:00:00.0;7748.3682;6387.0586;5713.6094;673.4489;9997.7676;6206.1982;5402.4521;803.7461;8915.2100;0.9854
2013-04-29T00:00:00.0/2013-04-30T00:00:00.0;7701.7373;6389.7070;5775.4277;614.2793;10185.7988;6143.6665;5331.0498;812.6168;8888.3857;0.9858
2013-04-30T00:00:00.0/2013-05-01T00:00:00.0;7655.5742;6320.1128;5661.1436;658.9691;9981.4932;6094.0522;5261.9839;832.0686;8749.4287;0.9861
2013-05-01T00:00:00.0/2013-05-02T00:00:00.0;7609.8232;6219.3403;5569.6460;649.6946;9852.0410;5555.8154;4101.0186;1454.7970;6109.1343;0.9868
2013-05-02T00:00:00.0/2013-05-03T00:00:00.0;7564.6768;6221.0479;5479.8276;741.2205;9730.2773;4846.7212;2328.1602;2518.5610;3711.3110;0.9868
2013-05-03T00:00:00.0/2013-05-04T00:00:00.0;7519.9946;6334.8296;5710.8501;623.9797;10252.8447;5961.3555;4905.4839;1055.8717;8156.1558;0.9872
2013-05-04T00:00:00.0/2013-05-05T00:00:00.0;7475.8027;6209.6489;5579.6045;630.0445;10021.5430;5581.0752;4079.9104;1501.1647;6736.6128;0.9878
2013-05-05T00:00:00.0/2013-05-06T00:00:00.0;7432.2676;6113.3369;5566.7534;546.5836;10108.4287;6005.8462;5415.5400;590.3060;9235.4736;0.9875
2013-05-06T00:00:00.0/2013-05-07T00:00:00.0;7389.2090;6234.4375;5626.7637;607.6741;10189.8115;6106.8623;5451.2119;655.6502;9307.5430;0.9885
2013-05-07T00:00:00.0/2013-05-08T00:00:00.0;7346.8462;6033.5513;5273.3643;760.1869;9523.8115;5772.5635;4859.6777;912.8854;8039.9072;0.9889
2013-05-08T00:00:00.0/2013-05-09T00:00:00.0;7304.9995;6116.5327;5426.5576;689.9747;9891.1533;6027.6636;5312.9316;714.7319;9320.7568;0.9892
2013-05-09T00:00:00.0/2013-05-10T00:00:00.0;7263.8916;6062.2524;5302.6118;759.6409;9650.8535;6005.4053;5255.6182;749.7869;9288.1123;0.9840
2013-05-10T00:00:00.0/2013-05-11T00:00:00.0;7223.3862;6074.0801;5417.2124;656.8680;9973.5596;5713.0020;4548.9106;1164.0914;8016.6748;0.9844
2013-05-11T00:00:00.0/2013-05-12T00:00:00.0;7183.5610;5898.5405;5181.0615;717.4792;9495.7207;5515.8877;4562.6206;953.2672;7312.7642;0.9795
2013-05-12T00:00:00.0/2013-05-13T00:00:00.0;7144.4282;5917.8438;5351.4766;566.3674;9941.3672;5792.4316;5169.0674;623.3643;9055.7822;0.9799
2013-05-13T00:00:00.0/2013-05-14T00:00:00.0;7106.0059;5961.6924;5458.5034;503.1892;10227.0088;5770.0601;5167.2446;602.8151;8965.9297;0.9802
2013-05-14T00:00:00.0/2013-05-15T00:00:00.0;7068.3149;5949.7295;5440.8950;508.8349;10261.1357;5865.4092;5344.2217;521.1876;9613.2236;0.9806
2013-05-15T00:00:00.0/2013-05-16T00:00:00.0;7031.3691;5843.3696;5287.9951;555.3745;9967.3525;5125.9229;4099.5220;1026.4010;6335.4058;0.9809
2013-05-16T00:00:00.0/2013-05-17T00:00:00.0;6995.2295;5636.2520;5014.1953;622.0568;9344.9082;4176.3433;1688.3506;2487.9924;2651.7622;0.9809
2013-05-17T00:00:00.0/2013-05-18T00:00:00.0;6959.8301;5488.7266;4664.0962;824.6305;8609.4658;1948.3429;47.4758;1900.8672;70.7145;0.9812
2013-05-18T00:00:00.0/2013-05-19T00:00:00.0;6925.2378;5528.1611;4787.9185;740.2427;8875.5371;2610.6152;430.0635;2180.5518;603.0530;0.9816
2013-05-19T00:00:00.0/2013-05-20T00:00:00.0;6891.4385;5598.7354;5051.5010;547.2346;9585.3809;4267.1274;1848.2064;2418.9209;2975.1272;0.9819
2013-05-20T00:00:00.0/2013-05-21T00:00:00.0;6858.4902;5508.2412;4907.8271;600.4138;9273.2607;4772.1919;3542.5464;1229.6454;5451.5610;0.9823
2013-05-21T00:00:00.0/2013-05-22T00:00:00.0;6826.4116;5584.8105;5035.0884;549.7221;9639.3564;3994.0688;1710.7305;2283.3384;2740.5371;0.9823
2013-05-22T00:00:00.0/2013-05-23T00:00:00.0;6795.1113;5578.6880;5001.3584;577.3295;9584.6230;3798.9792;1097.5416;2701.4377;1707.2834;0.9830
2013-05-23T00:00:00.0/2013-05-24T00:00:00.0;6764.7739;5603.3560;5013.4121;589.9438;9631.5547;3656.9546;1358.7328;2298.2217;1987.9015;0.9830
2013-05-24T00:00:00.0/2013-05-25T00:00:00.0;6735.2656;5439.9722;4693.1602;746.8123;8881.8906;4181.7578;1584.3092;2597.4485;2801.0059;0.9833
2013-05-25T00:00:00.0/2013-05-26T00:00:00.0;6706.7036;5532.1475;4954.9575;577.1901;9560.4756;4618.8701;3099.0576;1519.8127;5089.5117;0.9833
2013-05-26T00:00:00.0/2013-05-27T00:00:00.0;6679.0327;5719.2290;5224.7397;494.4893;10210.4258;3806.3093;1193.5439;2612.7654;1857.1740;0.9833
2013-05-27T00:00:00.0/2013-05-28T00:00:00.0;6652.2314;5740.1274;5276.9795;463.1478;10382.1943;5135.2192;3497.4111;1637.8081;6650.3530;0.9840
2013-05-28T00:00:00.0/2013-05-29T00:00:00.0;6626.4331;5839.6870;5420.3555;419.3314;10796.3721;5704.4385;5213.7412;490.6971;9675.3789;0.9840
2013-05-29T00:00:00.0/2013-05-30T00:00:00.0;6601.5439;5743.3052;5270.7983;472.5067;10460.9756;5612.9062;5070.6484;542.2580;9368.0771;0.9844
2013-05-30T00:00:00.0/2013-05-31T00:00:00.0;6577.6514;5531.2095;5045.9575;485.2520;9979.9541;5380.7251;4803.3687;577.3563;8886.6592;0.9844
2013-05-31T00:00:00.0/2013-06-01T00:00:00.0;6554.6802;5657.6089;5106.6851;550.9240;10109.6826;5476.0288;4801.7163;674.3126;8687.8086;0.9847
2013-06-01T00:00:00.0/2013-06-02T00:00:00.0;6532.7407;5454.4209;4828.3340;626.0865;9481.6855;5314.5332;4615.8130;698.7203;8500.6768;0.9847
2013-06-02T00:00:00.0/2013-06-03T00:00:00.0;6511.7778;5435.3345;4917.7920;517.5428;9764.5371;5324.1401;4754.5996;569.5406;8882.1904;0.9847
2013-06-03T00:00:00.0/2013-06-04T00:00:00.0;6491.7500;5375.4683;4746.7651;628.7031;9330.9727;5265.7510;4594.9458;670.8054;8520.2686;0.9854
2013-06-04T00:00:00.0/2013-06-05T00:00:00.0;6472.8091;5478.8569;4898.9629;579.8939;9687.9072;5366.8262;4736.0571;630.7693;8800.0488;0.9854
2013-06-05T00:00:00.0/2013-06-06T00:00:00.0;6454.8428;5450.1440;4840.3252;609.8188;9548.1484;5346.2163;4694.4443;651.7719;8767.3848;0.9858
2013-06-06T00:00:00.0/2013-06-07T00:00:00.0;6437.9536;5283.8701;4670.6885;613.1813;9240.7109;5145.6870;4458.4580;687.2289;8193.3018;0.9858
2013-06-07T00:00:00.0/2013-06-08T00:00:00.0;6422.0879;5281.2798;4670.4800;610.8000;9252.6973;4021.8784;1816.9868;2204.8916;3206.8350;0.9858
2013-06-08T00:00:00.0/2013-06-09T00:00:00.0;6407.2339;5159.3813;4686.4585;472.9230;9346.2217;3622.7131;2311.4160;1311.2972;3594.4221;0.9861
2013-06-09T00:00:00.0/2013-06-10T00:00:00.0;6393.4673;5185.8535;4531.2603;654.5931;8956.0547;4076.0020;2786.7585;1289.2434;4560.7100;0.9861
2013-06-10T00:00:00.0/2013-06-11T00:00:00.0;6380.7891;5280.0757;4803.7690;476.3065;9661.9854;4864.9033;4052.1328;812.7703;6988.0005;0.9854
2013-06-11T00:00:00.0/2013-06-12T00:00:00.0;6369.1084;5252.2188;4806.2461;445.9728;9686.1846;4206.5317;2066.7205;2139.8113;3626.5181;0.9861
2013-06-12T00:00:00.0/2013-06-13T00:00:00.0;6358.5293;5160.8379;4589.9131;570.9250;9126.4521;4455.8335;3131.4514;1324.3818;5297.8140;0.9861
2013-06-13T00:00:00.0/2013-06-14T00:00:00.0;6349.0122;5080.7168;4451.7183;628.9983;8805.6943;2754.3665;578.8917;2175.4746;1091.6338;0.9809
2013-06-14T00:00:00.0/2013-06-15T00:00:00.0;6340.5425;5167.0513;4671.5049;495.5464;9403.7480;3784.3152;2322.4370;1461.8782;3747.5933;0.9865
2013-06-15T00:00:00.0/2013-06-16T00:00:00.0;6333.1855;5244.4839;4760.7710;483.7132;9615.6182;4118.8286;2464.0188;1654.8098;4929.2778;0.9865
2013-06-16T00:00:00.0/2013-06-17T00:00:00.0;6326.8994;5483.7734;5019.5439;464.2296;10216.1250;5358.5283;4805.5044;553.0240;9103.1279;0.9865
2013-06-17T00:00:00.0/2013-06-18T00:00:00.0;6321.6577;5342.6553;4832.8921;509.7631;9779.7207;5250.0352;4689.7998;560.2354;8951.8389;0.9868
2013-06-18T00:00:00.0/2013-06-19T00:00:00.0;6317.5845;5495.3345;5034.2505;461.0844;10267.8877;5393.1372;4866.2690;526.8681;9311.4092;0.9865
2013-06-19T00:00:00.0/2013-06-20T00:00:00.0;6314.5596;5239.4531;4789.7134;449.7399;9730.3682;4349.1016;3136.8359;1212.2657;5231.3169;0.9865
2013-06-20T00:00:00.0/2013-06-21T00:00:00.0;6312.6108;5288.0098;4859.9619;428.0480;9898.7490;4464.1592;3311.3704;1152.7889;5398.4692;0.9868
2013-06-21T00:00:00.0/2013-06-22T00:00:00.0;6311.7153;5468.5542;5038.3970;430.1573;10303.8975;5228.8652;4578.7349;650.1307;8255.4102;0.9868
2013-06-22T00:00:00.0/2013-06-23T00:00:00.0;6311.9360;5362.7773;4907.4902;455.2872;9993.5322;3227.6318;888.5009;2339.1309;1879.1818;0.9868
2013-06-23T00:00:00.0/2013-06-24T00:00:00.0;6313.2808;5204.3281;4731.1250;473.2030;9570.1221;2292.6487;229.3020;2063.3467;468.7944;0.9865
2013-06-24T00:00:00.0/2013-06-25T00:00:00.0;6315.6689;5166.4395;4664.8833;501.5560;9390.3789;3219.4197;1026.0455;2193.3743;1608.0101;0.9809
2013-06-25T00:00:00.0/2013-06-26T00:00:00.0;6319.1250;5248.4863;4780.5200;467.9662;9672.8252;3946.0835;1774.6129;2171.4707;3330.9985;0.9865
2013-06-26T00:00:00.0/2013-06-27T00:00:00.0;6323.6509;5491.4028;5054.0107;437.3921;10298.6182;5341.1260;4770.4272;570.6989;8800.1328;0.9865
2013-06-27T00:00:00.0/2013-06-28T00:00:00.0;6329.2666;5370.3330;4941.6699;428.6627;10067.0264;5204.7383;4613.6064;591.1320;8755.4746;0.9865
2013-06-28T00:00:00.0/2013-06-29T00:00:00.0;6335.9517;5494.2861;5065.5723;428.7138;10353.1777;4623.0327;2469.6382;2153.3945;5185.5435;0.9865
2013-06-29T00:00:00.0/2013-06-30T00:00:00.0;6343.6924;5493.8853;5076.3994;417.4854;10353.2168;5381.4473;4865.0879;516.3594;9283.3721;0.9861
2013-06-30T00:00:00.0/2013-07-01T00:00:00.0;6352.5371;5406.3926;4888.4805;517.9119;9842.3662;5278.4663;4674.9727;603.4936;8612.3750;0.9861
2013-07-01T00:00:00.0/2013-07-02T00:00:00.0;6362.4019;5358.0718;4823.5161;534.5558;9692.3945;4938.3882;3749.3708;1189.0175;6586.4150;0.9861
2013-07-02T00:00:00.0/2013-07-03T00:00:00.0;6373.3076;5511.4985;5063.6274;447.8714;10251.6504;5371.7275;4848.8770;522.8510;9136.7070;0.9861
2013-07-03T00:00:00.0/2013-07-04T00:00:00.0;6385.3003;5625.4341;5140.2388;485.1953;10388.8408;5444.0884;4843.9927;600.0956;9046.2686;0.9858
2013-07-04T00:00:00.0/2013-07-05T00:00:00.0;6398.2959;5528.9502;5060.4463;468.5042;10203.8867;5139.9429;4274.9106;865.0323;7475.1475;0.9858
2013-07-05T00:00:00.0/2013-07-06T00:00:00.0;6412.3086;5370.4395;4933.8545;436.5849;9900.8789;4552.2588;3004.2322;1548.0264;5056.5098;0.9861
2013-07-06T00:00:00.0/2013-07-07T00:00:00.0;6427.3936;5574.7603;5107.9390;466.8214;10247.6191;5044.2134;3862.0854;1182.1281;6723.9497;0.9854
2013-07-07T00:00:00.0/2013-07-08T00:00:00.0;6443.4497;5242.3960;4683.7588;558.6373;9243.1738;4730.3047;3835.0615;895.2434;6374.4668;0.9854
2013-07-08T00:00:00.0/2013-07-09T00:00:00.0;6460.4985;5182.1562;4586.5967;595.5596;8976.1660;4560.2227;3414.9729;1145.2496;5531.2632;0.9854
2013-07-09T00:00:00.0/2013-07-10T00:00:00.0;6478.6006;5366.8398;4862.5723;504.2675;9625.1719;4959.7637;4039.6321;920.1318;7045.0151;0.9851
2013-07-10T00:00:00.0/2013-07-11T00:00:00.0;6497.6333;5480.0708;5030.6875;449.3834;10025.5732;5320.1143;4705.8579;614.2565;8783.1670;0.9851
2013-07-11T00:00:00.0/2013-07-12T00:00:00.0;6517.6797;5542.5225;5059.9150;482.6075;10043.7588;5451.9531;4889.6831;562.2699;8912.8818;0.9847
2013-07-12T00:00:00.0/2013-07-13T00:00:00.0;6538.6953;5337.1611;4830.7939;506.3676;9464.5078;5061.4648;4236.4946;824.9698;7482.7671;0.9844
2013-07-13T00:00:00.0/2013-07-14T00:00:00.0;6560.6162;5474.8491;4834.0610;640.7879;9418.1611;5370.4697;4644.9893;725.4809;8494.7734;0.9844
2013-07-14T00:00:00.0/2013-07-15T00:00:00.0;6583.5317;5701.9922;5232.4316;469.5608;10324.0137;5596.7832;5024.6157;572.1674;9250.0195;0.9840
2013-07-15T00:00:00.0/2013-07-16T00:00:00.0;6607.3198;5516.9751;4912.6475;604.3275;9543.9180;5434.7114;4765.0366;669.6748;8700.7705;0.9840
2013-07-16T00:00:00.0/2013-07-17T00:00:00.0;6632.0605;5441.4805;4742.6982;698.7825;9054.6592;5267.5596;4457.2573;810.3022;7816.5190;0.9837
2013-07-17T00:00:00.0/2013-07-18T00:00:00.0;6657.7046;5484.2021;4800.2979;683.9042;9196.4951;4989.6934;4059.7698;929.9235;6523.2832;0.9833
2013-07-18T00:00:00.0/2013-07-19T00:00:00.0;6684.1963;5571.9492;5011.6479;560.3012;9662.4121;4839.2681;3838.9299;1000.3379;6160.9692;0.9833
2013-07-19T00:00:00.0/2013-07-20T00:00:00.0;6711.6172;5518.8716;4979.2769;539.5946;9619.8477;3674.9534;1849.7345;1825.2190;3107.8374;0.9830
2013-07-20T00:00:00.0/2013-07-21T00:00:00.0;6739.8379;5652.8569;5143.3804;509.4767;9952.0762;4925.6455;3431.1143;1494.5312;5927.2021;0.9830
2013-07-21T00:00:00.0/2013-07-22T00:00:00.0;6769.0024;5747.4375;5253.1860;494.2516;10152.0088;5025.8218;3831.7351;1194.0869;6037.2095;0.9823
2013-07-22T00:00:00.0/2013-07-23T00:00:00.0;6798.9194;5812.1641;5339.1641;473.0002;10302.5068;5331.4766;4521.6743;809.8022;7310.7793;0.9823
2013-07-23T00:00:00.0/2013-07-24T00:00:00.0;6829.6768;5911.2046;5410.8022;500.4023;10438.1621;5762.1367;5112.7393;649.3976;9125.8408;0.9819
2013-07-24T00:00:00.0/2013-07-25T00:00:00.0;6861.2612;5959.5498;5468.7441;490.8058;10502.0557;5849.4639;5245.9048;603.5592;9393.6123;0.9819
2013-07-25T00:00:00.0/2013-07-26T00:00:00.0;6893.5820;5844.5181;5318.9829;525.5353;10122.3135;5492.1689;4472.5190;1019.6497;8006.4790;0.9816
2013-07-26T00:00:00.0/2013-07-27T00:00:00.0;6926.7568;5684.0205;5183.2417;500.7790;9795.5430;5394.9077;4640.5962;754.3116;7493.1816;0.9809
2013-07-27T00:00:00.0/2013-07-28T00:00:00.0;6960.6245;5761.5288;5125.6143;635.9148;9587.5020;5569.9092;4751.9077;818.0018;8079.6802;0.9812
2013-07-28T00:00:00.0/2013-07-29T00:00:00.0;6995.2563;5765.0244;5271.2241;493.8001;9923.1357;5525.0269;4779.4424;745.5846;8016.1636;0.9806
2013-07-29T00:00:00.0/2013-07-30T00:00:00.0;7030.6392;5807.9175;5360.9834;446.9343;10099.2754;5600.0220;4924.7983;675.2234;8466.1836;0.9698
2013-07-30T00:00:00.0/2013-07-31T00:00:00.0;7066.6704;5877.4731;5378.4639;499.0095;10065.4502;5728.8208;5069.0732;659.7472;8872.3799;0.9802
2013-07-31T00:00:00.0/2013-08-01T00:00:00.0;7103.4980;5928.8618;5354.0439;574.8181;9934.6426;5693.5142;4896.5625;796.9520;8075.4229;0.9795
2013-08-01T00:00:00.0/2013-08-02T00:00:00.0;7140.9092;5882.1328;5321.6675;560.4655;9820.9395;5173.5771;3879.8035;1293.7738;5936.2163;0.9743
2013-08-02T00:00:00.0/2013-08-03T00:00:00.0;7179.0669;6069.0596;5567.2979;501.7619;10309.4512;5969.9253;5384.4106;585.5151;9349.2080;0.9788
2013-08-03T00:00:00.0/2013-08-04T00:00:00.0;7217.7856;6293.2681;5814.0161;479.2523;10787.4707;5998.9360;5198.3843;800.5518;8503.6230;0.9736
2013-08-04T00:00:00.0/2013-08-05T00:00:00.0;7257.1733;6286.1997;5793.9556;492.2444;10730.4697;6171.1997;5580.4248;590.7750;9617.6152;0.9889
2013-08-05T00:00:00.0/2013-08-06T00:00:00.0;7297.2041;6374.2603;5820.1831;554.0771;10663.8701;6206.1538;5522.4277;683.7260;9325.5146;0.9882
2013-08-06T00:00:00.0/2013-08-07T00:00:00.0;7337.7505;6054.4858;5348.5278;705.9577;9593.8203;5196.5840;3370.6021;1825.9818;5233.0928;0.9882
2013-08-07T00:00:00.0/2013-08-08T00:00:00.0;7378.9341;6435.1909;5787.9717;647.2191;10473.0928;6166.1235;5261.8008;904.3228;8849.3750;0.9875
2013-08-08T00:00:00.0/2013-08-09T00:00:00.0;7420.5962;6385.0210;5663.1973;721.8238;10161.1260;6155.5732;5163.6021;991.9712;8772.5957;0.9872
2013-08-09T00:00:00.0/2013-08-10T00:00:00.0;7462.8354;6425.1343;5936.1030;489.0312;10765.5605;6295.6611;5719.6372;576.0239;9473.2705;0.9872
2013-08-10T00:00:00.0/2013-08-11T00:00:00.0;7505.6162;6618.3047;6120.4834;497.8213;11097.7158;6502.9917;5902.6577;600.3339;10011.1826;0.9865
2013-08-11T00:00:00.0/2013-08-12T00:00:00.0;7548.8120;6584.3301;6043.9062;540.4237;10894.9121;6454.6631;5805.3774;649.2858;9871.7256;0.9865
2013-08-12T00:00:00.0/2013-08-13T00:00:00.0;7592.5249;6643.1729;6080.4912;562.6816;10891.5801;6537.7954;5901.1719;636.6234;9874.0537;0.9861
2013-08-13T00:00:00.0/2013-08-14T00:00:00.0;7636.7344;6524.3496;5848.9009;675.4488;10321.5674;6431.2456;5699.3896;731.8563;9499.1416;0.9854
2013-08-14T00:00:00.0/2013-08-15T00:00:00.0;7681.3315;6547.1636;5872.4180;674.7457;10290.9424;6411.1821;5645.2822;765.8998;9243.7646;0.9847
2013-08-15T00:00:00.0/2013-08-16T00:00:00.0;7726.3027;6586.7183;5822.6909;764.0273;10110.3232;6463.4175;5619.7754;843.6424;9219.0527;0.9851
2013-08-16T00:00:00.0/2013-08-17T00:00:00.0;7771.7681;6693.4800;6002.7720;690.7083;10477.1055;6588.5254;5838.5996;749.9257;9602.9746;0.9844
2013-08-17T00:00:00.0/2013-08-18T00:00:00.0;7817.5605;6626.7544;6001.6982;625.0563;10434.3154;6505.8901;5815.5991;690.2910;9349.5469;0.9840
2013-08-18T00:00:00.0/2013-08-19T00:00:00.0;7863.6992;6695.4414;5941.4058;754.0356;10234.7266;6622.5273;5840.9951;781.5324;9625.7715;0.9837
2013-08-19T00:00:00.0/2013-08-20T00:00:00.0;7910.1982;6845.7671;6123.8193;721.9474;10556.6270;6762.0962;6013.4473;748.6486;9885.4590;0.9785
2013-08-20T00:00:00.0/2013-08-21T00:00:00.0;7957.0186;6679.1035;5996.7202;682.3834;10282.3701;6554.7871;5785.1133;769.6742;9517.9502;0.9830
2013-08-21T00:00:00.0/2013-08-22T00:00:00.0;8004.1313;6747.6108;6072.1528;675.4577;10382.8965;6265.3657;5402.2451;863.1205;8090.7739;0.9826
2013-08-22T00:00:00.0/2013-08-23T00:00:00.0;8051.5811;6688.9297;5874.9414;813.9884;9923.2227;4512.5757;3043.3223;1469.2537;4191.6323;0.9819
2013-08-23T00:00:00.0/2013-08-24T00:00:00.0;8099.2549;6637.8823;5871.1895;766.6932;9831.9473;4679.4985;1938.9510;2740.5474;2753.6118;0.9819
2013-08-24T00:00:00.0/2013-08-25T00:00:00.0;8147.1621;6619.5244;5850.0122;769.5126;9785.8506;3178.2476;629.3549;2548.8928;816.2819;0.9812
2013-08-25T00:00:00.0/2013-08-26T00:00:00.0;8195.3164;6860.1060;6218.1001;642.0061;10529.0996;5671.8760;4188.6865;1483.1895;5601.8052;0.9809
2013-08-26T00:00:00.0/2013-08-27T00:00:00.0;8243.6885;7258.1411;6729.9971;528.1445;11487.9297;7020.9160;6322.4087;698.5074;9506.8691;0.9802
2013-08-27T00:00:00.0/2013-08-28T00:00:00.0;8292.2441;7258.9941;6715.9976;542.9964;11398.3887;7144.2734;6557.8403;586.4334;10500.3984;0.9802
