# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (Meteosat Second Generation satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2008-10-30T00:00:00.0
# Date end (ISO 8601): 2023-11-01T00:00:00.0
# Latitude (positive North, ISO 19115): -22.2001
# Longitude (positive East, ISO 19115): -65.6296
# Altitude (m): 3529.00
# Time reference: True Solar Time (TST)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 1 day 0 h 0 min 0 s
# noValue: nan
# File generated on: 2023-12-15
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2018-02-02T00:00:00.0/2018-02-03T00:00:00.0;11395.0488;9205.8193;8287.2812;918.5380;11850.5645;3512.1792;245.3719;3266.8074;281.4252;0.9646
2018-02-03T00:00:00.0/2018-02-04T00:00:00.0;11372.4990;9294.3633;8424.7178;869.6456;12108.2178;4092.3374;461.5208;3630.8167;602.1903;0.9653
2018-02-04T00:00:00.0/2018-02-05T00:00:00.0;11349.3301;9372.8877;8653.8848;719.0029;12530.5605;7143.5942;3790.2251;3353.3691;4625.8804;0.9656
2018-02-05T00:00:00.0/2018-02-06T00:00:00.0;11325.5000;9298.7910;8520.1436;778.6475;12236.5518;4923.2959;1566.2645;3357.0310;2141.3550;0.9660
2018-02-06T00:00:00.0/2018-02-07T00:00:00.0;11301.0303;9139.5840;8179.5435;960.0402;11603.3965;5703.2471;1824.8475;3878.3997;2186.0386;0.9663
2018-02-07T00:00:00.0/2018-02-08T00:00:00.0;11275.8301;9150.6094;8239.3330;911.2763;11729.0273;3291.5149;184.6260;3106.8889;226.8219;0.9670
2018-02-08T00:00:00.0/2018-02-09T00:00:00.0;11250.0879;9118.8535;8058.5244;1060.3295;11446.8369;5814.1226;2678.8010;3135.3215;3373.3198;0.9670
2018-02-09T00:00:00.0/2018-02-10T00:00:00.0;11223.5752;9274.2188;8493.2295;780.9884;12268.5273;6304.9546;1949.4724;4355.4824;2576.7825;0.9674
2018-02-10T00:00:00.0/2018-02-11T00:00:00.0;11196.4971;9133.1787;8360.2305;772.9485;12095.1357;5347.0317;2044.5394;3302.4922;2306.1450;0.9674
2018-02-11T00:00:00.0/2018-02-12T00:00:00.0;11168.6719;9081.1260;8327.9980;753.1288;12102.4395;3504.5051;317.6661;3186.8391;332.3960;0.9677
2018-02-12T00:00:00.0/2018-02-13T00:00:00.0;11140.2559;9137.4297;8519.6455;617.7836;12475.1963;3936.3030;824.3045;3111.9985;891.8133;0.9677
2018-02-13T00:00:00.0/2018-02-14T00:00:00.0;11111.1221;9069.4062;8238.1250;831.2817;11850.4277;4939.0098;1208.1145;3730.8955;1849.8585;0.9681
2018-02-14T00:00:00.0/2018-02-15T00:00:00.0;11081.2998;9077.0771;8173.6196;903.4578;11731.1465;6806.6616;3333.3904;3473.2712;3949.8728;0.9684
2018-02-15T00:00:00.0/2018-02-16T00:00:00.0;11050.9355;8954.4443;7949.5479;1004.8969;11391.4854;3813.6953;795.7369;3017.9585;946.1305;0.9684
2018-02-16T00:00:00.0/2018-02-17T00:00:00.0;11019.8164;9024.8613;8269.0986;755.7629;11969.1318;4226.7275;548.5103;3678.2170;648.9504;0.9688
2018-02-17T00:00:00.0/2018-02-18T00:00:00.0;10988.0869;9064.2188;8279.1650;785.0533;12069.1240;5623.4248;1914.3418;3709.0828;2647.5994;0.9691
2018-02-18T00:00:00.0/2018-02-19T00:00:00.0;10955.7207;9181.2070;8441.2744;739.9332;12403.0283;7916.9551;6227.0713;1689.8837;7662.4634;0.9639
2018-02-19T00:00:00.0/2018-02-20T00:00:00.0;10922.7090;9194.2119;8456.7080;737.5037;12461.8574;8295.5254;6430.8096;1864.7157;8568.6914;0.9639
2018-02-20T00:00:00.0/2018-02-21T00:00:00.0;10889.0078;9090.4287;8342.7305;747.6988;12264.1650;7217.5195;3953.8293;3263.6902;5828.9150;0.9642
2018-02-21T00:00:00.0/2018-02-22T00:00:00.0;10854.7617;9003.3340;8367.5439;635.7902;12357.4062;4739.7402;1158.1554;3581.5850;1345.7257;0.9646
2018-02-22T00:00:00.0/2018-02-23T00:00:00.0;10819.8096;8958.4346;8297.2129;661.2211;12256.2998;6321.9937;2572.3555;3749.6382;3403.7341;0.9625
2018-02-23T00:00:00.0/2018-02-24T00:00:00.0;10784.2695;8886.0049;8120.8496;765.1553;11842.6504;5968.1162;2467.7441;3500.3723;2748.3376;0.9628
2018-02-24T00:00:00.0/2018-02-25T00:00:00.0;10748.0625;8737.0537;7693.4536;1043.5999;11100.1602;6281.8560;2855.1050;3426.7510;3627.8201;0.9583
2018-02-25T00:00:00.0/2018-02-26T00:00:00.0;10711.3379;8783.8223;7992.2271;791.5949;11651.2480;6349.3438;3220.6765;3128.6672;3793.6084;0.9635
2018-02-26T00:00:00.0/2018-02-27T00:00:00.0;10673.9209;8736.1875;7845.5093;890.6783;11399.5273;5679.5220;2586.9634;3092.5586;2988.4536;0.9642
2018-02-27T00:00:00.0/2018-02-28T00:00:00.0;10635.9561;8830.1094;8045.3872;784.7224;11855.8848;7774.4492;5726.9131;2047.5363;7969.0151;0.9649
2018-02-28T00:00:00.0/2018-03-01T00:00:00.0;10597.3398;8812.2568;8114.5322;697.7241;12028.0938;7102.8232;4510.1172;2592.7063;5506.4272;0.9653
2018-03-01T00:00:00.0/2018-03-02T00:00:00.0;10558.1934;8766.4229;8107.5176;658.9049;12061.4102;6848.3818;3621.2449;3227.1372;4212.8354;0.9656
2018-03-02T00:00:00.0/2018-03-03T00:00:00.0;10518.4541;8648.4180;7972.3301;676.0873;11806.1328;6660.8174;3683.6384;2977.1790;4433.0439;0.9660
2018-03-03T00:00:00.0/2018-03-04T00:00:00.0;10478.1699;8564.1377;7730.8975;833.2402;11325.3271;6407.5620;3657.0215;2750.5408;4438.2437;0.9663
2018-03-04T00:00:00.0/2018-03-05T00:00:00.0;10437.3203;8557.9785;7625.5469;932.4314;11154.8730;7075.1133;4760.4155;2314.6978;5686.1704;0.9670
2018-03-05T00:00:00.0/2018-03-06T00:00:00.0;10395.8760;8424.7314;7417.1914;1007.5399;10834.2539;5682.1284;2552.1277;3130.0007;2991.0430;0.9674
2018-03-06T00:00:00.0/2018-03-07T00:00:00.0;10353.9375;8422.8447;7760.6333;662.2117;11547.2139;4300.7153;1679.8213;2620.8940;1789.9962;0.9625
2018-03-07T00:00:00.0/2018-03-08T00:00:00.0;10311.4082;8419.8047;7752.3525;667.4520;11604.4863;4282.8496;1297.8499;2984.9998;1421.1344;0.9684
2018-03-08T00:00:00.0/2018-03-09T00:00:00.0;10268.4268;8496.2666;7750.6772;745.5887;11552.7314;8201.1992;7193.0078;1008.1910;9867.5029;0.9684
2018-03-09T00:00:00.0/2018-03-10T00:00:00.0;10224.9268;8487.9990;7656.4961;831.5024;11439.4512;8269.1016;7196.4375;1072.6636;10063.3564;0.9691
2018-03-10T00:00:00.0/2018-03-11T00:00:00.0;10180.8789;8539.3906;7800.2080;739.1826;11766.2422;8153.9624;6689.0625;1464.9003;9858.5625;0.9698
2018-03-11T00:00:00.0/2018-03-12T00:00:00.0;10136.4512;8527.1045;7935.0938;592.0108;12091.1543;8431.3887;7734.9741;696.4145;11118.2705;0.9698
2018-03-12T00:00:00.0/2018-03-13T00:00:00.0;10091.4971;8413.6260;7758.8813;654.7447;11766.5791;8261.3564;7446.1343;815.2219;10577.8994;0.9701
2018-03-13T00:00:00.0/2018-03-14T00:00:00.0;10046.0586;8177.2109;7317.8013;859.4098;10997.0801;7599.2358;5900.1411;1699.0951;8662.7080;0.9705
2018-03-14T00:00:00.0/2018-03-15T00:00:00.0;10000.2119;8030.1514;6940.1431;1090.0082;10278.8477;6284.8281;3847.8027;2437.0251;4986.7588;0.9708
2018-03-15T00:00:00.0/2018-03-16T00:00:00.0;9953.8848;8010.6504;7078.6421;932.0078;10601.3594;3815.8445;846.7039;2969.1406;1344.2743;0.9712
2018-03-16T00:00:00.0/2018-03-17T00:00:00.0;9907.2051;8063.8047;7345.6494;718.1550;11158.8535;5215.7461;2774.0278;2441.7183;3565.2043;0.9715
2018-03-17T00:00:00.0/2018-03-18T00:00:00.0;9860.1133;7975.0874;7152.3774;822.7100;10801.5830;5289.1968;3873.9231;1415.2736;4930.9648;0.9719
2018-03-18T00:00:00.0/2018-03-19T00:00:00.0;9812.5967;7897.5190;6946.7886;950.7308;10453.1914;4777.6221;2166.9731;2610.6489;2928.7844;0.9722
2018-03-19T00:00:00.0/2018-03-20T00:00:00.0;9764.7656;7907.3008;7272.7437;634.5573;11122.3389;6167.2812;2836.1570;3331.1243;3680.3752;0.9726
2018-03-20T00:00:00.0/2018-03-21T00:00:00.0;9716.5752;7806.7686;6791.8066;1014.9616;10291.1387;5602.7891;3421.0754;2181.7136;4660.0342;0.9729
2018-03-21T00:00:00.0/2018-03-22T00:00:00.0;9668.0098;7973.2676;7351.0566;622.2111;11355.7832;7383.4937;6310.4463;1073.0477;8821.4893;0.9733
2018-03-22T00:00:00.0/2018-03-23T00:00:00.0;9619.1768;7916.1743;7001.6831;914.4913;10676.2334;7091.3438;5755.7148;1335.6292;7491.2949;0.9733
2018-03-23T00:00:00.0/2018-03-24T00:00:00.0;9570.0361;7816.7256;6991.4453;825.2803;10774.9316;6435.0176;5119.7607;1315.2570;6686.5732;0.9701
2018-03-24T00:00:00.0/2018-03-25T00:00:00.0;9520.5723;7792.1836;6887.1523;905.0311;10612.2598;7189.2798;5511.6230;1677.6566;7683.7148;0.9708
2018-03-25T00:00:00.0/2018-03-26T00:00:00.0;9470.8906;7777.3281;7155.5591;621.7687;11204.2246;2703.5840;180.4828;2523.1011;214.1503;0.9712
2018-03-26T00:00:00.0/2018-03-27T00:00:00.0;9420.9990;7852.5796;7251.2808;601.2988;11449.7637;7768.0327;7083.3223;684.7108;10594.0010;0.9715
2018-03-27T00:00:00.0/2018-03-28T00:00:00.0;9370.8047;7662.6992;6870.4653;792.2338;10717.2188;7090.9233;5847.2017;1243.7213;8649.9199;0.9719
2018-03-28T00:00:00.0/2018-03-29T00:00:00.0;9320.4365;7701.5771;7003.0977;698.4800;11055.6025;5848.2280;3236.5715;2611.6562;4149.9951;0.9722
2018-03-29T00:00:00.0/2018-03-30T00:00:00.0;9269.8633;7702.4927;7127.9077;574.5850;11325.1826;4839.6548;2843.2402;1996.4144;3366.6389;0.9726
2018-03-30T00:00:00.0/2018-03-31T00:00:00.0;9219.0820;7604.0146;6865.7021;738.3125;10850.0039;6890.3130;5880.3584;1009.9544;7754.8032;0.9733
2018-03-31T00:00:00.0/2018-04-01T00:00:00.0;9168.1807;7592.8843;6940.4224;652.4622;11062.3203;6642.6030;4946.3457;1696.2573;6677.7412;0.9736
2018-04-01T00:00:00.0/2018-04-02T00:00:00.0;9117.1289;7504.8447;6659.2075;845.6371;10515.3467;6029.1147;3914.6785;2114.4365;5276.4287;0.9736
2018-04-02T00:00:00.0/2018-04-03T00:00:00.0;9065.9277;7520.3838;6826.8442;693.5397;10918.3525;5655.0581;2957.2429;2697.8149;4106.7485;0.9747
2018-04-03T00:00:00.0/2018-04-04T00:00:00.0;9014.6562;7582.6929;6951.6909;631.0017;11170.0742;7314.8643;6540.1646;774.6996;9667.6299;0.9750
2018-04-04T00:00:00.0/2018-04-05T00:00:00.0;8963.2910;7428.5815;6622.5063;806.0750;10606.9775;6355.3691;4094.0222;2261.3469;6453.6309;0.9753
2018-04-05T00:00:00.0/2018-04-06T00:00:00.0;8911.8320;7487.5122;6815.0688;672.4432;11063.2070;7281.4014;6449.3867;832.0145;9702.9336;0.9764
2018-04-06T00:00:00.0/2018-04-07T00:00:00.0;8860.3643;7399.2246;6749.8540;649.3704;10971.4941;7159.3828;6379.8765;779.5063;9599.2549;0.9764
2018-04-07T00:00:00.0/2018-04-08T00:00:00.0;8808.8584;7354.6650;6724.3491;630.3161;10962.0459;6064.4927;4022.7810;2041.7118;5575.0088;0.9767
2018-04-08T00:00:00.0/2018-04-09T00:00:00.0;8757.3652;7154.3208;6450.7510;703.5696;10462.9990;6725.2402;5843.1982;882.0422;8666.6885;0.9767
2018-04-09T00:00:00.0/2018-04-10T00:00:00.0;8705.8877;7056.3071;6298.8096;757.4979;10201.2422;6615.7925;5471.4243;1144.3683;7775.7627;0.9774
2018-04-10T00:00:00.0/2018-04-11T00:00:00.0;8654.3838;7112.5439;6293.7417;818.8021;10276.5098;6751.0210;5609.9971;1141.0242;7966.8267;0.9781
2018-04-11T00:00:00.0/2018-04-12T00:00:00.0;8603.0020;7230.2119;6582.5312;647.6807;10957.0225;6836.2300;5660.2256;1176.0042;8878.5137;0.9785
2018-04-12T00:00:00.0/2018-04-13T00:00:00.0;8551.6855;7101.0698;6619.6074;481.4625;11090.9561;7021.1279;6497.6289;523.4989;10435.7197;0.9785
2018-04-13T00:00:00.0/2018-04-14T00:00:00.0;8500.4189;6983.8228;6371.4419;612.3807;10613.7305;5588.5947;3675.7288;1912.8658;5934.8149;0.9795
2018-04-14T00:00:00.0/2018-04-15T00:00:00.0;8449.3232;6931.5034;6299.5825;631.9206;10496.7256;4736.8188;3068.5742;1668.2446;4140.8896;0.9799
2018-04-15T00:00:00.0/2018-04-16T00:00:00.0;8398.3594;6886.7837;6201.8306;684.9532;10311.0586;6763.7510;6012.9106;750.8403;9443.4150;0.9750
2018-04-16T00:00:00.0/2018-04-17T00:00:00.0;8347.5693;6968.7524;6338.3521;630.4007;10641.7393;6423.6343;5455.2334;968.4010;7650.8999;0.9750
2018-04-17T00:00:00.0/2018-04-18T00:00:00.0;8296.9746;7027.5806;6546.1958;481.3847;11210.7637;6984.3545;6496.5142;487.8406;10780.1982;0.9757
2018-04-18T00:00:00.0/2018-04-19T00:00:00.0;8246.5703;6939.5581;6434.9072;504.6507;11031.5518;6752.2114;6148.7378;603.4737;9797.5322;0.9760
2018-04-19T00:00:00.0/2018-04-20T00:00:00.0;8196.3604;6875.2422;6371.9824;503.2601;10958.5059;6740.0830;6122.3936;617.6895;9930.8535;0.9767
2018-04-20T00:00:00.0/2018-04-21T00:00:00.0;8146.4390;6740.5400;6160.0972;580.4429;10549.4180;6252.7358;5339.1851;913.5506;7906.2852;0.9771
2018-04-21T00:00:00.0/2018-04-22T00:00:00.0;8096.7827;6589.4814;5876.6152;712.8663;9956.8760;6130.7075;5304.9751;825.7326;7771.3071;0.9830
2018-04-22T00:00:00.0/2018-04-23T00:00:00.0;8047.4487;6555.8354;5802.1123;753.7235;9867.8936;5567.0801;3759.8384;1807.2416;5539.4683;0.9830
2018-04-23T00:00:00.0/2018-04-24T00:00:00.0;7998.4058;6444.6748;5647.6123;797.0625;9558.6338;6208.1841;5246.8970;961.2874;8012.8555;0.9833
2018-04-24T00:00:00.0/2018-04-25T00:00:00.0;7949.6533;6388.4971;5535.3804;853.1166;9411.1201;4627.9756;2539.1362;2088.8394;3633.0950;0.9840
2018-04-25T00:00:00.0/2018-04-26T00:00:00.0;7901.3521;6442.0923;5891.5317;550.5603;10286.6016;5091.4702;2834.3198;2257.1504;4151.0474;0.9840
2018-04-26T00:00:00.0/2018-04-27T00:00:00.0;7853.3794;6336.3159;5701.0137;635.3024;9885.3037;4189.7358;1361.5703;2828.1655;2050.2544;0.9840
2018-04-27T00:00:00.0/2018-04-28T00:00:00.0;7805.7681;6279.9536;5341.1284;938.8250;9158.0889;4167.4941;1484.1621;2683.3323;2195.5229;0.9854
2018-04-28T00:00:00.0/2018-04-29T00:00:00.0;7758.6011;6335.3691;5663.6064;671.7628;9907.5967;5860.8101;4692.9844;1167.8257;6894.7231;0.9854
2018-04-29T00:00:00.0/2018-04-30T00:00:00.0;7711.8809;6261.0996;5557.1030;703.9963;9711.7012;5803.8306;4826.3760;977.4542;7233.9639;0.9858
2018-04-30T00:00:00.0/2018-05-01T00:00:00.0;7665.6201;6160.3154;5297.0776;863.2379;9179.5967;5860.1758;4680.1343;1180.0419;7614.0112;0.9861
2018-05-01T00:00:00.0/2018-05-02T00:00:00.0;7619.8101;6181.8467;5489.1890;692.6578;9648.1240;5184.7568;3888.7385;1296.0184;5667.2363;0.9865
2018-05-02T00:00:00.0/2018-05-03T00:00:00.0;7574.5293;6158.0977;5484.1406;673.9570;9708.4883;5760.9346;4727.1797;1033.7551;7338.8320;0.9868
2018-05-03T00:00:00.0/2018-05-04T00:00:00.0;7529.7422;6124.7769;5397.7949;726.9822;9576.3613;5853.9648;4953.8848;900.0797;7935.3091;0.9872
2018-05-04T00:00:00.0/2018-05-05T00:00:00.0;7485.4873;6235.3936;5566.7480;668.6458;9996.1670;5911.4551;5035.9966;875.4586;8115.5117;0.9872
2018-05-05T00:00:00.0/2018-05-06T00:00:00.0;7441.8003;6108.9126;5447.3848;661.5276;9757.0977;5294.3657;3325.6658;1968.7000;5404.8276;0.9882
2018-05-06T00:00:00.0/2018-05-07T00:00:00.0;7398.6172;6023.5439;5305.8120;717.7318;9490.3057;4684.0581;2366.6104;2317.4475;3550.7102;0.9573
2018-05-07T00:00:00.0/2018-05-08T00:00:00.0;7356.1426;6081.9907;5421.3765;660.6146;9813.9131;5777.9229;4949.3481;828.5747;7838.8716;0.9885
2018-05-08T00:00:00.0/2018-05-09T00:00:00.0;7314.2090;6103.8843;5566.1860;537.6979;10233.4160;5246.5063;3429.9087;1816.5977;5470.5752;0.9889
2018-05-09T00:00:00.0/2018-05-10T00:00:00.0;7272.9258;6045.7354;5495.2021;550.5328;10093.4805;3066.2771;555.4146;2510.8625;809.0779;0.9892
2018-05-10T00:00:00.0/2018-05-11T00:00:00.0;7232.2773;6244.0415;5790.5508;453.4907;10831.3379;6043.2500;5425.5547;617.6949;9458.5264;0.9844
2018-05-11T00:00:00.0/2018-05-12T00:00:00.0;7192.3047;6039.3716;5570.7739;468.5977;10409.9580;5928.0947;5378.6743;549.4206;9581.0342;0.9795
2018-05-12T00:00:00.0/2018-05-13T00:00:00.0;7153.0151;5986.3418;5414.5229;571.8191;10068.8223;5786.6138;5066.7280;719.8854;8713.9023;0.9799
2018-05-13T00:00:00.0/2018-05-14T00:00:00.0;7114.4312;5979.0664;5369.1382;609.9285;10010.3359;5851.0010;5166.4277;684.5733;8897.5332;0.9802
2018-05-14T00:00:00.0/2018-05-15T00:00:00.0;7076.5703;5999.0278;5389.8711;609.1567;10101.1436;5815.2080;5060.0459;755.1620;8652.4385;0.9806
2018-05-15T00:00:00.0/2018-05-16T00:00:00.0;7039.4512;5887.1875;5314.8569;572.3306;9981.3154;5780.9243;5155.3013;625.6230;9178.9766;0.9809
2018-05-16T00:00:00.0/2018-05-17T00:00:00.0;7003.1387;5789.9302;5270.0347;519.8953;9946.2217;5612.2021;4962.9233;649.2790;8746.4473;0.9809
2018-05-17T00:00:00.0/2018-05-18T00:00:00.0;6967.5537;5858.2041;5283.2354;574.9692;9986.6055;5793.8887;5197.4565;596.4321;9406.7168;0.9812
2018-05-18T00:00:00.0/2018-05-19T00:00:00.0;6932.7734;5794.5693;5165.1201;629.4492;9791.3984;5155.6807;3678.4648;1477.2157;6114.4907;0.9816
2018-05-19T00:00:00.0/2018-05-20T00:00:00.0;6898.8247;5768.0366;5279.9126;488.1237;10127.4668;5667.5479;5135.3838;532.1638;9286.2568;0.9816
2018-05-20T00:00:00.0/2018-05-21T00:00:00.0;6865.6396;5719.4072;5097.3799;622.0276;9686.7842;5601.9214;4903.0796;698.8421;8846.0186;0.9823
2018-05-21T00:00:00.0/2018-05-22T00:00:00.0;6833.3711;5762.4746;5169.9775;592.4971;9921.0352;4830.1255;3309.5188;1520.6068;5187.4033;0.9823
2018-05-22T00:00:00.0/2018-05-23T00:00:00.0;6801.9048;5658.2363;5056.1338;602.1026;9670.0479;5463.6079;4733.9702;729.6375;8499.2373;0.9826
2018-05-23T00:00:00.0/2018-05-24T00:00:00.0;6771.3267;5644.7861;4979.9766;664.8094;9506.8975;5525.5054;4785.2148;740.2903;8555.4209;0.9830
2018-05-24T00:00:00.0/2018-05-25T00:00:00.0;6741.6196;5594.4414;4858.3066;736.1347;9263.8174;5497.1685;4724.7227;772.4459;8508.1680;0.9781
2018-05-25T00:00:00.0/2018-05-26T00:00:00.0;6712.8643;5620.9287;4932.7632;688.1654;9490.6777;5457.7114;4647.6045;810.1069;8430.4102;0.9833
2018-05-26T00:00:00.0/2018-05-27T00:00:00.0;6684.9951;5658.4341;5172.3501;486.0837;10129.2129;4628.0127;2534.7280;2093.2844;4177.2832;0.9833
2018-05-27T00:00:00.0/2018-05-28T00:00:00.0;6657.9878;5548.2861;4992.5278;555.7585;9755.8135;5423.4497;4771.5947;651.8549;8771.3926;0.9840
2018-05-28T00:00:00.0/2018-05-29T00:00:00.0;6631.9937;5631.3496;5119.2554;512.0941;10036.2119;5486.7241;4932.4746;554.2493;8791.3203;0.9840
2018-05-29T00:00:00.0/2018-05-30T00:00:00.0;6606.9028;5569.5186;4988.1763;581.3419;9755.6836;5290.5610;4478.8140;811.7471;7955.0078;0.9844
2018-05-30T00:00:00.0/2018-05-31T00:00:00.0;6582.8120;5465.7490;4794.0093;671.7396;9327.6504;5296.0127;4566.3467;729.6661;8091.8359;0.9844
2018-05-31T00:00:00.0/2018-06-01T00:00:00.0;6559.6357;5514.8335;5011.0625;503.7710;9914.9492;5355.1196;4737.8511;617.2689;8675.8838;0.9743
2018-06-01T00:00:00.0/2018-06-02T00:00:00.0;6537.4941;5506.9888;5052.9199;454.0692;10050.8057;4413.1782;3029.9922;1383.1858;4767.8896;0.9847
2018-06-02T00:00:00.0/2018-06-03T00:00:00.0;6516.3271;5545.8359;5096.5293;449.3067;10164.8955;4657.1929;3499.6812;1157.5118;5827.0542;0.9847
2018-06-03T00:00:00.0/2018-06-04T00:00:00.0;6496.1255;5340.6064;4827.0352;513.5716;9560.9814;2240.0698;206.7962;2033.2736;341.6817;0.9851
2018-06-04T00:00:00.0/2018-06-05T00:00:00.0;6476.9331;5317.2783;4815.4492;501.8290;9547.7725;2339.7070;289.8459;2049.8611;425.4593;0.9854
2018-06-05T00:00:00.0/2018-06-06T00:00:00.0;6458.7485;5384.1582;4859.4888;524.6693;9653.4248;3981.0874;1238.3887;2742.6987;2206.2739;0.9858
2018-06-06T00:00:00.0/2018-06-07T00:00:00.0;6441.6431;5505.2822;4951.6362;553.6464;9863.1172;4225.4839;1749.9872;2475.4968;3300.0774;0.9753
2018-06-07T00:00:00.0/2018-06-08T00:00:00.0;6425.5576;5391.0112;4894.4570;496.5540;9825.0068;3990.3086;1726.0469;2264.2617;2875.2356;0.9858
2018-06-08T00:00:00.0/2018-06-09T00:00:00.0;6410.4751;5439.8916;5003.6997;436.1917;10086.5342;5257.7188;4665.4775;592.2410;8693.9102;0.9861
2018-06-09T00:00:00.0/2018-06-10T00:00:00.0;6396.4834;5510.3066;5061.8521;448.4542;10259.8164;4692.2231;3513.4775;1178.7458;5931.3413;0.9861
2018-06-10T00:00:00.0/2018-06-11T00:00:00.0;6383.5771;5459.7373;5049.7168;410.0205;10265.8711;4798.3389;3951.3020;847.0368;6550.3638;0.9858
2018-06-11T00:00:00.0/2018-06-12T00:00:00.0;6371.6602;5446.9360;5026.2808;420.6552;10221.0283;4573.4209;3203.8657;1369.5553;5213.0615;0.9806
2018-06-12T00:00:00.0/2018-06-13T00:00:00.0;6360.8481;5401.7661;4907.2388;494.5273;9905.8027;4813.7251;3412.4775;1401.2478;6159.9126;0.9757
2018-06-13T00:00:00.0/2018-06-14T00:00:00.0;6351.0972;5412.6904;4939.0771;473.6132;9998.0264;4744.2749;3408.4944;1335.7804;5576.0283;0.9861
2018-06-14T00:00:00.0/2018-06-15T00:00:00.0;6342.3887;5136.7402;4596.1938;540.5461;9208.1221;2105.4316;159.6116;1945.8201;262.4623;0.9865
2018-06-15T00:00:00.0/2018-06-16T00:00:00.0;6334.7959;5194.8262;4659.5244;535.3019;9369.9844;4751.1929;3940.2610;810.9319;7094.4575;0.9865
2018-06-16T00:00:00.0/2018-06-17T00:00:00.0;6328.2749;5366.3364;4936.5264;429.8101;10045.9131;4071.6477;2015.8525;2055.7952;3449.9683;0.9865
2018-06-17T00:00:00.0/2018-06-18T00:00:00.0;6322.7949;5268.5718;4700.4624;568.1096;9462.8711;4824.9951;3824.0264;1000.9689;6595.0103;0.9868
2018-06-18T00:00:00.0/2018-06-19T00:00:00.0;6318.4863;5398.6704;4986.4058;412.2648;10194.8770;4376.5571;2378.5691;1997.9882;4768.2578;0.9865
2018-06-19T00:00:00.0/2018-06-20T00:00:00.0;6315.2275;5394.1743;4890.9424;503.2320;9935.3164;5102.3418;4248.8193;853.5223;8221.3516;0.9865
2018-06-20T00:00:00.0/2018-06-21T00:00:00.0;6313.0464;5343.5327;4846.2285;497.3044;9837.5879;5289.2368;4753.5264;535.7106;9188.0664;0.9865
2018-06-21T00:00:00.0/2018-06-22T00:00:00.0;6311.9087;5311.3716;4815.5562;495.8152;9767.5010;5225.0054;4667.8481;557.1576;8894.3037;0.9868
2018-06-22T00:00:00.0/2018-06-23T00:00:00.0;6311.8989;5251.3955;4713.3140;538.0815;9489.7461;5132.7998;4519.0439;613.7557;8251.5039;0.9868
2018-06-23T00:00:00.0/2018-06-24T00:00:00.0;6313.0117;5242.5459;4646.2241;596.3222;9278.5391;4963.9536;4147.3857;816.5677;7339.6753;0.9865
2018-06-24T00:00:00.0/2018-06-25T00:00:00.0;6315.1714;5261.3281;4821.9473;439.3806;9797.4756;4822.0615;4086.4263;735.6352;7067.5117;0.9865
2018-06-25T00:00:00.0/2018-06-26T00:00:00.0;6318.3911;5374.4614;4933.5581;440.9034;10027.4238;4894.8589;4211.3623;683.4965;7441.3252;0.9861
2018-06-26T00:00:00.0/2018-06-27T00:00:00.0;6322.6885;5309.2905;4833.8105;475.4800;9783.9062;4061.6345;2036.6482;2024.9863;3535.9094;0.9865
2018-06-27T00:00:00.0/2018-06-28T00:00:00.0;6328.0728;5350.0449;4924.7930;425.2520;10018.4551;5211.1572;4668.4561;542.7013;8514.0381;0.9865
