# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (Meteosat Second Generation satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2008-10-30T00:00:00.0
# Date end (ISO 8601): 2023-11-01T00:00:00.0
# Latitude (positive North, ISO 19115): -32.7259
# Longitude (positive East, ISO 19115): -60.6638
# Altitude (m): 10.00
# Time reference: True Solar Time (TST)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 1 day 0 h 0 min 0 s
# noValue: nan
# File generated on: 2023-12-12
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2015-04-25T00:00:00.0/2015-04-26T00:00:00.0;6519.4814;4779.5537;4119.4355;660.1181;8143.3628;4766.4956;4095.0447;671.4509;7934.0664;0.9826
2015-04-26T00:00:00.0/2015-04-27T00:00:00.0;6461.5571;4641.1733;3853.7874;787.3859;7586.2363;3625.4170;1727.6548;1897.7623;3297.7273;0.9830
2015-04-27T00:00:00.0/2015-04-28T00:00:00.0;6404.2402;4572.3843;3774.8879;797.4964;7447.1211;3340.7830;1874.8146;1465.9684;3405.4338;0.9837
2015-04-28T00:00:00.0/2015-04-29T00:00:00.0;6347.5693;4474.4312;3670.3867;804.0443;7255.2051;3951.2659;2766.4033;1184.8624;4711.2690;0.9684
2015-04-29T00:00:00.0/2015-04-30T00:00:00.0;6291.5654;4291.6323;3291.3953;1000.2371;6471.8193;1097.4485;59.0506;1038.3978;129.9876;0.9802
2015-04-30T00:00:00.0/2015-05-01T00:00:00.0;6236.2920;4253.9282;3250.3169;1003.6110;6401.0059;3290.1501;1757.7551;1532.3950;3263.5847;0.9802
2015-05-01T00:00:00.0/2015-05-02T00:00:00.0;6181.6938;4081.7561;2908.7952;1172.9611;5731.7959;2606.6396;690.5394;1916.1003;1500.9778;0.9809
2015-05-02T00:00:00.0/2015-05-03T00:00:00.0;6127.8154;4202.4653;3323.2122;879.2533;6700.7622;2032.9727;713.8830;1319.0897;1948.9823;0.9816
2015-05-03T00:00:00.0/2015-05-04T00:00:00.0;6074.6733;4620.3887;3978.4121;641.9767;8235.3086;4488.2954;3763.2051;725.0900;7326.0981;0.9823
2015-05-04T00:00:00.0/2015-05-05T00:00:00.0;6022.3418;4470.4146;3789.4397;680.9749;7879.7598;4202.7827;3284.0667;918.7158;6317.3027;0.9826
2015-05-05T00:00:00.0/2015-05-06T00:00:00.0;5970.7446;4412.3613;3742.5122;669.8489;7830.9038;4303.8486;3549.0708;754.7779;7061.4048;0.9729
2015-05-06T00:00:00.0/2015-05-07T00:00:00.0;5919.9341;4261.4795;3496.8262;764.6535;7273.2812;3969.1125;2985.5354;983.5772;5971.6406;0.9840
2015-05-07T00:00:00.0/2015-05-08T00:00:00.0;5870.0166;4319.5176;3612.8379;706.6799;7574.8091;2566.4014;945.9944;1620.4069;2101.9465;0.9837
2015-05-08T00:00:00.0/2015-05-09T00:00:00.0;5820.8608;4153.1689;3311.2734;841.8955;6880.4507;3840.8179;2730.7502;1110.0677;5449.5488;0.9847
2015-05-09T00:00:00.0/2015-05-10T00:00:00.0;5772.5400;4000.7861;3125.0034;875.7828;6511.5625;1618.8459;204.5945;1414.2515;585.4893;0.9854
2015-05-10T00:00:00.0/2015-05-11T00:00:00.0;5725.0703;3971.7134;3089.9695;881.7438;6446.7769;3743.8391;2727.9646;1015.8745;5380.3311;0.9760
2015-05-11T00:00:00.0/2015-05-12T00:00:00.0;5678.5186;4094.8081;3355.0947;739.7135;7168.5923;926.4489;102.1039;824.3450;417.1537;0.9760
2015-05-12T00:00:00.0/2015-05-13T00:00:00.0;5632.8740;3985.9258;3074.6328;911.2931;6495.9453;3460.4983;2148.3098;1312.1885;4381.7666;0.9816
2015-05-13T00:00:00.0/2015-05-14T00:00:00.0;5588.0874;3895.9626;3048.3916;847.5710;6492.0688;3680.9285;2754.0610;926.8677;5486.4644;0.9823
2015-05-14T00:00:00.0/2015-05-15T00:00:00.0;5544.2529;3906.3147;3202.6587;703.6560;6923.8530;3498.2361;2212.9727;1285.2632;4617.5215;0.9826
2015-05-15T00:00:00.0/2015-05-16T00:00:00.0;5501.3628;3737.2026;2844.3455;892.8571;6066.4326;3286.3779;2047.3617;1239.0162;4295.0537;0.9830
2015-05-16T00:00:00.0/2015-05-17T00:00:00.0;5459.3979;3675.8896;2779.3779;896.5118;5959.6362;3183.4443;1977.9506;1205.4938;3943.9473;0.9837
2015-05-17T00:00:00.0/2015-05-18T00:00:00.0;5418.3862;3663.0923;2798.4451;864.6470;6059.6782;1156.9254;267.8856;889.0398;951.8040;0.9792
2015-05-18T00:00:00.0/2015-05-19T00:00:00.0;5378.4370;3598.0518;2820.5613;777.4904;6131.1826;2372.4155;782.6835;1589.7321;1765.4666;0.9792
2015-05-19T00:00:00.0/2015-05-20T00:00:00.0;5339.4199;3603.5100;2841.8523;761.6578;6219.2769;2471.0496;1192.4435;1278.6060;2697.3484;0.9799
2015-05-20T00:00:00.0/2015-05-21T00:00:00.0;5301.3926;3709.0659;3045.0842;663.9819;6784.7271;3445.2341;2430.9922;1014.2418;5356.2671;0.9806
2015-05-21T00:00:00.0/2015-05-22T00:00:00.0;5264.4800;3668.5564;2916.5452;752.0112;6480.6792;3174.0798;1780.3097;1393.7700;3942.7898;0.9806
2015-05-22T00:00:00.0/2015-05-23T00:00:00.0;5228.5220;3556.1995;2792.0100;764.1896;6194.1738;2550.5825;1049.5037;1501.0790;2352.2244;0.9812
2015-05-23T00:00:00.0/2015-05-24T00:00:00.0;5193.6484;3422.3555;2489.2356;933.1200;5499.6860;974.6622;15.2572;959.4050;34.9974;0.9816
2015-05-24T00:00:00.0/2015-05-25T00:00:00.0;5159.8291;3591.0579;2765.0405;826.0172;6165.1890;1087.2263;159.6030;927.6233;508.8812;0.9819
2015-05-25T00:00:00.0/2015-05-26T00:00:00.0;5127.0928;3658.7625;2951.9956;706.7668;6697.7642;1672.1759;286.8529;1385.3230;571.0200;0.9823
2015-05-26T00:00:00.0/2015-05-27T00:00:00.0;5095.4136;3356.2161;2230.9041;1125.3121;4889.4219;809.5704;1.1097;808.4606;3.3224;0.9826
2015-05-27T00:00:00.0/2015-05-28T00:00:00.0;5064.8496;3433.3774;2407.1389;1026.2385;5366.1069;3275.6475;2239.1304;1036.5172;4742.8550;0.9830
2015-05-28T00:00:00.0/2015-05-29T00:00:00.0;5035.3726;3605.8276;2970.1453;635.6824;6871.7407;3531.7405;2871.7410;659.9995;6293.4995;0.9833
2015-05-29T00:00:00.0/2015-05-30T00:00:00.0;5006.9932;3546.6487;2834.5112;712.1373;6491.2642;2291.5559;617.9095;1673.6465;1448.8994;0.9833
2015-05-30T00:00:00.0/2015-05-31T00:00:00.0;4979.7544;3520.5684;2853.6208;666.9476;6594.0469;2741.9180;1680.6812;1061.2369;3475.8398;0.9840
2015-05-31T00:00:00.0/2015-06-01T00:00:00.0;4953.6206;3471.0769;2695.3179;775.7590;6176.0811;2243.1267;814.4681;1428.6587;1755.5181;0.9844
2015-06-01T00:00:00.0/2015-06-02T00:00:00.0;4928.6191;3485.7053;2805.4038;680.3017;6566.1372;3054.3984;1956.7476;1097.6509;4373.5806;0.9795
2015-06-02T00:00:00.0/2015-06-03T00:00:00.0;4904.7695;3458.1819;2834.0596;624.1224;6655.8086;3069.6597;1856.6978;1212.9619;4229.3223;0.9799
2015-06-03T00:00:00.0/2015-06-04T00:00:00.0;4882.0928;3385.6353;2669.7051;715.9304;6266.6265;3310.3735;2546.6826;763.6909;5701.8447;0.9799
2015-06-04T00:00:00.0/2015-06-05T00:00:00.0;4860.5376;3412.6968;2754.1936;658.5032;6465.6040;3289.6597;2519.2446;770.4149;5701.7134;0.9802
2015-06-05T00:00:00.0/2015-06-06T00:00:00.0;4840.1636;3301.1746;2617.5574;683.6171;6099.9204;1608.9149;241.6601;1367.2548;651.4672;0.9802
2015-06-06T00:00:00.0/2015-06-07T00:00:00.0;4820.8955;3293.6436;2679.8940;613.7496;6344.0527;2152.3137;513.5941;1638.7196;1250.4983;0.9809
2015-06-07T00:00:00.0/2015-06-08T00:00:00.0;4802.8638;3410.3533;2777.2485;633.1047;6610.4873;2936.9951;2057.1934;879.8019;4478.2607;0.9809
2015-06-08T00:00:00.0/2015-06-09T00:00:00.0;4785.9849;3299.6841;2588.9858;710.6982;6100.7207;2862.6704;1942.0194;920.6510;4208.7754;0.9760
2015-06-09T00:00:00.0/2015-06-10T00:00:00.0;4770.3086;3086.4614;2154.4009;932.0605;4958.8223;676.8589;4.1401;672.7189;14.8866;0.9812
2015-06-10T00:00:00.0/2015-06-11T00:00:00.0;4755.7925;3357.1091;2691.1829;665.9261;6409.2012;2753.7976;1783.7515;970.0463;3645.1877;0.9812
2015-06-11T00:00:00.0/2015-06-12T00:00:00.0;4742.4995;3486.0798;2941.6914;544.3885;7139.8604;3346.6719;2693.3945;653.2772;6223.1558;0.9816
2015-06-12T00:00:00.0/2015-06-13T00:00:00.0;4730.3618;3501.5381;2987.0505;514.4875;7240.6235;3438.9014;2888.3528;550.5486;6640.2388;0.9819
2015-06-13T00:00:00.0/2015-06-14T00:00:00.0;4719.4600;3279.1914;2570.8064;708.3849;6096.2373;1688.3204;517.5845;1170.7360;1407.6517;0.9819
2015-06-14T00:00:00.0/2015-06-15T00:00:00.0;4709.7476;3459.8665;2935.5769;524.2894;7202.8433;3234.5369;2493.4673;741.0697;6003.2168;0.9767
2015-06-15T00:00:00.0/2015-06-16T00:00:00.0;4701.2178;3466.8770;2967.6626;499.2143;7285.2070;3320.4312;2710.5645;609.8668;6241.0571;0.9823
2015-06-16T00:00:00.0/2015-06-17T00:00:00.0;4693.9199;3405.5811;2811.4763;594.1046;6802.2515;3352.0701;2738.9155;613.1544;6411.5767;0.9823
2015-06-17T00:00:00.0/2015-06-18T00:00:00.0;4687.8232;3365.6587;2746.2861;619.3726;6657.7222;3101.6919;2222.7092;878.9826;5157.3579;0.9823
2015-06-18T00:00:00.0/2015-06-19T00:00:00.0;4682.9561;3614.5371;3152.0591;462.4781;7837.4888;3394.7197;2731.7021;663.0178;6440.6831;0.9823
2015-06-19T00:00:00.0/2015-06-20T00:00:00.0;4679.2905;3567.0273;3117.5713;449.4561;7737.6270;3155.5066;2096.2554;1059.2512;5304.1714;0.9823
2015-06-20T00:00:00.0/2015-06-21T00:00:00.0;4676.8262;3366.6475;2816.2195;550.4279;6874.5654;2949.8137;1842.3939;1107.4198;4230.4019;0.9826
2015-06-21T00:00:00.0/2015-06-22T00:00:00.0;4675.5347;3352.3809;2761.0178;591.3632;6697.5347;3316.9485;2710.0076;606.9407;6289.2471;0.9826
2015-06-22T00:00:00.0/2015-06-23T00:00:00.0;4675.4902;3272.2249;2476.3530;795.8718;5886.7373;2208.4607;711.0182;1497.4424;2109.2134;0.9774
2015-06-23T00:00:00.0/2015-06-24T00:00:00.0;4676.6963;3478.8950;2928.3013;550.5936;7163.2363;3283.1111;2571.5505;711.5605;5816.4185;0.9823
2015-06-24T00:00:00.0/2015-06-25T00:00:00.0;4679.0669;3290.1653;2545.4675;744.6976;6062.6089;2747.3010;1990.1161;757.1850;4157.5454;0.9819
2015-06-25T00:00:00.0/2015-06-26T00:00:00.0;4682.6328;3013.0215;2114.5801;898.4413;4893.4399;571.2599;1.8035;569.4564;6.8762;0.9823
2015-06-26T00:00:00.0/2015-06-27T00:00:00.0;4687.4360;3114.7180;2396.1084;718.6097;5683.2085;1561.3781;308.1340;1253.2440;641.2359;0.9819
2015-06-27T00:00:00.0/2015-06-28T00:00:00.0;4693.4082;2901.0583;1871.0208;1030.0376;4289.8101;1110.5822;50.4743;1060.1078;171.9220;0.9819
2015-06-28T00:00:00.0/2015-06-29T00:00:00.0;4700.5361;2953.4541;1972.6793;980.7748;4519.8452;1682.6372;352.9957;1329.6415;723.8605;0.9823
2015-06-29T00:00:00.0/2015-06-30T00:00:00.0;4708.9282;3217.1545;2581.0825;636.0720;6194.5493;674.4413;0.5803;673.8610;1.0833;0.9819
2015-06-30T00:00:00.0/2015-07-01T00:00:00.0;4718.4756;3432.4172;2968.4287;463.9886;7256.5908;3326.5354;2775.1382;551.3973;6335.3369;0.9819
2015-07-01T00:00:00.0/2015-07-02T00:00:00.0;4729.1948;3377.1233;2820.6897;556.4335;6806.5356;2411.3931;816.2203;1595.1729;2161.8455;0.9819
2015-07-02T00:00:00.0/2015-07-03T00:00:00.0;4741.1411;3294.0151;2586.6506;707.3645;6145.8125;3121.9114;2310.6826;811.2288;5271.6934;0.9816
2015-07-03T00:00:00.0/2015-07-04T00:00:00.0;4754.2163;3538.2346;3049.7769;488.4579;7389.4146;2359.2253;1031.5454;1327.6798;2305.5732;0.9816
2015-07-04T00:00:00.0/2015-07-05T00:00:00.0;4768.5381;3575.4043;3042.0000;533.4042;7394.8667;3243.5217;2389.6343;853.8875;5685.6499;0.9806
2015-07-05T00:00:00.0/2015-07-06T00:00:00.0;4783.9546;3480.8745;2841.4744;639.4000;6776.0190;2865.9048;1545.1346;1320.7700;3702.4651;0.9812
2015-07-06T00:00:00.0/2015-07-07T00:00:00.0;4800.5625;3424.1287;2799.1440;624.9847;6660.3716;3184.4683;2397.6960;786.7721;5222.2891;0.9806
2015-07-07T00:00:00.0/2015-07-08T00:00:00.0;4818.2896;3489.6711;2873.2410;616.4301;6846.7832;3209.5952;2257.2104;952.3849;5405.4961;0.9753
2015-07-08T00:00:00.0/2015-07-09T00:00:00.0;4837.1924;3583.2505;3090.8621;492.3884;7447.7368;3037.8127;1971.3811;1066.4318;4854.9219;0.9750
2015-07-09T00:00:00.0/2015-07-10T00:00:00.0;4857.1987;3351.1782;2597.8020;753.3762;6035.6318;2795.9258;1563.7910;1232.1348;3325.3369;0.9802
2015-07-10T00:00:00.0/2015-07-11T00:00:00.0;4878.4097;3140.0952;2090.8413;1049.2539;4746.2358;982.7104;15.2922;967.4182;33.4651;0.9795
2015-07-11T00:00:00.0/2015-07-12T00:00:00.0;4900.6772;3050.5967;1868.0459;1182.5507;4141.5259;995.0463;75.5873;919.4590;273.5771;0.9743
2015-07-12T00:00:00.0/2015-07-13T00:00:00.0;4924.0972;3271.8071;2449.4429;822.3642;5584.3213;1356.4664;85.7789;1270.6876;177.8359;0.9844
2015-07-13T00:00:00.0/2015-07-14T00:00:00.0;4948.5732;3524.1433;2801.5732;722.5703;6469.1294;1470.2334;189.6329;1280.6006;398.9959;0.9844
2015-07-14T00:00:00.0/2015-07-15T00:00:00.0;4974.2437;3662.2463;3092.1548;570.0916;7273.6860;3636.2097;3049.6445;586.5651;6972.7939;0.9837
2015-07-15T00:00:00.0/2015-07-16T00:00:00.0;5000.9502;3689.7126;3166.3562;523.3563;7409.7100;3550.1384;2889.4036;660.7350;6628.9946;0.9833
2015-07-16T00:00:00.0/2015-07-17T00:00:00.0;5028.7383;3688.0439;3075.0457;612.9982;7106.0083;3087.5237;1896.7339;1190.7899;4297.0698;0.9830
2015-07-17T00:00:00.0/2015-07-18T00:00:00.0;5057.6040;3725.6289;3153.9929;571.6361;7314.4946;3674.3716;3070.5286;603.8431;6811.2178;0.9826
2015-07-18T00:00:00.0/2015-07-19T00:00:00.0;5087.4731;3623.5645;2962.8081;660.7563;6729.1738;2885.4670;2060.7244;824.7426;4201.8389;0.9826
2015-07-19T00:00:00.0/2015-07-20T00:00:00.0;5118.4819;3569.4597;2782.1250;787.3348;6227.4517;1855.8861;397.4968;1458.3894;1164.5529;0.9819
2015-07-20T00:00:00.0/2015-07-21T00:00:00.0;5150.4692;3818.6001;3166.0513;652.5488;7201.2026;3612.8730;2764.4392;848.4338;6093.7134;0.9816
2015-07-21T00:00:00.0/2015-07-22T00:00:00.0;5183.4932;3914.6499;3385.2356;529.4143;7797.0566;3751.5645;3065.0872;686.4772;6839.9199;0.9812
2015-07-22T00:00:00.0/2015-07-23T00:00:00.0;5217.5176;3862.7417;3269.3467;593.3950;7385.8154;3314.8452;2338.9648;975.8804;4764.3589;0.9809
2015-07-23T00:00:00.0/2015-07-24T00:00:00.0;5252.5791;3568.6538;2498.4724;1070.1813;5382.2856;2975.6389;1455.6533;1519.9856;3120.2383;0.9802
2015-07-24T00:00:00.0/2015-07-25T00:00:00.0;5288.5884;3947.8030;3395.7502;552.0527;7676.4775;3828.6599;3178.3015;650.3584;6638.6548;0.9799
2015-07-25T00:00:00.0/2015-07-26T00:00:00.0;5325.5762;3883.5276;3188.1272;695.4005;7093.2207;2672.8547;1306.2565;1366.5983;2509.6277;0.9795
2015-07-26T00:00:00.0/2015-07-27T00:00:00.0;5363.5459;3845.0806;3040.1921;804.8883;6671.5488;3458.0938;2216.8123;1241.2816;4895.4751;0.9788
2015-07-27T00:00:00.0/2015-07-28T00:00:00.0;5402.4326;3876.7729;3242.4158;634.3572;7159.2407;3814.6411;3155.0303;659.6108;6613.5132;0.9837
2015-07-28T00:00:00.0/2015-07-29T00:00:00.0;5442.2588;3657.0146;2816.1064;840.9083;6031.5972;3113.7781;1820.1681;1293.6101;3602.7817;0.9833
2015-07-29T00:00:00.0/2015-07-30T00:00:00.0;5482.9897;3595.0129;2543.6719;1051.3409;5296.5073;2475.3384;501.7877;1973.5508;978.8108;0.9830
2015-07-30T00:00:00.0/2015-07-31T00:00:00.0;5524.6738;3444.9226;2300.5420;1144.3805;4771.1294;1018.0658;155.5615;862.5043;405.3562;0.9823
2015-07-31T00:00:00.0/2015-08-01T00:00:00.0;5567.2065;3808.6650;2856.9509;951.7141;5970.6538;1669.2522;681.4555;987.7967;1513.2930;0.9823
2015-08-01T00:00:00.0/2015-08-02T00:00:00.0;5610.6172;3978.3108;3167.1157;811.1952;6684.9370;1761.0056;343.9438;1417.0618;915.8906;0.9816
2015-08-02T00:00:00.0/2015-08-03T00:00:00.0;5654.9395;3822.8840;2895.5022;927.3819;5996.3931;2743.5432;1130.0107;1613.5325;2267.6033;0.9809
2015-08-03T00:00:00.0/2015-08-04T00:00:00.0;5700.1006;4031.3547;3148.3625;882.9924;6523.3262;3546.4155;2215.9175;1330.4979;4164.2173;0.9802
2015-08-04T00:00:00.0/2015-08-05T00:00:00.0;5746.0874;3980.7849;3031.5227;949.2621;6272.7061;2435.9128;581.9084;1854.0044;1330.2014;0.9847
2015-08-05T00:00:00.0/2015-08-06T00:00:00.0;5792.8711;3604.1062;2272.1089;1331.9973;4462.8911;1151.7734;14.5558;1137.2177;28.8868;0.9844
2015-08-06T00:00:00.0/2015-08-07T00:00:00.0;5840.4590;3595.6426;2284.1682;1311.4744;4479.8550;2271.4780;757.3165;1514.1615;1445.7281;0.9840
2015-08-07T00:00:00.0/2015-08-08T00:00:00.0;5888.8652;3901.8140;2745.0298;1156.7842;5477.1050;3047.3782;1442.0999;1605.2783;2547.5120;0.9833
2015-08-08T00:00:00.0/2015-08-09T00:00:00.0;5938.0200;3679.9165;2363.2139;1316.7028;4542.1582;1412.3467;37.5712;1374.7754;67.9664;0.9830
2015-08-09T00:00:00.0/2015-08-10T00:00:00.0;5987.9629;3908.9885;2872.3225;1036.6660;5686.3428;753.7410;0.5901;753.1508;1.2228;0.9819
2015-08-10T00:00:00.0/2015-08-11T00:00:00.0;6038.6328;4346.5605;3624.7371;721.8237;7365.4756;2565.4778;948.2524;1617.2253;1965.8649;0.9819
2015-08-11T00:00:00.0/2015-08-12T00:00:00.0;6090.0024;4191.1353;3134.8647;1056.2704;6188.1675;2015.6471;241.3480;1774.2992;421.7917;0.9812
2015-08-12T00:00:00.0/2015-08-13T00:00:00.0;6142.1118;4117.0098;2954.5955;1162.4143;5761.0474;841.8805;8.9771;832.9034;58.4818;0.9806
2015-08-13T00:00:00.0/2015-08-14T00:00:00.0;6194.8999;4439.9360;3468.7766;971.1597;6845.4878;1031.6506;16.5373;1015.1133;34.1264;0.9799
2015-08-14T00:00:00.0/2015-08-15T00:00:00.0;6248.3291;4392.9873;3267.5857;1125.4016;6352.0381;1207.8021;9.6381;1198.1641;21.7794;0.9691
2015-08-15T00:00:00.0/2015-08-16T00:00:00.0;6302.4438;4723.8486;4064.2534;659.5952;8163.1421;4651.3975;3955.3252;696.0724;7588.2188;0.9837
2015-08-16T00:00:00.0/2015-08-17T00:00:00.0;6357.1821;4533.6504;3374.7410;1158.9097;6486.4092;2548.0334;463.7209;2084.3127;944.8457;0.9833
2015-08-17T00:00:00.0/2015-08-18T00:00:00.0;6412.5015;4321.6587;3106.4910;1215.1676;5917.1562;1038.9259;1.7097;1037.2162;4.9769;0.9830
2015-08-18T00:00:00.0/2015-08-19T00:00:00.0;6468.4502;4783.4131;4115.0640;668.3494;8105.1392;4697.3394;3967.8914;729.4478;7540.1362;0.9823
2015-08-19T00:00:00.0/2015-08-20T00:00:00.0;6525.0059;4834.6670;4021.7371;812.9299;7806.0557;4398.0166;3153.8740;1244.1423;5872.2856;0.9812
2015-08-20T00:00:00.0/2015-08-21T00:00:00.0;6582.0537;4700.0142;3605.5894;1094.4247;6789.8218;2065.2446;331.7774;1733.4673;637.2729;0.9812
2015-08-21T00:00:00.0/2015-08-22T00:00:00.0;6639.6719;4818.6855;3964.0959;854.5898;7576.5493;4706.5889;3805.7742;900.8147;6869.3394;0.9854
2015-08-22T00:00:00.0/2015-08-23T00:00:00.0;6697.7954;4860.9111;4096.6880;764.2228;7871.4316;4195.4185;3213.9934;981.4252;5590.0605;0.9847
2015-08-23T00:00:00.0/2015-08-24T00:00:00.0;6756.3882;4998.7300;4207.5288;791.2008;8004.8477;3722.7754;1673.0911;2049.6843;3286.6965;0.9844
2015-08-24T00:00:00.0/2015-08-25T00:00:00.0;6815.4917;5006.7988;4121.0571;885.7422;7765.5405;4348.3955;2922.4766;1425.9187;5063.5337;0.9788
2015-08-25T00:00:00.0/2015-08-26T00:00:00.0;6875.0801;5100.3906;4301.9229;798.4681;8094.8701;4382.7192;2569.4307;1813.2886;4642.2471;0.9826
2015-08-26T00:00:00.0/2015-08-27T00:00:00.0;6935.0605;5029.6763;4087.1301;942.5460;7543.3354;3916.3684;2060.3831;1855.9854;3644.8743;0.9823
2015-08-27T00:00:00.0/2015-08-28T00:00:00.0;6995.4897;5238.9150;4422.6753;816.2394;8285.7490;4630.0811;3181.5276;1448.5533;5419.1562;0.9760
2015-08-28T00:00:00.0/2015-08-29T00:00:00.0;7056.2729;5019.3428;4090.1052;929.2375;7512.3374;4526.0449;3013.4321;1512.6129;5135.4009;0.9812
2015-08-29T00:00:00.0/2015-08-30T00:00:00.0;7117.4902;4839.9126;3620.5625;1219.3503;6497.9780;3430.6499;827.2639;2603.3860;1301.1857;0.9806
2015-08-30T00:00:00.0/2015-08-31T00:00:00.0;7179.1104;4839.6870;3675.5093;1164.1777;6510.5391;4394.6772;2712.0398;1682.6376;4608.2344;0.9847
2015-08-31T00:00:00.0/2015-09-01T00:00:00.0;7241.0059;4597.1064;3006.7026;1590.4038;5193.6045;4515.4600;2927.9580;1587.5021;4886.2031;0.9847
2015-09-01T00:00:00.0/2015-09-02T00:00:00.0;7303.2651;5333.0112;4243.5493;1089.4622;7578.2925;1979.3566;166.2410;1813.1156;279.6970;0.9837
2015-09-02T00:00:00.0/2015-09-03T00:00:00.0;7365.8223;5226.3926;3988.2007;1238.1917;7004.9150;2608.1345;800.5790;1807.5557;1304.6183;0.9830
2015-09-03T00:00:00.0/2015-09-04T00:00:00.0;7428.6929;5628.5996;4724.7217;903.8781;8492.1719;5409.4004;4308.4038;1100.9961;7345.9419;0.9774
2015-09-04T00:00:00.0/2015-09-05T00:00:00.0;7491.8296;5751.8174;5000.7271;751.0903;9026.8252;5618.1724;4718.8369;899.3357;8201.1416;0.9816
2015-09-05T00:00:00.0/2015-09-06T00:00:00.0;7555.2051;5822.2158;5164.4722;657.7438;9384.4951;5754.5015;5062.3921;692.1093;8794.6074;0.9861
2015-09-06T00:00:00.0/2015-09-07T00:00:00.0;7618.8345;5969.1182;5373.2314;595.8868;9760.2441;5599.5278;4553.1147;1046.4127;7536.5195;0.9858
2015-09-07T00:00:00.0/2015-09-08T00:00:00.0;7682.6733;5397.8037;4111.1196;1286.6841;7119.3208;3683.7549;1332.0483;2351.7065;1987.0553;0.9847
2015-09-08T00:00:00.0/2015-09-09T00:00:00.0;7746.6538;5785.1172;4868.4248;916.6925;8541.3984;5662.7007;4650.7192;1011.9814;7868.6621;0.9844
2015-09-09T00:00:00.0/2015-09-10T00:00:00.0;7810.8984;5448.7783;4088.8574;1359.9209;6918.8882;1680.3452;69.3925;1610.9526;101.1822;0.9837
2015-09-10T00:00:00.0/2015-09-11T00:00:00.0;7875.2563;6028.6099;5117.6699;910.9397;8884.6807;5732.3066;4451.7378;1280.5692;7512.5898;0.9826
2015-09-11T00:00:00.0/2015-09-12T00:00:00.0;7939.7036;6254.2788;5437.0322;817.2469;9478.1455;5645.5820;4041.6677;1603.9143;7157.8472;0.9823
2015-09-12T00:00:00.0/2015-09-13T00:00:00.0;8004.3530;6070.1724;5248.2192;821.9534;9111.6826;5773.0576;4647.4961;1125.5613;7709.6074;0.9816
2015-09-13T00:00:00.0/2015-09-14T00:00:00.0;8069.0469;6055.4795;5123.5806;931.8987;8755.2158;5971.3506;4957.0522;1014.2985;8235.8486;0.9806
2015-09-14T00:00:00.0/2015-09-15T00:00:00.0;8133.7739;6034.1533;5000.9692;1033.1840;8495.2324;5492.1636;3717.8687;1774.2952;6052.7378;0.9799
2015-09-15T00:00:00.0/2015-09-16T00:00:00.0;8198.6318;5938.6641;4885.3008;1053.3633;8198.3691;5504.0342;4141.5625;1362.4717;6253.9160;0.9792
2015-09-16T00:00:00.0/2015-09-17T00:00:00.0;8263.4775;6025.3623;4821.4556;1203.9067;7993.5864;5076.3564;3256.5820;1819.7742;4809.8599;0.9785
2015-09-17T00:00:00.0/2015-09-18T00:00:00.0;8328.2979;6146.0454;5059.3525;1086.6926;8401.9326;6031.0884;4868.2261;1162.8623;7821.7324;0.9778
