# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (Meteosat Second Generation satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2008-10-30T00:00:00.0
# Date end (ISO 8601): 2023-11-01T00:00:00.0
# Latitude (positive North, ISO 19115): -32.7259
# Longitude (positive East, ISO 19115): -60.6638
# Altitude (m): 10.00
# Time reference: True Solar Time (TST)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 1 day 0 h 0 min 0 s
# noValue: nan
# File generated on: 2023-12-12
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2011-06-16T00:00:00.0/2011-06-17T00:00:00.0;4693.5752;2929.5825;1930.9906;998.5919;4451.2148;1846.2451;384.3779;1461.8672;752.2579;0.9823
2011-06-17T00:00:00.0/2011-06-18T00:00:00.0;4687.4585;3194.1147;2327.9509;866.1639;5466.7139;647.3203;18.9153;628.4050;83.8312;0.9823
2011-06-18T00:00:00.0/2011-06-19T00:00:00.0;4682.5669;2997.5510;2080.3284;917.2226;4826.1992;379.6267;3.3723;376.2544;12.9468;0.9771
2011-06-19T00:00:00.0/2011-06-20T00:00:00.0;4678.8760;3172.2930;2482.8713;689.4215;5904.6191;607.6830;5.1759;602.5071;15.0319;0.9823
2011-06-20T00:00:00.0/2011-06-21T00:00:00.0;4676.3833;3184.5571;2483.1091;701.4480;5946.7158;520.4625;3.2677;517.1948;13.3819;0.9823
2011-06-21T00:00:00.0/2011-06-22T00:00:00.0;4675.0630;3155.4937;2219.3101;936.1837;5167.2808;945.4385;168.0479;777.3906;342.4827;0.9826
2011-06-22T00:00:00.0/2011-06-23T00:00:00.0;4674.9878;3136.1604;2305.4861;830.6743;5455.1338;660.4817;5.1714;655.3102;17.8493;0.9826
2011-06-23T00:00:00.0/2011-06-24T00:00:00.0;4676.1621;3322.3127;2617.5862;704.7266;6274.1006;2515.1897;1435.4489;1079.7407;3192.3447;0.9823
2011-06-24T00:00:00.0/2011-06-25T00:00:00.0;4678.5020;3299.2009;2528.2219;770.9792;6020.9443;2645.4226;1557.0288;1088.3938;3275.6277;0.9826
2011-06-25T00:00:00.0/2011-06-26T00:00:00.0;4682.0386;3371.0593;2624.9229;746.1365;6272.5664;665.9023;24.0422;641.8602;102.9950;0.9823
2011-06-26T00:00:00.0/2011-06-27T00:00:00.0;4686.8130;3556.4558;3072.1248;484.3311;7583.8750;3353.1855;2674.0835;679.1021;6348.7412;0.9819
2011-06-27T00:00:00.0/2011-06-28T00:00:00.0;4692.7246;3541.0220;3094.9854;446.0366;7675.8369;3279.3147;2575.3967;703.9178;6149.6304;0.9823
2011-06-28T00:00:00.0/2011-06-29T00:00:00.0;4699.8652;3532.4958;3040.4121;492.0837;7495.8359;3240.4854;2447.1797;793.3057;5879.5161;0.9819
2011-06-29T00:00:00.0/2011-06-30T00:00:00.0;4708.2363;3474.9988;3017.7935;457.2053;7439.7383;3302.7725;2697.5745;605.1980;6363.9316;0.9823
2011-06-30T00:00:00.0/2011-07-01T00:00:00.0;4717.7656;3368.9050;2670.3435;698.5616;6422.4790;2683.7488;1396.6060;1287.1429;3218.7422;0.9819
2011-07-01T00:00:00.0/2011-07-02T00:00:00.0;4728.4697;3482.8176;2874.6914;608.1262;6926.6938;2588.8306;1184.3490;1404.4816;3032.0190;0.9819
2011-07-02T00:00:00.0/2011-07-03T00:00:00.0;4740.4165;3308.3535;2399.0444;909.3090;5604.0615;2659.1426;1303.3101;1355.8326;2904.2200;0.9816
2011-07-03T00:00:00.0/2011-07-04T00:00:00.0;4753.4800;3533.3335;3006.3977;526.9359;7273.1519;3132.8691;2233.3503;899.5188;5247.3403;0.9816
2011-07-04T00:00:00.0/2011-07-05T00:00:00.0;4767.7891;3542.0615;3032.8330;509.2285;7365.3403;3342.9377;2646.2590;696.6788;6153.9194;0.9812
2011-07-05T00:00:00.0/2011-07-06T00:00:00.0;4783.1948;3546.2480;2984.1858;562.0621;7179.1025;3005.5007;1956.0647;1049.4360;4388.8691;0.9809
2011-07-06T00:00:00.0/2011-07-07T00:00:00.0;4799.7925;3567.9985;2982.8564;585.1420;7146.8457;3193.2788;2282.3345;910.9445;5233.6387;0.9806
2011-07-07T00:00:00.0/2011-07-08T00:00:00.0;4817.5068;3494.9473;2872.3608;622.5864;6843.8716;3366.6182;2666.5574;700.0609;5917.9683;0.9806
2011-07-08T00:00:00.0/2011-07-09T00:00:00.0;4836.3955;3521.5012;2915.4043;606.0970;6901.5542;2716.1255;1140.9928;1575.1327;2681.5315;0.9802
2011-07-09T00:00:00.0/2011-07-10T00:00:00.0;4856.3838;3319.3149;2568.9729;750.3422;5949.6577;2678.8418;1586.4683;1092.3735;3344.9519;0.9698
2011-07-10T00:00:00.0/2011-07-11T00:00:00.0;4877.5698;3314.6155;2564.8845;749.7309;5913.2856;3064.6333;2101.3279;963.3054;4541.6270;0.9743
2011-07-11T00:00:00.0/2011-07-12T00:00:00.0;4899.8135;3264.7778;2364.5344;900.2434;5397.7324;2232.5713;411.5727;1820.9985;864.8979;0.9795
2011-07-12T00:00:00.0/2011-07-13T00:00:00.0;4923.2041;3196.0833;2248.5991;947.4841;5065.6064;2147.8130;461.6777;1686.1353;982.8210;0.9792
2011-07-13T00:00:00.0/2011-07-14T00:00:00.0;4947.6470;3492.0745;2732.5945;759.4801;6289.0522;1764.2871;391.1753;1373.1118;767.3115;0.9740
2011-07-14T00:00:00.0/2011-07-15T00:00:00.0;4973.2778;3215.6167;2210.3740;1005.2426;4911.5210;542.9878;5.7805;537.2073;19.1685;0.9837
2011-07-15T00:00:00.0/2011-07-16T00:00:00.0;4999.9438;3277.9673;2446.3250;831.6425;5545.0566;448.8673;15.4564;433.4109;56.8600;0.9833
2011-07-16T00:00:00.0/2011-07-17T00:00:00.0;5027.6870;3682.9705;3048.9888;633.9818;7038.7900;3622.9236;2960.9302;661.9933;6597.6069;0.9830
2011-07-17T00:00:00.0/2011-07-18T00:00:00.0;5056.5083;3649.1760;2927.3523;721.8239;6687.6387;2924.5042;1403.8477;1520.6565;3531.5491;0.9826
2011-07-18T00:00:00.0/2011-07-19T00:00:00.0;5086.3345;3459.5337;2398.8530;1060.6807;5274.2715;612.7299;3.2064;609.5234;9.9921;0.9826
2011-07-19T00:00:00.0/2011-07-20T00:00:00.0;5117.2979;3799.4983;3224.9404;574.5578;7436.4268;1173.8104;58.7347;1115.0758;211.2858;0.9715
2011-07-20T00:00:00.0/2011-07-21T00:00:00.0;5149.2432;3633.0696;2698.7180;934.3517;6030.6133;1157.2996;79.0992;1078.2003;270.3279;0.9816
2011-07-21T00:00:00.0/2011-07-22T00:00:00.0;5182.2290;3767.2891;3089.0112;678.2777;6956.1577;3649.6033;2888.9451;760.6581;6137.0654;0.9812
2011-07-22T00:00:00.0/2011-07-23T00:00:00.0;5216.2202;3864.1738;3352.3574;511.8166;7687.2886;3537.0889;2637.2209;899.8678;5929.3271;0.9809
2011-07-23T00:00:00.0/2011-07-24T00:00:00.0;5251.2520;3913.4929;3360.9946;552.4982;7635.0015;3870.9822;3276.5488;594.4333;7205.2764;0.9802
2011-07-24T00:00:00.0/2011-07-25T00:00:00.0;5287.2397;3803.6389;3205.9214;597.7175;7160.8296;3392.8711;2391.8621;1001.0090;4917.4507;0.9799
2011-07-25T00:00:00.0/2011-07-26T00:00:00.0;5324.2124;3518.0471;2667.7507;850.2964;5798.0391;3074.1130;2041.5649;1032.5480;3897.6377;0.9795
2011-07-26T00:00:00.0/2011-07-27T00:00:00.0;5362.1367;4051.2739;3498.4036;552.8703;7866.2134;3876.2051;3156.9204;719.2847;6536.0522;0.9792
2011-07-27T00:00:00.0/2011-07-28T00:00:00.0;5401.0210;3810.4854;2974.4314;836.0540;6418.0298;3004.2004;1614.8805;1389.3199;2964.6157;0.9840
2011-07-28T00:00:00.0/2011-07-29T00:00:00.0;5440.8867;3801.0505;2879.3691;921.6813;6150.8145;3319.8325;1942.3864;1377.4463;3882.3167;0.9833
2011-07-29T00:00:00.0/2011-07-30T00:00:00.0;5481.6265;3872.2207;2904.1399;968.0809;6142.1084;3087.3152;1218.7129;1868.6023;2512.1050;0.9830
2011-07-30T00:00:00.0/2011-07-31T00:00:00.0;5523.3213;4028.0408;3214.0815;813.9594;6866.8638;3796.0005;2804.5696;991.4311;5887.8213;0.9823
2011-07-31T00:00:00.0/2011-08-01T00:00:00.0;5565.8701;3925.9885;2938.9426;987.0459;6194.6172;955.6620;14.9669;940.6951;37.9945;0.9819
2011-08-01T00:00:00.0/2011-08-02T00:00:00.0;5609.3047;3931.5513;2940.7893;990.7620;6158.0879;742.2863;0.1280;742.1583;0.3080;0.9816
2011-08-02T00:00:00.0/2011-08-03T00:00:00.0;5653.6406;3998.2241;3013.2190;985.0050;6399.0957;1970.8363;579.2017;1391.6346;1069.2946;0.9809
2011-08-03T00:00:00.0/2011-08-04T00:00:00.0;5698.8135;4075.9792;3146.7139;929.2654;6565.2461;3338.9800;1935.8337;1403.1462;3735.5742;0.9802
2011-08-04T00:00:00.0/2011-08-05T00:00:00.0;5744.8076;4316.9907;3637.6147;679.3758;7741.0151;4044.2773;3054.4197;989.8577;6285.0449;0.9847
2011-08-05T00:00:00.0/2011-08-06T00:00:00.0;5791.5581;4191.7515;3461.0513;730.7004;7236.4546;3938.3267;2986.5989;951.7279;5831.6455;0.9795
2011-08-06T00:00:00.0/2011-08-07T00:00:00.0;5839.1816;4250.7783;3563.8982;686.8801;7455.1650;4041.9863;3131.5493;910.4370;6194.7622;0.9684
2011-08-07T00:00:00.0/2011-08-08T00:00:00.0;5887.5767;4168.8472;3400.7139;768.1335;7010.6060;3317.6506;1432.3479;1885.3027;3124.9097;0.9833
2011-08-08T00:00:00.0/2011-08-09T00:00:00.0;5936.7134;3867.9363;2515.8604;1352.0759;4953.5532;974.4332;7.9890;966.4443;31.3659;0.9830
2011-08-09T00:00:00.0/2011-08-10T00:00:00.0;5986.6299;4046.2756;2823.7942;1222.4814;5575.6250;839.8704;4.5172;835.3532;10.9498;0.9823
2011-08-10T00:00:00.0/2011-08-11T00:00:00.0;6037.2700;4300.2285;3527.7854;772.4431;7142.4839;2392.7617;784.7446;1608.0170;1767.0900;0.9812
2011-08-11T00:00:00.0/2011-08-12T00:00:00.0;6088.6011;4189.4878;3337.2195;852.2684;6687.3208;4168.0156;3322.3022;845.7134;6557.5918;0.9451
2011-08-12T00:00:00.0/2011-08-13T00:00:00.0;6140.6646;3708.5830;2323.4641;1385.1189;4432.3027;1920.9283;419.1049;1501.8235;729.0480;0.9806
2011-08-13T00:00:00.0/2011-08-14T00:00:00.0;6193.4019;4494.8691;3660.8127;834.0565;7297.3276;2517.6653;958.6783;1558.9868;1642.4562;0.9747
2011-08-14T00:00:00.0/2011-08-15T00:00:00.0;6246.7793;4627.0469;3857.5696;769.4774;7728.8228;4477.9404;3638.5581;839.3824;6705.3779;0.9847
2011-08-15T00:00:00.0/2011-08-16T00:00:00.0;6300.8398;4002.5933;2495.8442;1506.7490;4654.4937;668.8319;1.1317;667.7003;3.2983;0.9840
2011-08-16T00:00:00.0/2011-08-17T00:00:00.0;6355.5249;4315.0400;3090.6167;1224.4236;5934.2065;988.4165;166.0184;822.3981;606.2283;0.9837
2011-08-17T00:00:00.0/2011-08-18T00:00:00.0;6410.7954;4780.0835;4070.5918;709.4919;8057.2153;4723.1621;3994.0425;729.1193;7537.3628;0.9830
2011-08-18T00:00:00.0/2011-08-19T00:00:00.0;6466.6987;4430.8462;3351.3977;1079.4486;6424.1548;1725.5673;308.4921;1417.0752;494.5652;0.9823
2011-08-19T00:00:00.0/2011-08-20T00:00:00.0;6523.2124;4852.1016;3938.2791;913.8228;7598.1152;2561.4119;830.4507;1730.9612;1808.7373;0.9812
2011-08-20T00:00:00.0/2011-08-21T00:00:00.0;6580.2314;5105.6880;4509.5166;596.1713;8940.5029;4833.2417;3925.8892;907.3523;7537.2749;0.9753
2011-08-21T00:00:00.0/2011-08-22T00:00:00.0;6637.8271;5059.3247;4186.4795;872.8452;8057.9688;3979.5632;2167.5486;1812.0148;4051.9619;0.9854
2011-08-22T00:00:00.0/2011-08-23T00:00:00.0;6695.9375;5012.4443;4130.6812;881.7631;7896.6338;4313.9404;2675.9065;1638.0338;4613.6787;0.9847
2011-08-23T00:00:00.0/2011-08-24T00:00:00.0;6754.5308;5171.8994;4511.3662;660.5330;8718.3232;5064.2534;4316.6670;747.5865;7862.0928;0.9844
2011-08-24T00:00:00.0/2011-08-25T00:00:00.0;6813.6411;5058.7998;4204.0229;854.7769;7924.2261;3980.2366;1819.0544;2161.1821;3284.4773;0.9833
2011-08-25T00:00:00.0/2011-08-26T00:00:00.0;6873.1675;5127.9360;4328.5635;799.3727;8116.8823;4358.5679;2940.4653;1418.1024;5302.8657;0.9833
2011-08-26T00:00:00.0/2011-08-27T00:00:00.0;6933.2500;4950.3335;3802.8396;1147.4941;6946.9663;3253.4099;1096.4075;2157.0024;1862.6331;0.9719
2011-08-27T00:00:00.0/2011-08-28T00:00:00.0;6993.7104;4282.9463;2419.9998;1862.9465;4328.6660;1453.6633;56.0645;1397.5989;114.5718;0.9764
2011-08-28T00:00:00.0/2011-08-29T00:00:00.0;7054.5322;5309.3892;4481.4644;827.9246;8285.6230;5134.2876;4182.4922;951.7951;7193.5029;0.9816
2011-08-29T00:00:00.0/2011-08-30T00:00:00.0;7115.7886;5226.4253;4265.8535;960.5717;7805.3735;4935.1968;3641.9426;1293.2543;6465.4951;0.9806
2011-08-30T00:00:00.0/2011-08-31T00:00:00.0;7177.4463;5580.1924;4867.4521;712.7402;9062.2783;5409.6338;4534.7793;874.8546;7973.4087;0.9847
2011-08-31T00:00:00.0/2011-09-01T00:00:00.0;7239.3853;5553.3604;4733.1777;820.1826;8684.7305;5363.2773;4409.7085;953.5690;7532.7466;0.9840
2011-09-01T00:00:00.0/2011-09-02T00:00:00.0;7301.6816;5399.2148;4489.1948;910.0201;8120.4766;5255.6553;4251.5830;1004.0724;7311.6123;0.9837
2011-09-02T00:00:00.0/2011-09-03T00:00:00.0;7364.2705;5383.2588;4383.6802;999.5789;7835.5928;4520.6924;2729.4043;1791.2881;4458.4053;0.9830
2011-09-03T00:00:00.0/2011-09-04T00:00:00.0;7427.1626;4653.6602;3024.7800;1628.8802;5138.2251;3794.6208;1467.4783;2327.1426;2387.9204;0.9767
2011-09-04T00:00:00.0/2011-09-05T00:00:00.0;7490.3184;4424.9751;2424.7100;2000.2651;4129.3706;2428.6667;544.7994;1883.8673;1089.8010;0.9816
2011-09-05T00:00:00.0/2011-09-06T00:00:00.0;7553.7021;5845.2954;5074.5464;770.7491;9155.6104;5745.4951;4916.7485;828.7469;8421.4453;0.9861
2011-09-06T00:00:00.0/2011-09-07T00:00:00.0;7617.3271;5830.9561;5105.6104;725.3458;9146.8887;5710.2617;4908.1338;802.1281;8302.4727;0.9851
2011-09-07T00:00:00.0/2011-09-08T00:00:00.0;7681.1572;5773.0244;4874.3203;898.7042;8573.6572;5688.4326;4757.4287;931.0040;7951.6445;0.9847
2011-09-08T00:00:00.0/2011-09-09T00:00:00.0;7745.1196;5843.9883;5057.4136;786.5745;8947.0615;5761.2441;4938.3501;822.8940;8304.1250;0.9844
2011-09-09T00:00:00.0/2011-09-10T00:00:00.0;7809.3413;5791.6548;4909.1201;882.5345;8577.2764;5122.9233;3441.7998;1681.1234;5875.1377;0.9830
2011-09-10T00:00:00.0/2011-09-11T00:00:00.0;7873.6665;5874.7998;4857.3149;1017.4847;8257.6826;5073.8501;3807.6682;1266.1816;5931.2495;0.9774
2011-09-11T00:00:00.0/2011-09-12T00:00:00.0;7938.0762;5997.1533;5067.9800;929.1730;8717.3047;5672.2261;4334.7578;1337.4685;7297.7681;0.9667
2011-09-12T00:00:00.0/2011-09-13T00:00:00.0;8002.6807;5815.9326;4696.1528;1119.7802;7971.8525;5734.3354;4569.3164;1165.0194;7453.9009;0.9816
2011-09-13T00:00:00.0/2011-09-14T00:00:00.0;8067.3306;5807.7896;4552.6445;1255.1448;7583.8843;4276.6479;2020.6993;2255.9487;3348.8787;0.9806
2011-09-14T00:00:00.0/2011-09-15T00:00:00.0;8132.0176;5631.9121;4105.6890;1526.2229;6704.7495;4764.6890;2554.8086;2209.8804;4093.4834;0.9854
2011-09-15T00:00:00.0/2011-09-16T00:00:00.0;8196.8330;5693.9761;4318.0239;1375.9518;7043.1890;4274.6484;1937.8364;2336.8120;3163.3250;0.9847
2011-09-16T00:00:00.0/2011-09-17T00:00:00.0;8261.6035;4388.2007;1889.6964;2498.5044;2862.5579;964.7961;7.0656;957.7304;9.2587;0.9840
2011-09-17T00:00:00.0/2011-09-18T00:00:00.0;8326.4404;6107.6221;4850.1270;1257.4952;7985.5059;3607.8813;756.8388;2851.0427;1044.7994;0.9781
2011-09-18T00:00:00.0/2011-09-19T00:00:00.0;8391.3037;6107.1636;4607.2075;1499.9564;7580.4834;3904.1904;1353.1904;2551.0000;2034.3223;0.9823
2011-09-19T00:00:00.0/2011-09-20T00:00:00.0;8456.0693;6180.3481;4913.6426;1266.7054;8030.5000;5251.6880;2740.0952;2511.5930;4581.0376;0.9819
2011-09-20T00:00:00.0/2011-09-21T00:00:00.0;8520.8369;6479.6177;5593.5947;886.0226;9333.0625;6273.6641;5201.0610;1072.6033;8397.8848;0.9861
2011-09-21T00:00:00.0/2011-09-22T00:00:00.0;8585.5801;6512.0874;5626.9077;885.1801;9366.4209;6097.2031;4788.1455;1309.0577;7587.1543;0.9854
2011-09-22T00:00:00.0/2011-09-23T00:00:00.0;8650.1680;6307.0605;4991.8452;1315.2155;8008.7866;5022.5869;2409.4712;2613.1157;3450.4670;0.9851
2011-09-23T00:00:00.0/2011-09-24T00:00:00.0;8714.6973;6378.2129;4780.9053;1597.3080;7566.5464;1656.3687;41.7045;1614.6642;132.5417;0.9840
2011-09-24T00:00:00.0/2011-09-25T00:00:00.0;8779.1426;6603.2964;5614.2827;989.0135;9167.4707;6188.7183;4724.2607;1464.4574;7637.3188;0.9781
2011-09-25T00:00:00.0/2011-09-26T00:00:00.0;8843.3770;6618.3652;5671.1543;947.2114;9234.0293;5992.8662;4134.2549;1858.6111;6298.0879;0.9830
2011-09-26T00:00:00.0/2011-09-27T00:00:00.0;8907.4922;6506.2471;5493.1035;1013.1435;8848.9219;6423.4951;5361.2964;1062.1989;8314.2891;0.9819
2011-09-27T00:00:00.0/2011-09-28T00:00:00.0;8971.4648;6495.0073;5453.2158;1041.7914;8753.3711;5944.9561;4113.8970;1831.0593;6545.2974;0.9812
2011-09-28T00:00:00.0/2011-09-29T00:00:00.0;9035.1680;6625.9497;5672.9834;952.9663;9125.4736;5635.6294;3072.2417;2563.3877;5131.3833;0.9809
2011-09-29T00:00:00.0/2011-09-30T00:00:00.0;9098.6934;6066.6929;4300.9058;1765.7875;6557.4189;5355.5591;3033.3137;2322.2454;4519.0103;0.9851
2011-09-30T00:00:00.0/2011-10-01T00:00:00.0;9162.0156;6268.7998;4321.3833;1947.4165;6782.8516;1865.6194;175.1137;1690.5057;380.9174;0.9844
2011-10-01T00:00:00.0/2011-10-02T00:00:00.0;9225.0117;6501.0679;4912.0459;1589.0220;7494.7393;2441.2371;175.3988;2265.8381;374.3549;0.9840
2011-10-02T00:00:00.0/2011-10-03T00:00:00.0;9287.7754;7033.7207;5914.2007;1119.5200;9337.6416;6761.1201;5511.3501;1249.7698;7992.5605;0.9830
2011-10-03T00:00:00.0/2011-10-04T00:00:00.0;9350.2842;7185.1240;6231.7554;953.3688;9880.4102;7004.5537;5893.3872;1111.1665;8882.4980;0.9719
2011-10-04T00:00:00.0/2011-10-05T00:00:00.0;9412.4053;6704.1372;5188.7549;1515.3826;7924.3486;1390.8402;22.1844;1368.6559;141.8984;0.9819
2011-10-05T00:00:00.0/2011-10-06T00:00:00.0;9474.2422;7023.6123;5830.2446;1193.3677;9056.0469;5940.4478;3906.3245;2034.1234;5793.1572;0.9861
2011-10-06T00:00:00.0/2011-10-07T00:00:00.0;9535.7725;6725.6748;5274.5996;1451.0752;8024.5684;4289.1831;1816.6042;2472.5786;2685.9290;0.9802
2011-10-07T00:00:00.0/2011-10-08T00:00:00.0;9596.8604;6167.7729;3987.6904;2180.0825;6031.0488;1435.0299;23.4397;1411.5902;32.6974;0.9799
2011-10-08T00:00:00.0/2011-10-09T00:00:00.0;9657.6211;6956.2822;5509.2739;1447.0082;8341.4639;3066.5012;1207.1057;1859.3955;1922.2974;0.9844
2011-10-09T00:00:00.0/2011-10-10T00:00:00.0;9717.9795;7254.4912;6141.3667;1113.1243;9380.5879;2785.5464;224.6428;2560.9036;391.1374;0.9840
2011-10-10T00:00:00.0/2011-10-11T00:00:00.0;9777.9707;7370.4556;6241.7832;1128.6725;9630.5420;7202.1025;6041.2559;1160.8467;8851.7559;0.9826
2011-10-11T00:00:00.0/2011-10-12T00:00:00.0;9837.4619;7328.2393;6135.2837;1192.9557;9398.6416;7181.1348;5909.4233;1271.7115;8448.7773;0.9719
2011-10-12T00:00:00.0/2011-10-13T00:00:00.0;9896.5547;7053.0190;5627.7227;1425.2964;8560.0186;1770.8156;83.3023;1687.5132;139.6588;0.9764
2011-10-13T00:00:00.0/2011-10-14T00:00:00.0;9955.1836;7353.1660;6098.4639;1254.7020;9201.9990;2188.0674;171.6341;2016.4332;581.9959;0.9760
2011-10-14T00:00:00.0/2011-10-15T00:00:00.0;10013.3896;7440.8525;6210.0522;1230.8000;9369.7861;6002.8354;3993.1062;2009.7294;5491.4053;0.9747
2011-10-15T00:00:00.0/2011-10-16T00:00:00.0;10071.0391;7753.6807;6898.8789;854.8019;10636.4209;7689.2500;6791.4526;897.7977;10026.7734;0.9847
2011-10-16T00:00:00.0/2011-10-17T00:00:00.0;10128.2295;7531.8374;6394.7417;1137.0959;9704.2871;6609.1147;4506.1191;2102.9958;6236.5933;0.9840
2011-10-17T00:00:00.0/2011-10-18T00:00:00.0;10184.9033;7298.0498;5503.6948;1794.3552;8060.0854;3182.5396;473.5359;2709.0037;744.9260;0.9830
2011-10-18T00:00:00.0/2011-10-19T00:00:00.0;10241.0381;7020.6631;4882.7920;2137.8711;7068.3984;4404.4062;1929.8547;2474.5513;2500.9502;0.9826
2011-10-19T00:00:00.0/2011-10-20T00:00:00.0;10296.6465;7460.9800;5731.7104;1729.2695;8409.8848;6662.6851;4591.1030;2071.5823;6121.6943;0.9819
2011-10-20T00:00:00.0/2011-10-21T00:00:00.0;10351.7080;7772.5708;6551.5415;1221.0293;9802.4844;7668.3467;6329.7334;1338.6130;9383.5088;0.9812
2011-10-21T00:00:00.0/2011-10-22T00:00:00.0;10406.1953;7883.3677;6895.7910;987.5770;10428.2354;7766.6128;6726.1450;1040.4681;9868.0869;0.9858
2011-10-22T00:00:00.0/2011-10-23T00:00:00.0;10460.0947;7605.8809;6320.2446;1285.6362;9348.4199;1760.3647;167.4316;1592.9332;447.3111;0.9847
2011-10-23T00:00:00.0/2011-10-24T00:00:00.0;10513.3965;7439.9922;5714.5625;1725.4293;8226.6035;1869.8927;13.1993;1856.6934;47.2733;0.9844
2011-10-24T00:00:00.0/2011-10-25T00:00:00.0;10566.0479;7260.2471;5235.9424;2024.3049;7496.3062;2735.6267;129.7897;2605.8369;171.4191;0.9840
2011-10-25T00:00:00.0/2011-10-26T00:00:00.0;10618.1211;8108.4595;7102.0112;1006.4486;10585.8125;3865.3567;808.1845;3057.1724;1670.0297;0.9833
2011-10-26T00:00:00.0/2011-10-27T00:00:00.0;10669.5537;8201.2490;6994.0479;1207.2007;10378.6270;7145.5903;4722.2891;2423.3013;6730.3774;0.9826
2011-10-27T00:00:00.0/2011-10-28T00:00:00.0;10720.3340;8465.2002;7604.5352;860.6653;11482.8877;8303.8809;7295.8364;1008.0446;10446.8145;0.9819
2011-10-28T00:00:00.0/2011-10-29T00:00:00.0;10770.4482;8018.1729;6919.2363;1098.9363;10227.0898;6497.0176;4103.7026;2393.3152;5700.2930;0.9812
2011-10-29T00:00:00.0/2011-10-30T00:00:00.0;10819.8857;7918.5083;6220.3345;1698.1737;8929.0020;5110.6812;3347.8208;1762.8602;4588.5483;0.9806
2011-10-30T00:00:00.0/2011-10-31T00:00:00.0;10868.5928;8362.0215;7311.5200;1050.5020;10902.4941;8223.6260;7070.1680;1153.4583;9960.9238;0.9802
2011-10-31T00:00:00.0/2011-11-01T00:00:00.0;10916.6494;8581.3428;7647.8506;933.4925;11446.8623;8490.4004;7482.1084;1008.2921;10683.9434;0.9840
2011-11-01T00:00:00.0/2011-11-02T00:00:00.0;10963.9922;8437.3340;7360.3350;1076.9989;10914.5254;8257.4980;6982.9688;1274.5293;9840.6758;0.9837
2011-11-02T00:00:00.0/2011-11-03T00:00:00.0;11010.6094;8146.7378;6982.2900;1164.4475;10175.0967;7736.6113;6189.7505;1546.8608;8355.3213;0.9833
2011-11-03T00:00:00.0/2011-11-04T00:00:00.0;11056.4902;8158.9277;6983.6948;1175.2324;10162.2422;7472.5386;4878.3022;2594.2361;7053.5151;0.9826
2011-11-04T00:00:00.0/2011-11-05T00:00:00.0;11101.6240;7817.3345;6248.4546;1568.8796;8851.2568;5392.5122;2003.3677;3389.1445;2480.4180;0.9767
2011-11-05T00:00:00.0/2011-11-06T00:00:00.0;11146.0000;8082.4282;6709.2852;1373.1429;9594.3076;7822.7021;6214.9150;1607.7871;8289.8926;0.9812
2011-11-06T00:00:00.0/2011-11-07T00:00:00.0;11189.5312;8220.7744;7044.6123;1176.1619;10190.1270;7824.3188;6276.2358;1548.0830;8492.3057;0.9760
2011-11-07T00:00:00.0/2011-11-08T00:00:00.0;11232.3867;8333.5527;7341.1475;992.4056;10746.4121;7502.6865;5011.5698;2491.1167;6832.6909;0.9858
2011-11-08T00:00:00.0/2011-11-09T00:00:00.0;11274.4561;8374.7744;7318.1211;1056.6527;10639.8311;7647.5327;5615.1299;2032.4027;7188.0259;0.9851
